R_main (m),D_small (m),Thrust (N),RPM_main,RPM_small,Torque (Nm),Created Moment (Nm),Power Required (W),STALL_FACTOR
0.9,0.14,60.003046317073256,453.22265625,9907.124002596662,4.292011007251416,4.261554432039709,267.7198168752207,"(0.0, 0.0, 0.0, 0.0)"
1.0,0.14,59.921491079736995,390.0390625,12360.375264135655,4.826004629497662,4.754332916641988,265.01666651854396,"(0.0, 0.0, 0.0, 0.0)"
1.1,0.14,59.99938632080707,333.642578125,9509.950354409946,5.180451297806548,5.126644123304715,255.4757026082853,"(0.0, 0.0, 0.0, 0.0)"
0.9,0.15000000000000002,59.99169380347181,461.279296875,6630.02439958405,4.454153831430796,4.538886449949445,288.76358689651664,"(0.0, 0.0, 0.0, 0.0)"
1.0,0.15000000000000002,59.96615870081175,392.3828125,9020.662913683449,4.86870032061543,4.8021442606069815,266.0581735946641,"(0.0, 0.0, 0.0, 0.0)"
1.1,0.15000000000000002,59.908443063258744,333.2008361816406,11838.592649200367,5.160675228617306,5.109788801741603,251.3770307641548,"(0.0, 0.0, 0.0, 0.0)"
0.9,0.16,60.020852483938974,459.2041015625,8518.866170032219,4.428992757372163,4.473234482779324,281.78175657684204,"(0.0, 0.0, 0.0, 0.0)"
1.0,0.16,60.002630249365566,390.91796875,11663.168634154707,4.84544192396697,4.835150155398177,267.1676601204276,"(0.0, 0.0, 0.0, 0.0)"
1.1,0.16,59.92298210856477,332.91015625,6060.637866830313,5.142695250810615,5.219055653736756,252.51651781860238,"(0.0, 0.0, 0.0, 0.0)"
