R_main (m),D_small (m),Thrust (N),RPM_main,RPM_small,Torque (Nm),Created Moment (Nm),Power Required (W),STALL_FACTOR
0.9500000000000001,0.16,59.99886354186545,413.427734375,8289.402096926095,4.610213824808766,5.100029294861486,305.70263074576326,"(0.0, 0.0, 0.027777777777777776, 0.0)"
