r,FC,Derivative
0.52200000000000002,5.5699899999999998,300.06666666667104
0.52649999999999997,5.7050200000000002,231.24444444444049
0.53100000000000003,5.8090799999999998,289.66666666666987
0.53549999999999998,5.9394299999999998,290.77777777777521
0.54000000000000004,6.0702800000000003,255.80000000000203
0.54449999999999998,6.1853899999999999,300.82222222221822
0.54900000000000004,6.3207599999999999,290.15555555555801
0.55349999999999999,6.4513299999999996,277.13333333333037
0.55800000000000005,6.5760399999999999,307.91111111111462
0.5625,6.7145999999999999,268.73333333333733
0.56699999999999995,6.8355300000000003,320.77777777777203
0.57150000000000001,6.9798799999999996,332.08888888889317
0.57599999999999996,7.1293199999999999,269.11111111110802
0.58050000000000002,7.2504200000000001,337.5111111111155
0.58499999999999996,7.4023000000000003,283.15555555555153
0.58950000000000002,7.5297200000000002,344.37777777778081
