r_main ,f_axial ,f_tan,area_main,r_small,area_small,f_axial_b1,f_axial_b2,f_axial_b3,moment_b1,moment_b2,moment_b3
0.14999999999999999,0.19004840000000001,0.044813721000000001,0.01,0.012500000000000001,0.012500000000000001,0.0068995660999999998,0.0039481309,0.0032497426000000001,0.00065754717000000005,0.00041621133000000003,0.00042712545999999999
0.25,0.43207480999999998,0.10095909000000000,0.01,0.017500000000000002,0.017500000000000002,0.018326050000000000,0.013323514,0.011425497000000000,0.0013229147,0.0010023465,0.0009897229
0.34999999999999998,0.86258303000000003,0.18201274000000001,0.01,0.022499999999999999,0.022499999999999999,0.030587045000000000,0.024451594000000000,0.022034598,0.0021843822000000000,0.0017693400999999999,0.001782327
0.45000000000000001,1.4259309,0.27295205000000000,0.01,0.0275,0.0275,0.043953605000000000,0.037292845999999998,0.035107964999999998,0.0031558013999999999,0.0026666225000000002,0.0027327853999999999
0.55000000000000004,2.1041564,0.36453,0.01,0.032500000000000001,0.032500000000000001,0.057358634999999998,0.050672657000000003,0.049564017,0.0041658297000000000,0.0036409565000000001,0.0037651630
0.65000000000000002,2.8685052,0.45292666,0.01,0.037499999999999999,0.037499999999999999,0.069559503999999994,0.062597479999999997,0.064009269999999993,0.0051188535000000002,0.0046118158000000003,0.0048047675000000003
0.75,3.8811738999999998,0.53842270999999997,0.01,0.042500000000000003,0.042500000000000003,0.078793535999999997,0.069086773000000004,0.076270559000000002,0.0058893534000000001,0.0053963472000000002,0.0057181664000000004
0.8125,1.1691328999999999,0.14697245,0.0025000000000000001,0.047500000000000001,0.047500000000000001,0.084768626,0.071027507000000004,0.083848051000000007,0.0064136449000000003,0.0057661455999999996,0.0063284546999999997
0.83750000000000002,1.2490877,0.15128817,0.0025000000000000001,0.052499999999999998,0.052499999999999998,0.090903333,0.072168107999999995,0.087920300000000007,0.0067434158999999999,0.0057169237999999999,0.0066102534000000001
0.86250000000000004,1.3402830999999999,0.15573471000000000,0.0025000000000000001,0.057500000000000002,0.057500000000000002,0.096612901000000001,0.074038483000000002,0.093256469999999994,0.0068500237000000000,0.0055048019999999996,0.0066974008000000003
0.88749999999999996,1.4626512000000000,0.16134474,0.0025000000000000001,0.0625,0.0625,0.096568435999999994,0.079086641999999999,0.097569006,0.0066924178999999999,0.0054224468,0.0065616323000000001
0.91249999999999998,1.6503435,0.19595987,0.0025000000000000001,0.067500000000000004,0.067500000000000004,0.086154574999999997,0.079848499000000003,0.09227462,0.0058990166999999998,0.0051279042999999996,0.0060320777000000001
0.9375,1.7849904999999999,0.18809102000000000,0.0025000000000000001,0.072499999999999995,0.072499999999999995,0.059950071000000001,0.065021598999999999,0.069118700000000005,0.0042873056000000001,0.0043925307000000002,0.0047221852000000003
0.96250000000000002,1.8356029,0.13179562,0.0025000000000000001,,,,,,,,
0.98750000000000004,1.8060182000000000,0.23232381999999999,0.0025000000000000001,,,,,,,,
