r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, misc
1.155172413793103536e-01,-1.332987979472318285e+00,-9.606906874110938688e+00,1.378727887668465824e-01,7.600471093960985414e+00,7.392830129345695500e-02,2.115777466458174799e-02,3.017263885466496731e+02
1.465517241379310498e-01,-1.451790357736612469e+00,-1.214753126475700640e+01,1.189490107913438316e-01,8.488295132971343193e+00,1.443317514522459433e-01,3.490415665156267055e-02,2.583751700364935289e+01
1.775862068965517182e-01,-1.712566011324927473e+00,-1.468371173944638741e+01,1.161057689694203893e-01,8.454772318074070370e+00,2.311948204232114890e-01,4.983784867422168252e-02,5.064765263430935960e+01
2.086206896551724144e-01,-2.028986881212103910e+00,-1.722130792597547000e+01,1.172777395568958547e-01,8.191194778269689891e+00,3.370559946170345045e-01,6.644434040844388045e-02,2.699544493891353203e-01
2.396551724137931105e-01,-2.376347782821365939e+00,-1.976542054648320246e+01,1.196532246000486382e-01,7.858660939572009063e+00,4.630750683530848733e-01,8.488001061958691529e-02,4.965382169022365400e-01
2.706896551724138344e-01,-2.744005835605659804e+00,-2.231811737933147910e+01,1.223357307841201197e-01,7.508536085278397998e+00,6.098164349091761416e-01,1.052468883091103313e-01,2.610113717711501977e+03
3.017241379310344751e-01,-3.128635846254062436e+00,-2.487880963897161735e+01,1.250983550670056732e-01,7.153820802060129935e+00,7.768596604960885665e-01,1.275992626952301423e-01,4.387846567579385010e+03
3.327586206896551713e-01,-3.536124641080448328e+00,-2.744612126891777493e+01,1.281329084957311404e-01,6.783525126458635590e+00,9.619868208397942544e-01,1.518937774764755333e-01,6.997960285290886532e+03
3.637931034482758674e-01,-3.900488073236686670e+00,-3.001894649223156719e+01,1.292103060822303862e-01,6.525366220466076506e+00,1.154832172557557435e+00,1.771465285144284418e-01,2.164558762817764546e+03
3.948275862068965636e-01,-4.142443714939184396e+00,-3.259656646706815053e+01,1.264046427070882050e-01,6.489690319167582544e+00,1.343836502573299008e+00,2.016648963718346288e-01,0.000000000000000000e+00
4.258620689655172598e-01,-4.391087227033017015e+00,-3.517844646115884188e+01,1.241809378753707671e-01,6.420670649479269798e+00,1.539066011511933674e+00,2.267243872425620532e-01,0.000000000000000000e+00
4.568965517241379004e-01,-4.634724100786465684e+00,-3.776402698521967238e+01,1.221178637243465065e-01,6.342447519726923666e+00,1.741904202699932069e+00,2.521161037169474817e-01,0.000000000000000000e+00
4.879310344827585966e-01,-4.869218954336511196e+00,-4.035255399680530530e+01,1.200863401596372754e-01,6.262416674537561789e+00,1.952306070346128575e+00,2.776570286330376502e-01,0.000000000000000000e+00
5.189655172413792927e-01,-5.093660252549003786e+00,-4.294307302044197883e+01,1.180626210579597407e-01,6.181938666555120143e+00,2.169557154480467709e+00,3.031617738306082721e-01,0.000000000000000000e+00
5.500000000000000444e-01,-5.308396662639863095e+00,-4.553456717806823661e+01,1.160556209339141803e-01,6.100502731716591853e+00,2.392539486523518111e+00,3.284659614452754561e-01,0.000000000000000000e+00
5.810344827586206851e-01,-5.513986566283665347e+00,-4.812604388816568246e+01,1.140764275966013874e-01,6.017473585356456489e+00,2.619920602804406418e+00,3.534210803506259158e-01,0.000000000000000000e+00
6.120689655172413257e-01,-5.711389490436262761e+00,-5.071648260445440570e+01,1.121416047251458242e-01,5.931902198567671647e+00,2.850376217441349169e+00,3.778804959696918098e-01,0.000000000000000000e+00
6.431034482758619664e-01,-5.900762399525041779e+00,-5.330465759644608426e+01,1.102499340930502975e-01,5.843858370587017959e+00,3.082583195105695228e+00,4.017082035747867597e-01,0.000000000000000000e+00
