r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.132352941176470590e-01,-9.863965794707646451e-01,6.373158119052426684e+00,1.535551971476107891e-01,6.201935281142604950e+00,2.915263136936874916e-02,7.539145663455005045e-03,1.432803825914084339e-01,6.447772422303316375e+00,0.000000000000000000e+00,6.447772422303316375e+00,-7.461430325088928839e-02,3.516690347982113218e-01,-9.863965794707646451e-01,4.463153994424843840e-01,4.455998349789330737e-02,4.345426116797357827e+04,1.015647049095043002e+02
1.397058823529411797e-01,-1.074052401410690694e+00,7.843799397184224809e+00,1.360838149935426344e-01,7.051456589315742818e+00,5.569468580151204495e-02,1.211995188218785088e-02,2.213461911664504900e-01,7.955043897646948636e+00,0.000000000000000000e+00,7.955043897646948636e+00,-1.112445004627239248e-01,4.305232354272776063e-01,-1.074052401410690694e+00,5.666673398783574900e-01,4.439803609660888939e-02,5.287268678179596463e+04,9.113047480952086943e+00
1.661764705882353144e-01,-1.261824182131951799e+00,9.311135930608392286e+00,1.346971749425796283e-01,6.979390060424577769e+00,8.741533156385536407e-02,1.714809519111751973e-02,2.918612034603821903e-01,9.462315372990582674e+00,0.000000000000000000e+00,9.462315372990582674e+00,-1.511794423821909705e-01,5.002804600148267333e-01,-1.261824182131951799e+00,6.352420226807850012e-01,3.752991553663460877e-02,6.219058735206714482e+04,4.584394359937716956e+01
1.926470588235293935e-01,-1.497699928454768514e+00,1.077806336500601958e+01,1.380739899841083584e-01,6.634397658833535161e+00,1.247687918325441347e-01,2.285441286039207459e-02,3.591497156958817216e-01,1.096958684833421138e+01,0.000000000000000000e+00,1.096958684833421138e+01,-1.915234833281909410e-01,5.525634033163936421e-01,-1.497699928454768514e+00,6.811382661983411690e-01,2.936961271866857931e-02,7.137198194311866246e+04,7.495405954048840469e-01
2.191176470588235281e-01,-1.744819227829823571e+00,1.224786589625414379e+01,1.415068928947768312e-01,6.286191659058905756e+00,1.663756072134770225e-01,2.921007669977814664e-02,4.208550530404954748e-01,1.247685832367784542e+01,0.000000000000000000e+00,1.247685832367784542e+01,-2.289924274237008228e-01,5.818956053656200167e-01,-1.744819227829823571e+00,7.084921799377527085e-01,2.288441011898628696e-02,8.040535882514341210e+04,4.437094885479442863e-01
2.455882352941176350e-01,-1.900429196893161476e+00,1.372308432841055037e+01,1.376088888695629620e-01,6.358015686713514469e+00,2.086682735724001980e-01,3.562716295574498010e-02,4.709817366608277101e-01,1.398412979902147768e+01,0.000000000000000000e+00,1.398412979902147768e+01,-2.610454706109278100e-01,5.877183733178026337e-01,-1.900429196893161476e+00,7.145982923545803889e-01,2.251471865942144754e-02,8.921329958212122438e+04,4.302871872725352773e+02
2.720588235294117418e-01,-2.065603034842021568e+00,1.520468966048161263e+01,1.350263866892929543e-01,6.354467010711166708e+00,2.537908367672720433e-01,4.239971127069633999e-02,5.168959364706585680e-01,1.549140127436510816e+01,0.000000000000000000e+00,1.549140127436510816e+01,-2.867116138834955863e-01,5.728346442153842144e-01,-2.065603034842021568e+00,7.147189412257625163e-01,2.181312222815366339e-02,9.789383350589302427e+04,6.193487839094755998e+01
2.985294117647058765e-01,-2.231994898596889598e+00,1.669239697456265148e+01,1.329248089149125123e-01,6.323363395986512536e+00,3.021401989225936391e-01,4.950390961762676789e-02,5.604098081024851963e-01,1.699867274970874220e+01,0.000000000000000000e+00,1.699867274970874220e+01,-3.062757751460892797e-01,5.410802367797434842e-01,-2.231994898596889598e+00,7.126956012491176828e-01,2.101378933436253219e-02,1.064361504431146459e+05,4.922220656634828515e+02
3.250000000000000111e-01,-2.395792762163639456e+00,1.818532798055687039e+01,1.309888208245384156e-01,6.282772191237387283e+00,3.538320013340225945e-01,5.689613152402726859e-02,6.022923513775879645e-01,1.850594422505237446e+01,0.000000000000000000e+00,1.850594422505237446e+01,-3.206162444955048541e-01,4.960380296000843070e-01,-2.395792762163639456e+00,7.099666380023703649e-01,2.020132026078609935e-02,1.148304101987441391e+05,5.189093797007795956e+02
3.514705882352941457e-01,-2.555325460218826894e+00,1.968243311723480815e+01,1.291055856894726406e-01,6.239158464792255110e+00,4.088468929159061460e-01,6.453452741881063326e-02,6.428845701859917661e-01,2.001321570039601028e+01,0.000000000000000000e+00,2.001321570039601028e+01,-3.307825831612022371e-01,4.404941846880148781e-01,-2.555325460218826894e+00,7.070913343662279527e-01,1.941310266902935774e-02,1.230679586854109657e+05,1.020000000000000000e+02
3.779411764705882804e-01,-2.709774809286746855e+00,2.118270852808142024e+01,1.272328735350939377e-01,6.194941815965854914e+00,4.670681237392085294e-01,7.236893251447922004e-02,6.822970166578294915e-01,2.152048717573964254e+01,0.000000000000000000e+00,2.152048717573964254e+01,-3.377786476582237407e-01,3.762382404910962208e-01,-2.709774809286746855e+00,7.042404673668769544e-01,1.865811303018009501e-02,1.311414571001581207e+05,8.700000000000000000e+01
4.044117647058823595e-01,-2.858580132336817403e+00,2.268531396652770482e+01,1.253494935479009531e-01,6.151336388936265998e+00,5.283187401056933519e-01,8.033609533902245914e-02,7.205308516161225141e-01,2.302775865108327125e+01,0.000000000000000000e+00,2.302775865108327125e+01,-3.424446845555673691e-01,3.041678687958713767e-01,-2.858580132336817403e+00,7.014304048663341229e-01,1.792854707123401475e-02,1.390450406269240484e+05,3.000000000000000000e+00
4.308823529411764386e-01,-3.001550947131502500e+00,2.418961265532960070e+01,1.234532724526050257e-01,6.108466703205243320e+00,5.924249579783976705e-01,8.838623626405864298e-02,7.575919155582673259e-01,2.453503012642690351e+01,0.000000000000000000e+00,2.453503012642690351e+01,-3.454174710973027529e-01,2.245759577766810178e-01,-3.001550947131502500e+00,6.986698978951988437e-01,1.722451127754174097e-02,1.467745673668326926e+05,3.000000000000000000e+00
