r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
2.943181818181818121e-01,-1.853132358028588555e+00,1.199193741874981889e+01,1.533187822137231926e-01,5.064318068370553760e+00,1.748413795414773264e-01,2.934987623150495106e-02,5.830450164210407848e-01,1.232837117090540069e+01,0.000000000000000000e+00,1.232837117090540247e+01,5.056722392121730802e-01,9.653023131213264718e-02,-1.853132358028588555e+00,1.027545445469644214e+00,1.335506794357816350e-02,0.000000000000000000e+00
3.147727272727273151e-01,-1.960954949865936214e+00,1.283925698752559796e+01,1.515599582536552858e-01,5.037184281444744727e+00,1.984923600480811290e-01,3.295549869899411233e-02,6.182143378557305446e-01,1.318516916733898192e+01,0.000000000000000000e+00,1.318516916733898192e+01,4.906446894416196525e-01,1.161511367368746050e-01,-1.960954949865936214e+00,1.025374742515579474e+00,1.329808699103396386e-02,0.000000000000000000e+00
3.352272727272727071e-01,-2.066862568043061010e+00,1.368874182873597967e+01,1.498579818242602169e-01,5.006793370935641363e+00,2.233873341625174647e-01,3.669097686139709269e-02,6.525567428002970738e-01,1.404196716377255960e+01,0.000000000000000000e+00,1.404196716377255783e+01,4.702359189881198942e-01,1.363786501255082051e-01,-2.066862568043061010e+00,1.022943469674851391e+00,1.323426607896484829e-02,0.000000000000000000e+00
3.556818181818182101e-01,-2.169915505349179874e+00,1.453994849952922586e+01,1.481448118690915361e-01,4.977043802211237988e+00,2.494639396490548056e-01,4.053389263831375794e-02,6.860534861046921895e-01,1.489876516020614261e+01,0.000000000000000000e+00,1.489876516020614439e+01,4.450677258943220860e-01,1.573658199103797894e-01,-2.169915505349179874e+00,1.020301803522107198e+00,1.319474818243236182e-02,0.000000000000000000e+00
3.761363636363636576e-01,-2.270363366131954663e+00,1.539251729819587311e+01,1.464419735491101215e-01,4.946702274395134324e+00,2.766751272048676435e-01,4.447253034992440512e-02,7.187268987919059882e-01,1.575556315663972029e+01,0.000000000000000000e+00,1.575556315663972207e+01,4.155667523008054198e-01,1.792816718943397447e-01,-2.270363366131954663e+00,1.017528587879715340e+00,1.316137250183464780e-02,0.000000000000000000e+00
3.965909090909091050e-01,-2.368279019820009879e+00,1.624616571997833958e+01,1.447550303351854417e-01,4.915450024087068215e+00,3.049721660258827849e-01,4.849414408030281592e-02,7.505907679655988707e-01,1.661236115307330152e+01,0.000000000000000000e+00,1.661236115307330152e+01,3.820179576065020899e-01,2.022878930873931447e-01,-2.368279019820009879e+00,1.014672132201557941e+00,1.312699502649577674e-02,0.000000000000000000e+00
4.170454545454545525e-01,-2.463594874143652191e+00,1.710067550532617631e+01,1.430797551788742517e-01,4.883529243322630720e+00,3.343027846553091598e-01,5.258488937785216893e-02,7.816478828549009439e-01,1.746915914950687920e+01,0.000000000000000000e+00,1.746915914950687920e+01,3.446098890405219217e-01,2.265276501164554257e-01,-2.463594874143652191e+00,1.011754572839688393e+00,1.309188216765489431e-02,0.000000000000000000e+00
4.375000000000000000e-01,-2.556266563586732765e+00,1.795587869649654422e+01,1.414135146795818532e-01,4.851090814841670706e+00,3.646148279526065239e-01,5.673147620911945382e-02,8.119002638485616208e-01,1.832595714594046044e+01,0.000000000000000000e+00,1.832595714594046044e+01,3.034680124861265371e-01,2.521224461161439279e-01,-2.556266563586732765e+00,1.008789700476528717e+00,1.305619989632583917e-02,0.000000000000000000e+00
4.579545454545454475e-01,-2.646257976712193205e+00,1.881164515910194268e+01,1.397542447235227414e-01,4.818253003652529287e+00,3.958572121738263561e-01,6.092110395765252401e-02,8.413514309861780394e-01,1.918275514237404167e+01,0.000000000000000000e+00,1.918275514237404167e+01,2.586771104122050913e-01,2.791735981525242383e-01,-2.646257976712193205e+00,1.005788324533841260e+00,1.302007830401778234e-02,0.000000000000000000e+00
4.784090909090908950e-01,-2.733534489465031747e+00,1.966787237990838477e+01,1.381000775290153748e-01,4.785122825762611498e+00,4.279803174909249663e-01,6.514141151977034805e-02,8.700069790114528523e-01,2.003955313880761935e+01,0.000000000000000000e+00,2.003955313880761935e+01,2.102952960611011168e-01,3.077659266159628038e-01,-2.733534489465031747e+00,1.002760226274702626e+00,1.298363510833887291e-02,0.000000000000000000e+00
4.988636363636363424e-01,-2.818059878259525419e+00,2.052447752185065966e+01,1.364492169786799547e-01,4.751803191117289771e+00,4.609361256124023254e-01,6.938043732882911985e-02,8.978745194888402281e-01,2.089635113524120058e+01,0.000000000000000000e+00,2.089635113524120058e+01,1.583622770519397260e-01,3.379721583056733980e-01,-2.818059878259525419e+00,9.997148116681202623e-01,1.294698351022901921e-02,0.000000000000000000e+00
5.193181818181817899e-01,-2.899795079371182638e+00,2.138139135707500671e+01,1.347999128060465013e-01,4.718394382598314785e+00,4.946782242109156735e-01,7.362658718061072805e-02,9.249633828997497753e-01,2.175314913167477826e+01,0.000000000000000000e+00,2.175314913167477826e+01,1.029040382214481963e-01,3.698572283091774437e-01,-2.899795079371182638e+00,9.966612465694859591e-01,1.291023382085814721e-02,0.000000000000000000e+00
5.397727272727272929e-01,-2.978697935993873891e+00,2.223855359395117404e+01,1.331504732263595614e-01,4.684993332332023641e+00,5.291617292740747880e-01,7.786860811488405254e-02,9.512842364635284431e-01,2.260994712810835949e+01,0.000000000000000000e+00,2.260994712810836305e+01,4.393555424499796108e-02,4.034821097715341476e-01,-2.978697935993873891e+00,9.936083905751469381e-01,1.287349266556522646e-02,0.000000000000000000e+00
5.602272727272727959e-01,-3.054723611257005089e+00,2.309590912012586372e+01,1.314992958747613905e-01,4.651691849062003392e+00,5.643431298727773493e-01,8.209556736259308873e-02,9.768486525371290474e-01,2.346674512454194073e+01,0.000000000000000000e+00,2.346674512454194428e+01,-1.853730687489732812e-02,4.389070530639315182e-01,-3.054723611257005089e+00,9.905646350042670578e-01,1.283686103396820474e-02,0.000000000000000000e+00
5.806818181818181879e-01,-3.127825747586661542e+00,2.395340470697357915e+01,1.298449187282749440e-01,4.618573700534387427e+00,6.001800130495937857e-01,8.629683689817745085e-02,1.001668578833750933e+00,2.432354312097552196e+01,0.000000000000000000e+00,2.432354312097552196e+01,-8.451581545099015602e-02,4.761942547242956625e-01,-3.127825747586661542e+00,9.875376362288430521e-01,1.280043107058782652e-02,0.000000000000000000e+00
6.011363636363635798e-01,-3.197958928970937365e+00,2.481098570210978949e+01,1.281861109597208781e-01,4.585709407951862104e+00,6.366305547670284559e-01,9.046208723374013494e-02,1.025755564963032551e+00,2.518034111740909964e+01,0.000000000000000000e+00,2.518034111740909609e+01,-1.540056219891628997e-01,5.154100842115622028e-01,-3.197958928970937365e+00,9.845338398868002106e-01,1.276428034874704971e-02,0.000000000000000000e+00
6.215909090909090828e-01,-3.265084022009423492e+00,2.566859212900122600e+01,1.265220577696547222e-01,4.553145655883747089e+00,6.736524975735174170e-01,9.458130225624727938e-02,1.049119390189971135e+00,2.603713911384268087e+01,0.000000000000000000e+00,2.603713911384268087e+01,-2.270125413466890230e-01,5.566271536704098244e-01,-3.265084022009423492e+00,9.815575129477744909e-01,1.272846022147212236e-02,0.000000000000000000e+00
6.420454545454545858e-01,-3.329181994348768825e+00,2.652615336172966920e+01,1.248528296414406769e-01,4.520878405930748301e+00,7.112007143874561343e-01,9.864486092214978796e-02,1.071764909474707927e+00,2.689393711027626210e+01,0.000000000000000000e+00,2.689393711027625855e+01,-3.035362298114726576e-01,5.999268164443425366e-01,-3.329181994348768825e+00,9.786082863020704181e-01,1.269296624652382389e-02,0.000000000000000000e+00
6.624999999999999778e-01,-3.389916431551076137e+00,2.738358007094729629e+01,1.231671396140566754e-01,4.489554353322958491e+00,7.492158511296846957e-01,1.026363239045650771e-01,1.093677042009475908e+00,2.775073510670983623e+01,0.000000000000000000e+00,2.775073510670983978e+01,-3.835611798493179792e-01,6.454032679003560702e-01,-3.389916431551076137e+00,9.756700592376437164e-01,1.266206130852544874e-02,0.000000000000000000e+00
6.829545454545453698e-01,-3.446944614494054981e+00,2.824075125874313841e+01,1.214549469849983132e-01,4.459748787937225067e+00,7.876379462947296073e-01,1.065390225627425580e-01,1.114843186323983382e+00,2.860753310314341391e+01,0.000000000000000000e+00,2.860753310314341746e+01,-4.670447705373823588e-01,6.931716171901046719e-01,-3.446944614494054981e+00,9.727312304906103879e-01,1.263940907883229214e-02,0.000000000000000000e+00
7.034090909090908728e-01,-3.500845677090577368e+00,2.909749235071484819e+01,1.197387952700164765e-01,4.430170061465635634e+00,8.264355260906228740e-01,1.103564008581671141e-01,1.135292590404298974e+00,2.946433109957699870e+01,0.000000000000000000e+00,2.946433109957699870e+01,-5.539028625025401720e-01,7.433848675802428030e-01,-3.500845677090577368e+00,9.698147680605117005e-01,1.261692924671388438e-02,0.000000000000000000e+00
7.238636363636363757e-01,-3.551610490507670193e+00,2.995353619401148393e+01,1.180196368245034766e-01,4.400763607963616764e+00,8.655477102297720604e-01,1.140789643495344202e-01,1.155016668807116842e+00,3.032112909601058348e+01,0.000000000000000000e+00,3.032112909601058348e+01,-6.439946623855521413e-01,7.962702135277324178e-01,-3.551610490507670193e+00,9.669152917452126239e-01,1.259458034205234930e-02,0.000000000000000000e+00
7.443181818181817677e-01,-3.599291062064395419e+00,3.080844961391640879e+01,1.163008391889146786e-01,4.371336481575732513e+00,9.048899818335589540e-01,1.176970071914931470e-01,1.173984107113775099e+00,3.117792709244416116e+01,0.000000000000000000e+00,3.117792709244416471e+01,-7.371104413891413909e-01,8.522067551335130720e-01,-3.599291062064395419e+00,9.640137770833672182e-01,1.257221572599755664e-02,0.000000000000000000e+00
7.647727272727272707e-01,-3.643975948176711555e+00,3.166148600419077752e+01,1.145875818950631286e-01,4.341591916989244737e+00,9.443450169134923744e-01,1.211995434108537467e-01,1.192138313395721960e+00,3.203472508887774239e+01,0.000000000000000000e+00,3.203472508887774239e+01,-8.329687909848894067e-01,9.118941277338996620e-01,-3.643975948176711555e+00,9.610809630151395666e-01,1.254960985691182598e-02,0.000000000000000000e+00
7.852272727272726627e-01,-3.685711794854212187e+00,3.251126382047372942e+01,1.128852671186915402e-01,4.311220392333908080e+00,9.837487652790823933e-01,1.245715632437947862e-01,1.209396270991571543e+00,3.289152308531131297e+01,0.000000000000000000e+00,3.289152308531132007e+01,-9.312358160237803606e-01,9.767348268920155174e-01,-3.685711794854212187e+00,9.580863306841232996e-01,1.252652749817377044e-02,0.000000000000000000e+00
8.056818181818181657e-01,-3.724237513973886138e+00,3.335498022009853969e+01,1.111940660505002926e-01,4.280212099105096257e+00,1.022872031906863377e+00,1.277863193533871899e-01,1.225659933050214478e+00,3.374832108174489775e+01,0.000000000000000000e+00,3.374832108174489775e+01,-1.031593246697990907e+00,1.049781543384889382e+00,-3.724237513973886138e+00,9.550289129717625114e-01,1.250296119531987306e-02,0.000000000000000000e+00
8.261363636363636687e-01,-3.758098973736968773e+00,3.418614795460710809e+01,1.094908177290941365e-01,4.249894062640224845e+00,1.061393837388161732e+00,1.307813761889396187e-01,1.240871350351946178e+00,3.460511907817848254e+01,0.000000000000000000e+00,3.460511907817848254e+01,-1.133942918724086812e+00,1.138468431324251018e+00,-3.758098973736968773e+00,9.520395545763261635e-01,1.247991948760657221e-02,0.000000000000000000e+00
8.465909090909090606e-01,-3.781297100435315528e+00,3.498628485212998385e+01,1.076615063020029822e-01,4.226798910083415350e+00,1.098830786641130208e+00,1.333685026217863168e-01,1.255230289008868017e+00,3.546191707461206022e+01,0.000000000000000000e+00,3.546191707461206022e+01,-1.239177598127636060e+00,1.264652303223323226e+00,-3.781297100435315528e+00,9.497623725342247969e-01,1.246236717166339554e-02,0.000000000000000000e+00
8.670454545454544526e-01,-3.765699097079338031e+00,3.567905397733029815e+01,1.051543907458108301e-01,4.242539073460634746e+00,1.133990277277853620e+00,1.347417089851033201e-01,1.270198348848445846e+00,3.631871507104563790e+01,0.000000000000000000e+00,3.631871507104563079e+01,-1.353190137021590411e+00,1.519881699167521250e+00,-3.765699097079338031e+00,9.513143526432186192e-01,1.247432969583008380e-02,0.000000000000000000e+00
8.874999999999999556e-01,-3.450197567285055555e+00,3.550980719820083920e+01,9.685779281989299883e-02,4.589992142188532576e+00,1.151465173784394613e+00,1.269664727959835537e-01,1.295758224273831694e+00,3.717551306747922268e+01,0.000000000000000000e+00,3.717551306747921558e+01,-1.452339879975026449e+00,2.761900284695635754e+00,-3.450197567285055555e+00,9.849252817960318929e-01,1.276899135640738661e-02,0.000000000000000000e+00
9.079545454545454586e-01,-3.728804288451714299e+00,4.016855987750057011e+01,9.256365449257514255e-02,4.708121168245027910e+00,1.475283855404658340e+00,1.562482520259219354e-01,1.467526582091828846e+00,3.803231106391280036e+01,0.000000000000000000e+00,3.803231106391280036e+01,-3.872946731952761290e+00,-2.306808169118195195e-01,-3.728804288451714299e+00,9.957222747775955618e-01,1.289893328506953180e-02,0.000000000000000000e+00
9.284090909090908506e-01,-2.961485934331792080e+00,4.006064061672589816e+01,7.379085184242407947e-02,5.655816552986503432e+00,1.558764105634192321e+00,1.377258409847755549e-01,1.554522901095356957e+00,3.888910906034637804e+01,0.000000000000000000e+00,3.888910906034637804e+01,-2.948858094925483453e+00,3.497558960275242157e-01,-2.961485934331792080e+00,1.069224765020808876e+00,1.532955256030822319e-02,0.000000000000000000e+00
9.488636363636363535e-01,-6.728661659049205213e+00,5.956396192611798313e+01,1.124884370641768133e-01,3.310701265688059003e+00,2.740302664144104838e+00,3.483107665027858624e-01,1.838965283810487072e+00,3.974590705677995572e+01,0.000000000000000000e+00,3.974590705677996283e+01,-1.207181876604264303e+01,-1.591425081307106382e+01,-6.728661659049205213e+00,8.556964744160718839e-01,1.192942440502017983e-02,0.000000000000000000e+00
9.693181818181817455e-01,-1.374571487171036210e+01,9.245082668288591776e+01,1.476000777416120457e-01,1.171045466346971153e+00,4.606508547471036330e+00,7.856855152866535352e-01,1.994872482375227518e+00,4.060270505321354051e+01,0.000000000000000000e+00,4.060270505321354051e+01,-2.669969909764235894e+01,-4.445397549842979856e+01,-1.374571487171036210e+01,6.010200924904941511e-01,1.282421453884569594e-02,0.000000000000000000e+00
9.897727272727272485e-01,-4.868591521853444348e+00,3.944964865992760394e+01,1.227919069812372782e-01,2.464541971612114857e+00,1.056336118409605174e+00,1.473317445599995890e-01,1.070730523029544301e+00,4.145950304964711819e+01,0.000000000000000000e+00,4.145950304964711819e+01,-7.695810997258012431e-01,2.765097800962962538e+00,-4.868591521853444348e+00,7.659081435240380209e-01,1.209347405078739675e-02,0.000000000000000000e+00
3.362088392280206811e-02,-6.034438914406347010e+01,3.514572334216595983e+00,1.512620140037429950e+00,5.000000000000000000e+00,3.246819445872232701e-01,3.251713418371824926e-01,6.069707203221301750e-01,4.344150435447168235e+01,-4.329621034038484595e+01,3.549995878974282260e+00,1.704817880367862770e+01,-4.008603948077320567e+00,-3.542354475768705324e-02,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-4.355059197333407184e+01,3.506398591407563270e+00,1.490456401116864615e+00,5.000000000000000000e+00,1.559195113423031132e-01,1.562444943545661935e-01,4.227716277561500147e-01,4.380415133591148447e+01,-4.359281729988260423e+01,4.297668451438726223e+00,-4.222532654853417000e-02,-3.551631844652345382e+00,-7.912698600311628416e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-4.551058259876761269e+01,3.911456688271676363e+00,1.485060922689714458e+00,5.000000000000000000e+00,1.561298199968256528e-01,1.564772245494300551e-01,4.253177404989795796e-01,4.416103833252960698e+01,-4.387581224234459398e+01,5.011028505374278019e+00,1.634770356423018711e+00,-3.166832343744145017e+00,-1.099571817102601434e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-4.497211005048342969e+01,4.464827054625000180e+00,1.471840685054849773e+00,5.000000000000000000e+00,1.391863061809334723e-01,1.395441193896814203e-01,4.042983708403924403e-01,4.451003274199383242e+01,-4.414491983472576919e+01,5.689381994469897563e+00,8.271902157576604964e-01,-2.902105431121175805e+00,-1.224554939844897383e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.996901455237002576e-02,-4.515530094798322835e+01,5.051565836518545183e+00,1.459388608434725620e+00,5.000000000000000000e+00,1.274102049956380156e-01,1.277793447138100003e-01,3.898882692922572835e-01,4.484912804100577688e+01,-4.439987825534051780e+01,6.332068931200185880e+00,7.554226926427105582e-01,-2.710384450034097448e+00,-1.280503094681640697e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-4.531385988299766154e+01,5.627815872463819424e+00,1.447232699323852456e+00,5.000000000000000000e+00,1.157976694253512601e-01,1.161701874119186045e-01,3.751459425395969882e-01,4.517644427403168095e+01,-4.464043944859567858e+01,6.938464028944223649e+00,6.734204344019865118e-01,-2.554396347294090930e+00,-1.310648156480403781e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-4.553223924142918122e+01,6.175475616459968009e+00,1.435990263739136852e+00,5.000000000000000000e+00,1.047968917283674528e-01,1.051651077797529366e-01,3.607268214645592552e-01,4.549022777925608807e+01,-4.486636936633024675e+01,7.507977310343007638e+00,6.658698750989326953e-01,-2.410772554267801571e+00,-1.332501693883039628e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-4.579302753584661900e+01,6.686385982363369784e+00,1.425807722859737670e+00,5.000000000000000000e+00,9.427598240378239070e-02,9.463264247104362370e-02,3.464151794861567435e-01,4.578885033606714217e+01,-4.507744819552682003e+01,8.040054681303592687e+00,7.155793403198025260e-01,-2.263231311704124504e+00,-1.353668698940221571e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.600697964026328890e+01,7.158186898278382948e+00,1.416444749397844260e+00,5.000000000000000000e+00,8.388717759016658948e-02,8.422539044277962961e-02,3.315241904820415142e-01,4.607080789186150582e+01,-4.527347057217325954e+01,8.534178470091321245e+00,7.335090680900293592e-01,-2.096904738447683769e+00,-1.375991571812937408e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-4.667334528190869491e+01,7.595866928528097972e+00,1.409465455947204848e+00,5.000000000000000000e+00,7.531701819835094625e-02,7.563467416605638982e-02,3.194331510625642578e-01,4.633471900143774036e+01,-4.545424578106673152e+01,8.989867930986113365e+00,1.219099500841965167e+00,-1.894507963991080679e+00,-1.394001002458014726e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-4.566933491487194630e+01,8.019754575630596349e+00,1.396963889063313369e+00,5.000000000000000000e+00,6.222395927148948597e-02,6.250717794691409979e-02,2.962924344544463073e-01,4.657932309014597649e+01,-4.561959794136532764e+01,9.406679712012234518e+00,4.973697350662042993e-02,-1.635199449080912970e+00,-1.386925136381639057e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-5.193382678205551883e+01,8.479736463727729046e+00,1.408944935313660718e+00,5.000000000000000000e+00,6.820070709874673232e-02,6.848929584899146605e-02,3.170373552826826202e-01,4.680347863245295059e+01,-4.576936617770707727e+01,9.784208286286796508e+00,6.164460604348439787e+00,-1.306444819331067153e+00,-1.304471822559067018e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.411818624075387163e+01,9.059118876523481134e+00,1.311263189939531726e+00,5.000000000000000000e+00,2.505902653955844467e-02,2.523168921021764349e-02,1.997901948946302630e-01,4.700616132065734121e+01,-4.590340477672976505e+01,1.012208634656737161e+01,-1.178521853597589342e+01,-9.419463630769353557e-01,-1.062967470043889362e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-8.948462056413532650e+01,9.799694604781322482e+00,1.461718385798929098e+00,5.000000000000000000e+00,1.372778163875081614e-01,1.376671487689880291e-01,4.766152763791910441e-01,4.718646228403215304e+01,-4.602158332883911385e+01,1.041998516261450192e+01,4.346303723529621976e+01,-6.795742430621221075e-01,-6.202905578331812109e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
3.362088392280206811e-02,-4.394627361960595380e+01,1.569875724382492166e+01,1.227698535657761658e+00,5.000000000000000000e+00,1.818398973360745019e-01,1.835275523989320090e-01,4.685944233460216934e-01,4.063496008781522306e+01,-4.047959375534297521e+01,3.549995878974276931e+00,3.466679864262979471e+00,-1.023835706166267734e+00,-1.214876136485064606e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-7.010958264827986852e+01,7.211844702984849675e+01,7.712748515838255825e-01,5.000000000000000000e+00,5.707386194063179818e-01,5.861259081496191792e-01,9.732450299960189177e-01,4.041215636356915297e+01,-4.018298679584521693e+01,4.297668451438720894e+00,2.992659585243465159e+01,-1.737525511367100872e+00,-6.782077857840977231e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-2.496010474523528799e+01,1.068750746428306009e+01,1.166232236207896511e+00,5.000000000000000000e+00,5.067368394392963299e-02,5.123792449870701732e-02,2.528159006394762875e-01,4.021342756569901411e+01,-3.989999185338322718e+01,5.011028505374284236e+00,-1.493988710814793919e+01,-2.346710207433596374e+00,-5.676478958908774075e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-3.909612772367462696e+01,1.336539068285324916e+01,1.241391766191555002e+00,5.000000000000000000e+00,1.102763663344647621e-01,1.112556194639293256e-01,3.696269033113912528e-01,4.003718340228166284e+01,-3.963088426100205197e+01,5.689381994469892234e+00,-5.347565373274285605e-01,-2.561060760980420348e+00,-7.676008688383356926e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.996901455237002576e-02,-4.613253343104894810e+01,2.734352682801409884e+01,1.035749344166583930e+00,5.000000000000000000e+00,1.526743214039771868e-01,1.550325999734176730e-01,4.601675438177926236e-01,3.988180829321999710e+01,-3.937592584038731047e+01,6.332068931200169004e+00,6.756607590661639406e+00,-2.665627858852707810e+00,-2.101145789681392984e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
6.571199000576669058e-02,-3.426783685964284132e+01,6.656425480031399999e+00,1.378938540514058397e+00,5.000000000000000000e+00,6.688606011360638537e-02,6.722289944078653490e-02,2.867969996083907236e-01,3.974567962867099880e+01,-3.913536464713214258e+01,6.938464028944206774e+00,-4.867527787489304814e+00,-2.719662679934966576e+00,2.820385489128067746e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.110566948573709967e-02,-3.996538294552614445e+01,1.032956043200402974e+01,1.317868773562355322e+00,5.000000000000000000e+00,8.250319057798639888e-02,8.305649362996787854e-02,3.240614378342628332e-01,3.962718554545446636e+01,-3.890943472939757442e+01,7.507977310343002308e+00,1.055948216128570039e+00,-2.727640283287031231e+00,-2.821583121661028315e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
7.614480534303946779e-02,-3.738722386984959911e+01,1.221873076759292331e+01,1.254923090173178490e+00,5.000000000000000000e+00,6.526580773244991529e-02,6.581975490987361510e-02,2.944259799114602449e-01,3.952474198090322233e+01,-3.869835590020100824e+01,8.040054681303576700e+00,-1.311132030351407352e+00,-2.757106009464629803e+00,-4.178676086289346614e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.082449487302492686e-02,-4.232575962547498705e+01,1.885936190758968323e+01,1.151627107730447852e+00,5.000000000000000000e+00,7.651643887565798274e-02,7.740324156358163732e-02,3.299348214686747549e-01,3.943680880748851081e+01,-3.850233352355456162e+01,8.534178470091305257e+00,3.823426101920427200e+00,-2.830858164804734844e+00,-1.032518343749838152e+01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.514018508560479426e-02,-3.595195985388136961e+01,1.058099628175320817e+01,1.284568496607291443e+00,5.000000000000000000e+00,4.590091253198567978e-02,4.625160124851207533e-02,2.531602695729384678e-01,3.936190489649278845e+01,-3.832155831466108964e+01,8.989867930986108036e+00,-2.369598460779718252e+00,-2.932923742398145350e+00,-1.591128350767100130e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
8.908767713497148244e-02,-3.896271506999570278e+01,1.247020031052701761e+01,1.261043758728225050e+00,5.000000000000000000e+00,4.674922377814713648e-02,4.713776782097531259e-02,2.614126319070090299e-01,3.929862200254091675e+01,-3.815620615436250063e+01,9.406679712012216754e+00,8.065089156332021503e-01,-3.074169323797242281e+00,-3.063520598514802629e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.266313040476339968e-02,-4.099329869313510244e+01,1.366343163799080429e+01,1.249067755024207527e+00,5.000000000000000000e+00,4.410809114097472700e-02,4.448993126612253018e-02,2.603365732977728220e-01,3.924563740093678632e+01,-3.800643791802074389e+01,9.784208286286791179e+00,2.986860775114362099e+00,-3.281069897637865829e+00,-3.879223351704014888e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.586306624469925763e-02,-3.074863363219251511e+01,1.507853412220736899e+01,1.114873790329456771e+00,5.000000000000000000e+00,2.184615657630674390e-02,2.212496859727898849e-02,1.938268842035091311e-01,3.920172524500688382e+01,-3.787239931899805612e+01,1.012208634656736628e+01,-7.123765686805541009e+00,-3.533241218304825182e+00,-4.956447775640002718e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
9.868437135504615210e-02,-7.117605737485533268e+01,1.751130216357807612e+01,1.329559507895873072e+00,5.000000000000000000e+00,8.875150190701325270e-02,8.931798196862184014e-02,3.880843876096058409e-01,3.916576664006561259e+01,-3.775422076688870732e+01,1.041998516261448593e+01,3.342183660796663247e+01,-3.718816943729338131e+00,-7.091317000963593742e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
3.362088392280206811e-02,-6.034438914406297272e+01,3.514572334216408134e+00,1.512620140037432392e+00,5.000000000000000000e+00,3.246819445872178855e-01,3.251713418371771080e-01,6.069707203221251790e-01,4.344150435447168235e+01,-4.329621034038484595e+01,3.549995878974286256e+00,-5.052536549093661122e+00,1.676845790628323485e+01,-3.542354475787901080e-02,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.070185348673092951e-02,-4.355059197333414289e+01,3.506398591407415388e+00,1.490456401116868168e+00,5.000000000000000000e+00,1.559195113423035850e-01,1.562444943545666654e-01,4.227716277561505698e-01,4.380415133591148447e+01,-4.359281729988259713e+01,4.297668451438727111e+00,3.096916065632990822e+00,1.739247716852138304e+00,-7.912698600313115005e-01,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
4.745786008115579491e-02,-4.551058259876759848e+01,3.911456688271552906e+00,1.485060922689717122e+00,5.000000000000000000e+00,1.561298199968255140e-01,1.564772245494299163e-01,4.253177404989794130e-01,4.416103833252961408e+01,-4.387581224234459398e+01,5.011028505374289566e+00,1.925172080997151980e+00,2.999168829888139598e+00,-1.099571817102736659e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
5.388233061380921785e-02,-4.497211005048348653e+01,4.464827054624885605e+00,1.471840685054852438e+00,5.000000000000000000e+00,1.391863061809337776e-01,1.395441193896817256e-01,4.042983708403929954e-01,4.451003274199383242e+01,-4.414491983472576919e+01,5.689381994469899340e+00,2.099701919932897454e+00,2.167420456168709819e+00,-1.224554939845013735e+00,1.022399999999999975e+00,1.322000000000000085e-02,0.000000000000000000e+00
