r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.132352941176470590e-01,-1.698482788496914697e+00,9.374422789161641845e+00,1.792382388674576554e-01,4.730405385536963436e+00,7.234566799339217646e-02,1.692073745385263422e-02,2.401956889026166109e-01,9.486377816722120215e+00,0.000000000000000000e+00,9.486377816722120215e+00,-1.119550275604775519e-01,5.064907696773616186e-01,-1.698482788496914697e+00,5.042394772712595064e-01,2.549539387499715620e-02,6.447864078011710080e+04,1.937236529369520213e+02
1.397058823529411797e-01,-1.940844710004218321e+00,1.153691721402918624e+01,1.666684552996759994e-01,5.208176690939504638e+00,1.370362481036727642e-01,2.738534001816376670e-02,3.682020359417813582e-01,1.170397263102079854e+01,0.000000000000000000e+00,1.170397263102079854e+01,-1.670554169916119158e-01,6.204944366887298335e-01,-1.940844710004218321e+00,6.294572971252574423e-01,1.925062758289382628e-02,7.917852780509597505e+04,1.564271651430923171e+01
1.661764705882353144e-01,-2.121517878045725780e+00,1.369443175189531559e+01,1.536965010617109273e-01,5.708990678387502626e+00,2.040602050464224992e-01,3.783850672057194331e-02,4.616518798485707009e-01,1.392156744531947865e+01,0.000000000000000000e+00,1.392156744531947865e+01,-2.271356934241633707e-01,7.178993586249597936e-01,-2.121517878045725780e+00,6.662706440495583804e-01,1.976019339893931095e-02,9.378889933732459031e+04,4.813782929200041849e+01
1.926470588235293935e-01,-2.352463055654874680e+00,1.585171423529336110e+01,1.473290275899175605e-01,5.831395792058534866e+00,2.772808094796661016e-01,4.920590387950418004e-02,5.417167716724642368e-01,1.613916225961815343e+01,0.000000000000000000e+00,1.613916225961815343e+01,-2.874480243247930500e-01,7.837016648775492200e-01,-2.352463055654874680e+00,6.760760142808102113e-01,1.913895387625207806e-02,1.084586670714495849e+05,7.833961588475114590e-01
2.191176470588235281e-01,-2.604302834414422563e+00,1.801452487146413262e+01,1.435721498322362899e-01,5.804224789296002385e+00,3.573961050818055263e-01,6.144435623189588996e-02,6.141951918624707352e-01,1.835675707391683176e+01,0.000000000000000000e+00,1.835675707391683176e+01,-3.422322024526990303e-01,8.097215819472761700e-01,-2.604302834414422563e+00,6.748730496728606587e-01,1.801374040501795698e-02,1.231889735051512689e+05,9.555074981166561399e-02
2.455882352941176350e-01,-2.863088600853104460e+00,2.018719273287704041e+01,1.408873507382795986e-01,5.715628203796024209e+00,4.449549973452955887e-01,7.449614480630929736e-02,6.821553444636920815e-01,2.057435188821550653e+01,0.000000000000000000e+00,2.057435188821550653e+01,-3.871591553384672313e-01,7.982421962669572491e-01,-2.863088600853104460e+00,6.691335541448818480e-01,1.673055228620204046e-02,1.379932957245691796e+05,1.061363267387489486e+03
2.720588235294117418e-01,-3.121498343095529648e+00,2.237081467216949093e+01,1.386392688032964948e-01,5.602009568245916782e+00,5.403569808324457657e-01,8.847686714180262590e-02,7.473698933681477419e-01,2.279194670251418486e+01,0.000000000000000000e+00,2.279194670251418486e+01,-4.211320303446955959e-01,7.573354751041168065e-01,-3.121498343095529648e+00,6.617540400372333709e-01,1.565893768787931031e-02,1.528714930129967106e+05,1.792446779610745864e+02
2.985294117647058765e-01,-3.375825703620289886e+00,2.456401894929328478e+01,1.365741642310874526e-01,5.477907102062421707e+00,6.436734455171738700e-01,1.035145388205207517e-01,8.106519078127856215e-01,2.500954151681286319e+01,0.000000000000000000e+00,2.500954151681286319e+01,-4.455225675195784718e-01,6.948175089067583077e-01,-3.375825703620289886e+00,6.538859219050114913e-01,1.496285096223836861e-02,1.678108091447711922e+05,1.240607945348564044e+03
3.250000000000000111e-01,-3.622086843963884029e+00,2.676459360017217293e+01,1.345140690323470278e-01,5.353517619921169590e+00,7.545928278861206984e-01,1.191736086145155360e-01,8.720768593557290949e-01,2.722713633111154152e+01,0.000000000000000000e+00,2.722713633111154152e+01,-4.625427309393682629e-01,6.157721539559039003e-01,-3.622086843963884029e+00,6.457778264484530517e-01,1.428900333455753943e-02,1.827928243295137363e+05,1.310481154227776415e+03
3.514705882352941457e-01,-3.859185865119082237e+00,2.897050161551149117e+01,1.324312108989544323e-01,5.230432357864820858e+00,8.726086521045062216e-01,1.353166099054985416e-01,9.315468093726267940e-01,2.944473114541022341e+01,0.000000000000000000e+00,2.944473114541022341e+01,-4.742295298987335705e-01,5.227904483172023387e-01,-3.859185865119082237e+00,6.374691107440872972e-01,1.365334390551483160e-02,1.978030786511076731e+05,1.020000000000000000e+02
