r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.091836734693877597e-01,-1.243958946143559841e+00,4.576737270378131939e+00,2.653891265354851869e-01,-2.056768791466652146e-01,1.047107678730932294e-02,3.139263757025105139e-03,1.024047491742139243e-01,4.573475019511672457e+00,0.000000000000000000e+00,4.573475019511672457e+00,3.262250866459517808e-03,1.698078446335192504e-01,-1.243958946143559841e+00,4.318343199261015508e-01,1.118149348047359735e-02,3.209892239865216834e+04,7.936791103176435058e+01
1.275510204081632681e-01,-1.326655831149334608e+00,5.339440604298087756e+00,2.435319759582974253e-01,8.799789344414605807e-01,1.908770861732439483e-02,5.108489550012797371e-03,1.595950235159130093e-01,5.342844648962233656e+00,0.000000000000000000e+00,5.342844648962233656e+00,-3.404044664145873013e-03,2.170044137384615490e-01,-1.326655831149334608e+00,5.801572193462727345e-01,1.042761011146809899e-02,3.723583984450102434e+04,7.517391915539598735e+00
1.459183673469388043e-01,-1.425725960559018457e+00,6.093619590619226756e+00,2.298359193339218898e-01,1.498038508323702445e+00,2.812128469039875192e-02,7.039326768444946827e-03,2.058493860575463796e-01,6.112214278412796631e+00,0.000000000000000000e+00,6.112214278412796631e+00,-1.859468779356974327e-02,2.679001515568781300e-01,-1.425725960559018457e+00,6.578563827338038683e-01,1.016082382650404514e-02,4.235512744307497633e+04,7.262100745472898211e+01
1.642857142857143127e-01,-1.530896797822105304e+00,6.835399582441950450e+00,2.203300060986622400e-01,1.876020550454965630e+00,3.766806955664157852e-02,9.008534600768077980e-03,2.457149378645875903e-01,6.881583907863357830e+00,0.000000000000000000e+00,6.881583907863357830e+00,-4.618432542140753910e-02,3.111904981309950857e-01,-1.530896797822105304e+00,7.015679756325939875e-01,1.011487753394540480e-02,4.740774655830156553e+04,8.183451347560002365e-01
1.826530612244898211e-01,-1.639356951625130066e+00,7.564313390122490155e+00,2.134219767525248890e-01,2.105154810074486349e+00,4.774474115415503622e-02,1.104283241681676409e-02,2.813721130682960703e-01,7.650953537313919028e+00,0.000000000000000000e+00,7.650953537313919028e+00,-8.664014719142847099e-02,3.306589732220872602e-01,-1.639356951625130066e+00,7.270674408299104829e-01,1.008527832658957096e-02,5.238342189290645183e+04,5.701271734740986918e-01
2.010204081632653295e-01,-1.746749144854303104e+00,8.286430468556744700e+00,2.077547686126048343e-01,2.263195251447424283e+00,5.855636530151318853e-02,1.317321028674225437e-02,3.149665040227708768e-01,8.420323166764481115e+00,0.000000000000000000e+00,8.420323166764481115e+00,-1.338926982077371097e-01,3.167403555048956543e-01,-1.746749144854303104e+00,7.438513357037164209e-01,1.006315266479736008e-02,5.731466156488379784e+04,2.776855848242350930e+02
2.193877551020408379e-01,-1.850736343497823899e+00,9.010869896450310890e+00,2.025721765824806675e-01,2.393469235045008858e+00,7.046341237486949960e-02,1.544865514103686312e-02,3.484966398849130287e-01,9.189692796215043202e+00,0.000000000000000000e+00,9.189692796215043202e+00,-1.788228997647321183e-01,2.753320238403462739e-01,-1.850736343497823899e+00,7.576864327617799377e-01,1.004491430709369970e-02,6.225820480756486359e+04,3.375337584387028045e+01
2.377551020408163462e-01,-1.949423564009827192e+00,9.743322304044031767e+00,1.974704722836580495e-01,2.519108693024628920e+00,8.375921307136069416e-02,1.789517147064809827e-02,3.830676370646714513e-01,9.959062425665603513e+00,0.000000000000000000e+00,9.959062425665603513e+00,-2.157401216215722728e-01,2.206039030520434707e-01,-1.949423564009827192e+00,7.710369866764255065e-01,1.003573260790738969e-02,6.724929883389701718e+04,3.114389606681053806e+02
2.561224489795918546e-01,-2.042359254171691951e+00,1.048466653384376457e+01,1.923856541568141898e-01,2.643780644617731213e+00,9.857306504880894438e-02,2.051883719356215746e-02,4.188986692081648200e-01,1.072843205511616560e+01,0.000000000000000000e+00,1.072843205511616560e+01,-2.437655212724012532e-01,1.639705620746586823e-01,-2.042359254171691951e+00,7.843270167162501583e-01,1.007313419338531912e-02,7.229351068820168439e+04,3.148877762135267631e+02
2.744897959183673630e-01,-2.129855327107898155e+00,1.123328283820149309e+01,1.873779948832347275e-01,2.764031719566716561e+00,1.149019333805054999e-01,2.329884154894627454e-02,4.557048368565416729e-01,1.149780168456672769e+01,0.000000000000000000e+00,1.149780168456672769e+01,-2.645188463652342059e-01,1.108927715135797493e-01,-2.129855327107898155e+00,7.971457813058120401e-01,1.010920951587001605e-02,7.738083212576362712e+04,1.470000000000000000e+02
