r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.056962025316455778e-01,-1.244160764351904591e+00,4.431590763091949547e+00,2.737022974020372756e-01,-6.819864841712135473e-01,5.104890992659673159e-03,1.619402834566275500e-03,8.332561863861537299e-02,4.427392178476755369e+00,0.000000000000000000e+00,4.427392178476755369e+00,4.198584615194301747e-03,1.607521764038811196e-01,-1.244160764351904591e+00,3.620549571262743349e-01,1.212687864156391376e-02,3.115240335377911470e+04,4.698385831125440504e+00,1.000000000000000056e-01,7.773102772430617335e+01
1.170886075949367222e-01,-1.278091521299499655e+00,4.906438195414792425e+00,2.548295415436874767e-01,2.967786717289282450e-01,8.659696438046050534e-03,2.454718570717522117e-03,1.271779233838259693e-01,4.904596125857484168e+00,0.000000000000000000e+00,4.904596125857484168e+00,1.842069557308266157e-03,1.878973175692762732e-01,-1.278091521299499655e+00,5.016709468390125881e-01,1.073193279696264303e-02,3.431470640241445653e+04,7.898972298005896953e+00,1.000000000000000056e-01,7.445864494398080069e+00
1.284810126582278389e-01,-1.329240832745594014e+00,5.379006203670011921e+00,2.422628829248101856e-01,9.142310706081939742e-01,1.210594744604597504e-02,3.221319840237300142e-03,1.619796602586142942e-01,5.381800073238211191e+00,0.000000000000000000e+00,5.381800073238211191e+00,-2.793869568199307523e-03,2.179182611401860870e-01,-1.329240832745594014e+00,5.846785013202815406e-01,1.041116908610806822e-02,3.749996541167055693e+04,1.099435927441105498e+01,1.000000000000000056e-01,7.099384132923334789e+01
1.398734177215189833e-01,-1.387005488972882228e+00,5.848339213476368315e+00,2.328600931164258037e-01,1.350407139713139415e+00,1.562694533919745457e-02,3.970975304658855287e-03,1.921939019152292816e-01,5.859004020618939101e+00,0.000000000000000000e+00,5.859004020618939101e+00,-1.066480714257072963e-02,2.496191113200916800e-01,-1.387005488972882228e+00,6.395205667523718995e-01,1.022282900132048290e-02,4.067921808331183274e+04,1.415111871199789206e+01,1.000000000000000056e-01,8.035217871214787033e-01
1.512658227848101278e-01,-1.448869525886659515e+00,6.313391825764864684e+00,2.255853472782125557e-01,1.664655270709017643e+00,1.925626155590945757e-02,4.723748680034640414e-03,2.193071707664375758e-01,6.336207967999667900e+00,0.000000000000000000e+00,6.336207967999667900e+00,-2.281614223480342429e-02,2.806705616230885658e-01,-1.448869525886659515e+00,6.771341492939624285e-01,1.014024136751491903e-02,4.383950318281984801e+04,1.740191446724296043e+01,1.000000000000000056e-01,0.000000000000000000e+00
1.626582278481012722e-01,-1.513591794777214172e+00,6.773320173411687684e+00,2.198517751019563871e-01,1.890600655378031902e+00,2.299429773618329870e-02,5.486693738461975549e-03,2.440421824819524466e-01,6.813411915380395811e+00,0.000000000000000000e+00,6.813411915380395811e+00,-4.009174196870830820e-02,3.075449745461323325e-01,-1.513591794777214172e+00,7.032534357617005183e-01,1.011312792135463622e-02,4.697216155642116064e+04,2.074837170953374610e+01,1.000000000000000056e-01,2.736658881654693118e+02
1.740506329113924167e-01,-1.580097048603720244e+00,7.227937549909523085e+00,2.152237749320680404e-01,2.053201430134359740e+00,2.684255673282441926e-02,6.262647662965228380e-03,2.669242228532538452e-01,7.290615862761123722e+00,0.000000000000000000e+00,7.290615862761123722e+00,-6.267831285160092858e-02,3.260360069504660840e-01,-1.580097048603720244e+00,7.215499918802690260e-01,1.009255179978118915e-02,5.007362920062514604e+04,2.419221478150986115e+01,1.000000000000000056e-01,3.375684487569358794e+01
1.854430379746835611e-01,-1.646756675287174065e+00,7.678110402894811060e+00,2.112735480895689133e-01,2.176968653764747685e+00,3.081933046137582538e-02,7.053337590804232594e-03,2.884672848696318015e-01,7.767819810141852521e+00,0.000000000000000000e+00,7.767819810141852521e+00,-8.970940724704114244e-02,3.325094643251126358e-01,-1.646756675287174065e+00,7.346940710298162092e-01,1.007522438847293506e-02,5.314685132420331502e+04,2.774934141566997070e+01,1.000000000000000056e-01,3.074227330411629282e+02
1.968354430379747055e-01,-1.713466340918742947e+00,8.125734606107744895e+00,2.078244398104068802e-01,2.272023898680256337e+00,3.496939544440667846e-02,7.868809513036426756e-03,3.092523185899034299e-01,8.245023757522581320e+00,0.000000000000000000e+00,8.245023757522581320e+00,-1.192891514148370913e-01,3.253625873666425861e-01,-1.713466340918742947e+00,7.447889380398432513e-01,1.006191665418476426e-02,5.620400385105253372e+04,3.146000539607462088e+01,1.000000000000000056e-01,3.118916426030145317e+02
2.082278481012658222e-01,-1.779242633642063920e+00,8.573166658780063898e+00,2.046313157507012315e-01,2.352412328198969504e+00,3.934956387941363626e-02,8.715582985076016781e-03,3.298005173497598475e-01,8.722227704903307455e+00,0.000000000000000000e+00,8.722227704903307455e+00,-1.490610461232439454e-01,3.056699066099026751e-01,-1.779242633642063920e+00,7.533261892547306049e-01,1.005066227405214396e-02,5.925919872310818755e+04,3.537412294715005601e+01,1.000000000000000056e-01,2.370000000000000000e+02
2.196202531645569667e-01,-1.843388434621892724e+00,9.022460107732520385e+00,2.015373573093185988e-01,2.427118986314965809e+00,4.401623917403003905e-02,9.599398650652679610e-03,3.505163699648506936e-01,9.199431652284035366e+00,0.000000000000000000e+00,9.199431652284035366e+00,-1.769715445515144536e-01,2.765294598872563014e-01,-1.843388434621892724e+00,7.612600363466494047e-01,1.004020334191590459e-02,6.232507103582622949e+04,3.954118323660154743e+01,1.000000000000000056e-01,0.000000000000000000e+00
