r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan
6.291666666666666761e-03,3.646105622466740925e+01,-1.081173260115818806e+02,-3.252588463618599213e-01,1.131359591458286502e+02,1.021205581440339127e+00,-1.133975388595839795e-01
1.437499999999999889e-02,-1.632434541410418305e+01,-6.872968180672131666e+01,2.331942068215686059e-01,6.271790351064434077e+01,3.241334542132667251e-01,1.557210029730969336e-01
2.245833333333333362e-02,-4.374089971476347927e+01,-6.758759717428534941e+01,5.743856369216161495e-01,2.977194537327591206e+01,2.977055479853649156e-01,2.998907078326291109e-01
3.054166666666666835e-02,-5.668229122721535163e+01,-8.509028516764914229e+01,5.876399236909291002e-01,1.883071249912000411e+01,4.238299142106175532e-01,4.384125598056400896e-01
3.862499999999999961e-02,-6.296467798821129236e+01,-1.092027136522240767e+02,5.230248488791581218e-01,1.453288357875655379e+01,5.824947753545383078e-01,5.299505724951449892e-01
4.670833333333333781e-02,-6.730270610571531620e+01,-1.345160217814287194e+02,4.639133871518452690e-01,1.146810795335487043e+01,1.120436194067346181e+00,6.693447133038228358e-01
5.479166666666666907e-02,-7.215350180019096626e+01,-1.597684959149456461e+02,4.241943430026915984e-01,8.430748570268015385e+00,1.591255841015196237e+00,7.735681598336012765e-01
6.287500000000000033e-02,-8.163418766932288406e+01,-1.844692642419953756e+02,4.166290865453196046e-01,4.412695502346259957e+00,1.329992321952147893e+00,6.093949633663559018e-01
7.095833333333333159e-02,-1.268136932081118857e+02,-2.102928205724238353e+02,5.426473007456934505e-01,-6.591400096894524552e+00,6.087198407756077012e-01,3.946168606800016798e-01
