r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.321428571428571730e-01,-1.017761321597297375e+00,5.372757572139351012e+00,1.872117230051892067e-01,4.273558396430438222e+00,1.099472876096760504e-01,2.216759983561852193e-02,2.604376679927339344e-01,5.535187056324875066e+00,0.000000000000000000e+00,5.535187056324875066e+00,-1.624294841855241089e-01,3.116151524316399524e-01,-1.017761321597297375e+00,9.525351644537525253e-01,1.118450073228765586e-02,3.700924807158184558e+04,9.136436891600040155e+01
1.964285714285714524e-01,-1.337743904387415306e+00,7.959836476501386926e+00,1.665057304090224177e-01,5.075308998204540956e+00,2.590174054078783206e-01,4.675811592678708745e-02,4.140547646167657692e-01,8.227980759401839705e+00,0.000000000000000000e+00,8.227980759401839705e+00,-2.681442829004523909e-01,4.117454780111835522e-01,-1.337743904387415306e+00,1.025971629874317781e+00,1.240659385364407431e-02,5.462732182486201054e+04,9.958582344021175814e+00
2.607142857142857872e-01,-1.706444461986220462e+00,1.058654326474725416e+01,1.598153015706896829e-01,5.074026949158234601e+00,4.576664544407116897e-01,7.945887946192987938e-02,5.500364614131578733e-01,1.092077446247880879e+01,0.000000000000000000e+00,1.092077446247880879e+01,-3.342311977315539639e-01,4.270973478854142025e-01,-1.706444461986220462e+00,1.025881886441076363e+00,1.240205540002015105e-02,7.257409086899810063e+04,8.090615220186235490e+01
3.250000000000000666e-01,-2.078531129217826567e+00,1.324455198379387433e+01,1.556651526288625187e-01,4.927197583260232605e+00,7.076117413550627733e-01,1.196706852647418107e-01,6.796994550315996753e-01,1.361356816555577431e+01,0.000000000000000000e+00,1.361356816555577431e+01,-3.690161817619008189e-01,3.746984537394388304e-01,-2.078531129217826567e+00,1.013973056693245445e+00,1.203516451989473414e-02,9.073566125704604201e+04,7.670832847113193687e-01
3.892857142857143460e-01,-2.435420507582530814e+00,1.591912639085927950e+01,1.518099998407856643e-01,4.763466182779744429e+00,1.006456488706628516e+00,1.661644437875484381e-01,8.042865343818688117e-01,1.630636186863273807e+01,0.000000000000000000e+00,1.630636186863273807e+01,-3.872354777734585141e-01,2.699940966398241549e-01,-2.435420507582530814e+00,9.988442752888483378e-01,1.179939130320283198e-02,1.089934805025500245e+05,0.000000000000000000e+00
4.535714285714286254e-01,-2.775318876640328281e+00,1.860207847322351427e+01,1.481016105297659202e-01,4.591325854477217305e+00,1.351724456912370309e+00,2.179368092124456258e-01,9.243538745592679851e-01,1.899915557170970359e+01,0.000000000000000000e+00,1.899915557170970359e+01,-3.970770984861877184e-01,1.163526656670762216e-01,-2.775318876640328281e+00,9.829385089536949449e-01,1.155150923044719231e-02,1.272915065864533244e+05,3.766698344670933238e+02
5.178571428571429047e-01,-3.094566781718231852e+00,2.128987353255444503e+01,1.443430458772962943e-01,4.422060361475397272e+00,1.740865995787981069e+00,2.739231044330167064e-01,1.040117941823900161e+00,2.169194927478666912e+01,0.000000000000000000e+00,2.169194927478666912e+01,-4.020757422322250862e-01,-8.643255919124276376e-02,-3.094566781718231852e+00,9.669398550631135292e-01,1.133894277593441337e-02,1.456031055056340119e+05,3.368994744267147468e+01
5.821428571428571841e-01,-3.390224127015069921e+00,2.398103547070553176e+01,1.404403800332722774e-01,4.261051258572448930e+00,2.171998027203020154e+00,3.331167034057927467e-01,1.152026630740956792e+00,2.438474297786363465e+01,0.000000000000000000e+00,2.438474297786363465e+01,-4.037075071581035512e-01,-3.385798465375314814e-01,-3.390224127015069921e+00,9.513219720815275782e-01,1.117149330891534578e-02,1.639164358917954087e+05,4.103597819097648198e+02
6.464285714285714635e-01,-3.661916957642331827e+00,2.667505788472925587e+01,1.364259508755908956e-01,4.106445721846467833e+00,2.643690004444126718e+00,3.946478224957970515e-01,1.260538904419942874e+00,2.707753668094060018e+01,0.000000000000000000e+00,2.707753668094060018e+01,-4.024787962113433593e-01,-6.386344210470078497e-01,-3.661916957642331827e+00,9.363252350191074713e-01,1.101070355072032714e-02,1.822288091055629484e+05,4.171441217619459394e+02
7.107142857142857428e-01,-3.911756656124837583e+00,2.937206627280185245e+01,1.324003681087687068e-01,3.952479239850589465e+00,3.151718059689480267e+00,4.576344747738121388e-01,1.364724504779552650e+00,2.977033038401756571e+01,0.000000000000000000e+00,2.977033038401756571e+01,-3.982641112157148111e-01,-9.815508296729478221e-01,-3.911756656124837583e+00,9.211338741607003611e-01,1.086388422228644866e-02,2.005440342251413094e+05,4.200000000000000000e+01
