r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w,  misc
6.785714285714286031e-01,-4.033802956497563486e+00,2.808253318047243496e+01,1.426651434607684454e-01,3.273806062736220213e+00,6.149829294367712418e-01,9.713648558527655796e-02,9.752544985708568870e-01,2.842393353247908294e+01,0.000000000000000000e+00,2.842393353247908294e+01,-3.414003520066467567e-01,-7.798975427476558808e-01,-4.033802956497563486e+00,0.000000000000000000e+00
6.969387755102041115e-01,-4.088567177996126567e+00,2.884874495983284959e+01,1.407866587296989769e-01,3.266851976372935340e+00,6.433621219792132750e-01,1.003869221352073349e-01,9.931358594424175568e-01,2.919330316192964503e+01,0.000000000000000000e+00,2.919330316192964503e+01,-3.445582020967965509e-01,-8.779014917506758886e-01,-4.088567177996126567e+00,0.000000000000000000e+00
7.153061224489796199e-01,-4.137905350253290315e+00,2.961528562356172500e+01,1.388232225548016729e-01,3.264765249204526043e+00,6.724813060522524255e-01,1.035803913828857170e-01,1.011189065782962082e+00,2.996267279138020712e+01,0.000000000000000000e+00,2.996267279138020712e+01,-3.473871678184814460e-01,-9.745367496945022134e-01,-4.137905350253290315e+00,0.000000000000000000e+00
7.336734693877551283e-01,-4.180971236597986973e+00,3.038297199872336307e+01,1.367501655991092135e-01,3.268959330122611640e+00,7.025327631946975959e-01,1.067145311688233456e-01,1.029653698759598335e+00,3.073204242083076920e+01,0.000000000000000000e+00,3.073204242083076920e+01,-3.490704221074044655e-01,-1.066715409910652390e+00,-4.180971236597986973e+00,0.000000000000000000e+00
7.520408163265306367e-01,-4.216650064283621546e+00,3.115335809063872929e+01,1.345338043205123180e-01,3.281364143929097921e+00,7.338150995997150261e-01,1.097902086034483748e-01,1.048870523540118338e+00,3.150141205028133129e+01,0.000000000000000000e+00,3.150141205028133129e+01,-3.480539596426017734e-01,-1.149794076679578669e+00,-4.216650064283621546e+00,0.000000000000000000e+00
7.704081632653061451e-01,-4.243407148049517019e+00,3.192934558467829476e+01,1.321256553204551154e-01,3.304757584737691545e+00,7.668075734252791653e-01,1.128141920509475316e-01,1.069349631324118644e+00,3.227078167973188982e+01,0.000000000000000000e+00,3.227078167973188982e+01,-3.414360950535953454e-01,-1.216867248036861193e+00,-4.243407148049517019e+00,0.000000000000000000e+00
7.887755102040816535e-01,-4.259021330930588434e+00,3.271632017072251841e+01,1.294523322695465828e-01,3.343344379496454799e+00,8.023071957743406202e-01,1.158038563150918521e-01,1.091893109866232336e+00,3.304015130918245546e+01,0.000000000000000000e+00,3.304015130918245546e+01,-3.238311384599338871e-01,-1.257730742079827824e+00,-4.259021330930588434e+00,0.000000000000000000e+00
8.071428571428571619e-01,-4.260143414131967177e+00,3.352427461394327679e+01,1.263989037133004811e-01,3.403709615480746464e+00,8.416792386380169688e-01,1.187951701285986372e-01,1.117809739132159974e+00,3.380952093863301400e+01,0.000000000000000000e+00,3.380952093863301400e+01,-2.852463246897386506e-01,-1.257375444708262791e+00,-4.260143414131967177e+00,0.000000000000000000e+00
8.255102040816326703e-01,-4.241654066993055139e+00,3.437174971554023273e+01,1.227844636104104270e-01,3.496218445345843584e+00,8.873024068225700001e-01,1.218555294064986722e-01,1.149270097855622730e+00,3.457889056808357253e+01,0.000000000000000000e+00,3.457889056808357253e+01,-2.071408525433381387e-01,-1.193935971081578451e+00,-4.241654066993055139e+00,0.000000000000000000e+00
8.438775510204081787e-01,-4.193639576964558913e+00,3.529298200206915936e+01,1.182690760086299447e-01,3.640347764460232227e+00,9.432855782606310857e-01,1.250791934691283525e-01,1.189796689321689360e+00,3.534826019753413817e+01,0.000000000000000000e+00,3.534826019753413817e+01,-5.527819546497612924e-02,-1.036451769668364831e+00,-4.193639576964558913e+00,0.000000000000000000e+00
8.622448979591836871e-01,-4.106320328641599460e+00,3.635032485652788381e+01,1.124882868249670320e-01,3.856979253605659075e+00,1.016850258578961386e+00,1.286607358138120993e-01,1.245153049722000471e+00,3.611762982698469671e+01,0.000000000000000000e+00,3.611762982698469671e+01,2.326950295431847171e-01,-7.443633429467136908e-01,-4.106320328641599460e+00,0.000000000000000000e+00
8.806122448979591955e-01,-3.965077318068493284e+00,3.765483619351557110e+01,1.049139828163894728e-01,4.176371572712841207e+00,1.119525815312093719e+00,1.327924576739019091e-01,1.323221716422508187e+00,3.688699945643526235e+01,0.000000000000000000e+00,3.688699945643526235e+01,7.678367370803060865e-01,-2.763896369995395563e-01,-3.965077318068493284e+00,0.000000000000000000e+00
8.989795918367347038e-01,-3.777913085887801614e+00,3.939680771147092031e+01,9.560156451794080135e-02,4.595350504941016823e+00,1.266613271342485580e+00,1.380524232457551737e-01,1.430674112607366322e+00,3.765636908588582088e+01,0.000000000000000000e+00,3.765636908588582088e+01,1.740438625585102539e+00,3.497947958418939907e-01,-3.777913085887801614e+00,0.000000000000000000e+00
9.173469387755102122e-01,-3.715955892063638188e+00,4.181709119074094616e+01,8.862933502256967189e-02,4.880246495489076963e+00,1.451704656709728036e+00,1.479568333460906937e-01,1.544690963712939569e+00,3.842573871533638652e+01,0.000000000000000000e+00,3.842573871533638652e+01,3.391352475404562306e+00,6.661997260914868102e-01,-3.715955892063638188e+00,0.000000000000000000e+00
9.357142857142857206e-01,6.100495113414853066e+00,4.425501856623787944e+01,-1.369853391853576852e-01,1.769243179048904935e+01,1.343060870622592828e+00,1.045443941900908169e-01,1.309454040240680905e+00,3.919510834478694505e+01,0.000000000000000000e+00,3.919510834478694505e+01,5.059910221450937051e+00,-2.477022358262999102e+00,6.100495113414853066e+00,0.000000000000000000e+00
9.540816326530612290e-01,7.662161948095413067e+00,3.497571026151376117e+01,-2.156639691178119655e-01,2.208580189015701478e+01,8.580186441742968517e-01,-8.536230499399111160e-04,1.040601164066329520e+00,3.996447797423750359e+01,0.000000000000000000e+00,3.996447797423750359e+01,-4.988767712723741532e+00,-2.360560892468369332e+01,7.662161948095413067e+00,0.000000000000000000e+00
9.724489795918367374e-01,-3.319272955279563231e+00,2.046457012262065689e+01,1.607957845754392767e-01,4.016635136658823768e-01,1.626445729950986852e-01,3.101716108709613381e-02,3.548189168692690298e-01,4.073384760368806923e+01,0.000000000000000000e+00,4.073384760368806923e+01,-2.026927748106741234e+01,-8.782425707445238316e+00,-3.319272955279563231e+00,0.000000000000000000e+00
9.908163265306122458e-01,-5.895316750537091366e+00,2.843918207447838853e+01,2.044005980933890076e-01,-2.211291600700972637e+00,2.701372499998018761e-01,6.522412461188534238e-02,4.250332196761139603e-01,4.150321723313862776e+01,0.000000000000000000e+00,4.150321723313862776e+01,-1.306403515866023923e+01,-2.312537422784163077e+00,-5.895316750537091366e+00,0.000000000000000000e+00
1.091836734693877597e-01,-1.126277418884780168e+00,4.505645899214972161e+00,2.449506602250064169e-01,9.653609801640889998e-01,1.336276900869340541e-02,3.663118764584177151e-03,1.325617773578145475e-01,4.573475019511672457e+00,0.000000000000000000e+00,4.573475019511672457e+00,-2.607875358421875567e-01,-2.288880757441771885e-01,-1.126277418884780168e+00,0.000000000000000000e+00
1.275510204081632681e-01,-1.177341680842438176e+00,5.252238707916488281e+00,2.205147477542969137e-01,2.250852299953503888e+00,2.327246011388929905e-02,5.619684009290232436e-03,1.976592874857739934e-01,5.342844648962233656e+00,0.000000000000000000e+00,5.342844648962232768e+00,-3.002334661757842249e-01,-2.779626014222035812e-01,-1.177341680842438176e+00,0.000000000000000000e+00
1.459183673469388043e-01,-1.253463323766208948e+00,5.996448082148473802e+00,2.060671028242767600e-01,2.964058045013908682e+00,3.322388750338564622e-02,7.448138861438777063e-03,2.469956343969822998e-01,6.112214278412796631e+00,0.000000000000000000e+00,6.112214278412795743e+00,-3.363044178016316721e-01,-3.278407352999628266e-01,-1.253463323766208948e+00,0.000000000000000000e+00
1.642857142857143127e-01,-1.348078744227952708e+00,6.739037079559053289e+00,1.974342731836197240e-01,3.344099415345661797e+00,4.368859116412095872e-02,9.372631059301366960e-03,2.889326348306006653e-01,6.881583907863358718e+00,0.000000000000000000e+00,6.881583907863358718e+00,-3.665289017289240503e-01,-3.762144594662070185e-01,-1.348078744227952708e+00,0.000000000000000000e+00
1.826530612244898211e-01,-1.453576284127421125e+00,7.481016229417138952e+00,1.919107416496682594e-01,3.545991126915170710e+00,5.477552976951381020e-02,1.142085010861710812e-02,3.262846689873031281e-01,7.650953537313919028e+00,0.000000000000000000e+00,7.650953537313919028e+00,-3.883807160516433155e-01,-4.204584118796078629e-01,-1.453576284127421125e+00,0.000000000000000000e+00
2.010204081632653295e-01,-1.565459588340720298e+00,8.223678705239702680e+00,1.881093932819101477e-01,3.649209011513320888e+00,6.652587610440462151e-02,1.360066728143278884e-02,3.604657112233776717e-01,8.420323166764481115e+00,0.000000000000000000e+00,8.420323166764481115e+00,-4.002849736693415705e-01,-4.581701028925162511e-01,-1.565459588340720298e+00,0.000000000000000000e+00
2.193877551020408379e-01,-1.681384201863561856e+00,8.968343244803287817e+00,1.853285441097203556e-01,3.693956599208910063e+00,7.898763370946086659e-02,1.591638787894564255e-02,3.924335404792008153e-01,9.189692796215041426e+00,0.000000000000000000e+00,9.189692796215041426e+00,-4.021621126709797878e-01,-4.877808501936156671e-01,-1.681384201863561856e+00,0.000000000000000000e+00
2.377551020408163462e-01,-1.799268157348165698e+00,9.715981154669423248e+00,1.831120499965200599e-01,3.706369023877547519e+00,9.221160071427529636e-02,1.836743604454629461e-02,4.228669591002131023e-01,9.959062425665601737e+00,0.000000000000000000e+00,9.959062425665603513e+00,-3.952073387610924304e-01,-5.088591379086342403e-01,-1.799268157348165698e+00,0.000000000000000000e+00
2.561224489795918546e-01,-1.917553640857484698e+00,1.046701643634544254e+01,1.811904252609352339e-01,3.701886677701168082e+00,1.062418924261687297e-01,2.095036210536985188e-02,4.522373035070334502e-01,1.072843205511616382e+01,0.000000000000000000e+00,1.072843205511616560e+01,-3.811934627689392840e-01,-5.219389040782705935e-01,-1.917553640857484698e+00,0.000000000000000000e+00
2.744897959183673630e-01,-2.035120316938750840e+00,1.122138070251242681e+01,1.794108683238575253e-01,3.689264446265614339e+00,1.211061577218611601e-01,2.365910932885634602e-02,4.808432139075756173e-01,1.149780168456672591e+01,0.000000000000000000e+00,1.149780168456672591e+01,-3.618187544702725633e-01,-5.280796120886881440e-01,-2.035120316938750840e+00,0.000000000000000000e+00
2.928571428571428714e-01,-2.151218353753199253e+00,1.197870156760945193e+01,1.776928120938925937e-01,3.673118483875429163e+00,1.368127007879988977e-01,2.648561261306534020e-02,5.088513320866488998e-01,1.226717131401728800e+01,0.000000000000000000e+00,1.226717131401728977e+01,-3.383722553848750314e-01,-5.284554842160138488e-01,-2.151218353753199253e+00,0.000000000000000000e+00
3.112244897959184353e-01,-2.265386444830207235e+00,1.273848659289023644e+01,1.759979614349485855e-01,3.655642940204554492e+00,1.533528556190763559e-01,2.942054483100595488e-02,5.363387582509611118e-01,1.303654094346785364e+01,0.000000000000000000e+00,1.303654094346785186e+01,-3.116803689989386394e-01,-5.241122640209090466e-01,-2.265386444830207235e+00,0.000000000000000000e+00
3.295918367346939437e-01,-2.377366481955285771e+00,1.350024364144763211e+01,1.743108818790697068e-01,3.637722145125884765e+00,1.707054803800835130e-01,3.245396817527078370e-02,5.633288279239290208e-01,1.380591057291841395e+01,0.000000000000000000e+00,1.380591057291841217e+01,-2.821924939890880779e-01,-5.158776827019376787e-01,-2.377366481955285771e+00,0.000000000000000000e+00
3.479591836734694521e-01,-2.487029820051079199e+00,1.426353939966341855e+01,1.726272763443830738e-01,3.619602303294961132e+00,1.888414916060983106e-01,3.557579677473832885e-02,5.898169193532197818e-01,1.457528020236897248e+01,0.000000000000000000e+00,1.457528020236897426e+01,-2.500990592773556509e-01,-5.043620319167401167e-01,-2.487029820051079199e+00,0.000000000000000000e+00
3.663265306122449605e-01,-2.594321735101230431e+00,1.502801752748503894e+01,1.709474352939934494e-01,3.601266772401778837e+00,2.077275516913832110e-01,3.877608083574242415e-02,6.157870280438796362e-01,1.534464983181953635e+01,0.000000000000000000e+00,1.534464983181953635e+01,-2.154340292074467533e-01,-4.899963870388321929e-01,-2.594321735101230431e+00,0.000000000000000000e+00
3.846938775510204689e-01,-2.699223815986293573e+00,1.579339577168758524e+01,1.692728976218120795e-01,3.582627380320097643e+00,2.273287118259314510e-01,4.204515718640206012e-02,6.412213204529279009e-01,1.611401946127009666e+01,0.000000000000000000e+00,1.611401946127009666e+01,-1.781496171833659714e-01,-4.730790764149130911e-01,-2.699223815986293573e+00,0.000000000000000000e+00
4.030612244897959773e-01,-2.801730891821900826e+00,1.655945427538293302e+01,1.676049652187426853e-01,3.563609534195753881e+00,2.476101071574766388e-01,4.537371109963082849e-02,6.661049127975894324e-01,1.688338909072065874e+01,0.000000000000000000e+00,1.688338909072066230e+01,-1.381652422187682749e-01,-4.538174454579150807e-01,-2.801730891821900826e+00,0.000000000000000000e+00
4.214285714285714857e-01,-2.901838460697202748e+00,1.732602161141517172e+01,1.659442113024872656e-01,3.544180391073679104e+00,2.685378956943756390e-01,4.875278431769332343e-02,6.904276616214399809e-01,1.765275872017122083e+01,0.000000000000000000e+00,1.765275872017122083e+01,-9.539654212242448805e-02,-4.323607346632311055e-01,-2.901838460697202748e+00,0.000000000000000000e+00
4.397959183673469941e-01,-2.999537213980439709e+00,1.809296160371565776e+01,1.642904790675689397e-01,3.524348935245903647e+00,2.900796283052339275e-01,5.217375363251264969e-02,7.141842051306153127e-01,1.842212834962178292e+01,0.000000000000000000e+00,1.842212834962178292e+01,-4.977033429083929650e-02,-4.088239346148242470e-01,-2.999537213980439709e+00,0.000000000000000000e+00
4.581632653061225025e-01,-3.094812988002060727e+00,1.886016213028312194e+01,1.626431368016836299e-01,3.504151361161316203e+00,3.122041120684459492e-01,5.562829471459546787e-02,7.373728397081479313e-01,1.919149797907234145e+01,0.000000000000000000e+00,1.919149797907234500e+01,-1.230522306688968228e-03,-3.833041253662692882e-01,-3.094812988002060727e+00,0.000000000000000000e+00
4.765306122448980108e-01,-3.187496289291079421e+00,1.962752616288417684e+01,1.609937827371993313e-01,3.484069054645681618e+00,3.348792034076084612e-01,5.910728700958182980e-02,7.599905606614993925e-01,1.996086760852290709e+01,0.000000000000000000e+00,1.996086760852290354e+01,5.026108756375545494e-02,-3.558912943084609481e-01,-3.187496289291079421e+00,0.000000000000000000e+00
4.948979591836735192e-01,-3.277638643600751855e+00,2.039496487587134865e+01,1.593457346713388623e-01,3.463911919920850124e+00,3.580794883208774926e-01,6.260356350994374097e-02,7.820487260566975074e-01,2.073023723797346562e+01,0.000000000000000000e+00,2.073023723797346562e+01,1.047260466505540860e-01,-3.266755657981343375e-01,-3.277638643600751855e+00,0.000000000000000000e+00
5.132653061224490276e-01,-3.365218138672753767e+00,2.116239251447934677e+01,1.576984020212103266e-01,3.443713794893984215e+00,3.817810951653655693e-01,6.610978968627921615e-02,8.035607464355737362e-01,2.149960686742402771e+01,0.000000000000000000e+00,2.149960686742403126e+01,1.621703573905653450e-01,-2.957524954004124851e-01,-3.365218138672753767e+00,0.000000000000000000e+00
5.316326530612245360e-01,-3.450166729059242599e+00,2.192972273309425191e+01,1.560492027320617148e-01,3.423622620404842110e+00,4.059614654302557968e-01,6.961855416022282028e-02,8.245412999221460870e-01,2.226897649687458980e+01,0.000000000000000000e+00,2.226897649687458980e+01,2.225836472312287539e-01,-2.632277750381846193e-01,-3.450166729059242599e+00,0.000000000000000000e+00
