r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan
6.291666666666666761e-03,3.646105585467150689e+01,-1.081173234195968718e+02,-3.252588505483972048e-01,7.313595938569956445e+01,1.021205534884785049e+00,-1.133975380179561843e-01
1.437499999999999889e-02,-1.632434555605412285e+01,-6.872968105436331143e+01,2.331942112377624332e-01,3.324421904708876241e+01,3.241334471092139902e-01,1.557210013219700873e-01
2.245833333333333362e-02,-4.374089976291492832e+01,-6.758759685793782523e+01,5.743856395586851571e-01,7.953763404001165327e+00,5.137890666571941489e-01,3.515129967609358363e-01
3.054166666666666835e-02,-5.668229122600606473e+01,-8.509028501979075543e+01,5.876399244828418578e-01,2.830712453746748736e+00,4.862778917149838120e-01,3.344270071723422499e-01
3.862499999999999961e-02,-6.296467795978134774e+01,-1.092027135862907841e+02,5.230248489450395333e-01,3.104312146410396878e+00,7.044850864885150443e-01,4.196623545377446418e-01
4.670833333333333781e-02,-6.730270606247121634e+01,-1.345160217619043976e+02,4.639133869528114240e-01,3.726172480887704808e+00,9.691856154281850433e-01,5.013680925643750896e-01
5.479166666666666907e-02,-7.215350174766139446e+01,-1.597684959258247375e+02,4.241943427040613113e-01,3.724866234437101298e+00,1.135807238694852783e+00,5.315011043503496957e-01
6.287500000000000033e-02,-8.163418761141473112e+01,-1.844692642767798816e+02,4.166290862130299089e-01,2.250533359222895768e+00,1.016753778277285747e+00,4.700671729063997106e-01
7.095833333333333159e-02,-1.268136931300632142e+02,-2.102928206211045676e+02,5.426473003711550502e-01,-6.591400075435057460e+00,6.087198409302622126e-01,3.946168604564567750e-01
