  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.731 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.5389   0.00743   0.00247  -0.0054   0.9701   0.1193
  -4.500  -0.4864   0.00700   0.00216  -0.0046   0.9526   0.1527
  -4.000  -0.4343   0.00658   0.00188  -0.0036   0.9303   0.1948
  -3.500  -0.3815   0.00621   0.00163  -0.0028   0.9038   0.2414
  -3.000  -0.3282   0.00591   0.00141  -0.0022   0.8715   0.2913
  -2.500  -0.2742   0.00567   0.00124  -0.0016   0.8338   0.3421
  -2.000  -0.2200   0.00548   0.00110  -0.0012   0.7917   0.3939
  -1.500  -0.1653   0.00534   0.00100  -0.0008   0.7461   0.4464
  -1.000  -0.1103   0.00525   0.00093  -0.0005   0.6984   0.4976
  -0.500  -0.0552   0.00520   0.00089  -0.0002   0.6494   0.5487
   0.000   0.0000   0.00518   0.00087  -0.0000   0.5994   0.5996
   0.500   0.0552   0.00520   0.00089   0.0002   0.5488   0.6495
   1.000   0.1103   0.00525   0.00093   0.0005   0.4975   0.6988
   1.500   0.1653   0.00534   0.00100   0.0008   0.4460   0.7460
   2.000   0.2200   0.00548   0.00110   0.0012   0.3939   0.7916
   2.500   0.2742   0.00567   0.00124   0.0016   0.3420   0.8340
   3.000   0.3282   0.00591   0.00141   0.0022   0.2914   0.8715
   3.500   0.3816   0.00621   0.00163   0.0028   0.2414   0.9037
   4.000   0.4343   0.00658   0.00188   0.0036   0.1948   0.9303
   5.000   0.5390   0.00743   0.00247   0.0054   0.1193   0.9701
   5.500   0.5956   0.00791   0.00282   0.0052   0.0917   0.9821
   6.000   0.6602   0.00842   0.00321   0.0032   0.0703   0.9876
   6.500   0.7255   0.00896   0.00364   0.0009   0.0548   0.9919
   7.000   0.7912   0.00947   0.00409  -0.0014   0.0449   0.9949
   7.500   0.8578   0.01000   0.00458  -0.0040   0.0376   0.9972
   8.000   0.9232   0.01056   0.00511  -0.0064   0.0321   0.9995
   8.500   0.9707   0.01113   0.00566  -0.0050   0.0282   1.0000
   9.000   1.0135   0.01162   0.00616  -0.0025   0.0257   1.0000
   9.500   1.0564   0.01223   0.00678  -0.0001   0.0234   1.0000
  10.000   1.1006   0.01283   0.00740   0.0020   0.0216   1.0000
  10.500   1.1446   0.01359   0.00820   0.0040   0.0198   1.0000
  11.000   1.1911   0.01425   0.00889   0.0054   0.0185   1.0000
  11.500   1.2347   0.01522   0.00989   0.0071   0.0169   1.0000
  12.000   1.2797   0.01602   0.01077   0.0086   0.0162   1.0000
  12.500   1.3234   0.01689   0.01170   0.0102   0.0154   1.0000
  13.000   1.3638   0.01797   0.01283   0.0121   0.0145   1.0000
  13.500   1.3985   0.01939   0.01436   0.0147   0.0137   1.0000
  14.000   1.4354   0.02046   0.01552   0.0170   0.0132   1.0000
  14.500   1.4634   0.02169   0.01685   0.0205   0.0127   1.0000
  15.000   1.4869   0.02327   0.01853   0.0240   0.0122   1.0000
  15.500   1.5046   0.02541   0.02078   0.0273   0.0118   1.0000
  16.000   1.5080   0.02900   0.02455   0.0303   0.0112   1.0000
  16.500   1.5161   0.03279   0.02853   0.0315   0.0110   1.0000
  17.000   1.5225   0.03736   0.03327   0.0313   0.0109   1.0000
