  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.063 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.2482   0.02035   0.01154  -0.0824   1.0000   1.0000
   0.500   0.2918   0.02179   0.01262  -0.0827   1.0000   1.0000
   1.000   0.3327   0.02350   0.01411  -0.0830   1.0000   1.0000
   1.500   0.4175   0.02519   0.01564  -0.0913   0.9809   1.0000
   2.000   0.5091   0.02661   0.01703  -0.1003   0.9556   1.0000
   2.500   0.5950   0.02774   0.01827  -0.1076   0.9294   1.0000
   3.000   0.6734   0.02866   0.01937  -0.1128   0.9017   1.0000
   3.500   0.7525   0.02917   0.02020  -0.1172   0.8728   1.0000
   4.000   0.8417   0.02796   0.01945  -0.1203   0.8340   1.0000
   4.500   0.9239   0.02610   0.01806  -0.1204   0.7946   1.0000
   5.000   0.9991   0.02385   0.01634  -0.1180   0.7478   1.0000
   5.500   1.0543   0.02190   0.01465  -0.1113   0.6696   1.0000
   6.000   1.0865   0.02129   0.01383  -0.1016   0.5191   1.0000
   6.500   1.0860   0.02635   0.01634  -0.0905   0.2114   1.0000
   7.000   1.1221   0.03176   0.02094  -0.0864   0.1282   1.0000
   7.500   1.1759   0.03685   0.02603  -0.0850   0.0996   1.0000
   8.000   1.2250   0.04255   0.03208  -0.0832   0.0850   1.0000
   8.500   1.2642   0.05062   0.04104  -0.0801   0.0817   1.0000
   9.000   1.2824   0.05898   0.05054  -0.0748   0.0809   1.0000
   9.500   1.2809   0.06773   0.06031  -0.0688   0.0803   1.0000
  10.000   1.2757   0.07797   0.07112  -0.0642   0.0821   1.0000
  10.500   1.2002   0.08713   0.08124  -0.0564   0.0881   1.0000
  11.000   1.1444   0.09950   0.09390  -0.0573   0.0931   1.0000
  11.500   0.9010   0.11513   0.10981  -0.0560   0.1034   1.0000
  12.000   0.9897   0.16076   0.15504  -0.1056   0.2137   1.0000
  12.500   1.0081   0.17088   0.16519  -0.1058   0.2049   1.0000
  13.000   1.0214   0.18039   0.17471  -0.1068   0.1914   1.0000
  13.500   1.0244   0.18882   0.18313  -0.1099   0.1773   1.0000
  14.000   1.0375   0.19790   0.19221  -0.1115   0.1637   1.0000
  14.500   1.0249   0.20318   0.19741  -0.1191   0.1531   1.0000
  15.000   1.0307   0.21102   0.20520  -0.1238   0.1450   1.0000
