  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.759 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5033   0.00607   0.00144  -0.1209   0.8353   0.4454
   0.500   0.5579   0.00558   0.00156  -0.1207   0.8038   0.7059
   1.500   0.6604   0.00548   0.00158  -0.1179   0.7064   1.0000
   2.000   0.7149   0.00582   0.00171  -0.1175   0.6616   1.0000
   2.500   0.7696   0.00615   0.00190  -0.1172   0.6206   1.0000
   3.000   0.8238   0.00653   0.00211  -0.1168   0.5766   1.0000
   3.500   0.8766   0.00705   0.00240  -0.1162   0.5128   1.0000
   4.000   0.9284   0.00772   0.00276  -0.1155   0.4339   1.0000
   4.500   0.9742   0.00922   0.00346  -0.1140   0.2630   1.0000
   5.000   1.0208   0.01063   0.00428  -0.1127   0.1447   1.0000
   5.500   1.0688   0.01177   0.00505  -0.1116   0.0742   1.0000
   6.000   1.1162   0.01294   0.00601  -0.1102   0.0324   1.0000
   6.500   1.1639   0.01401   0.00706  -0.1087   0.0213   1.0000
   7.000   1.2097   0.01527   0.00847  -0.1069   0.0171   1.0000
   7.500   1.2557   0.01636   0.00963  -0.1052   0.0147   1.0000
   8.000   1.2916   0.01861   0.01209  -0.1017   0.0127   1.0000
   8.500   1.3330   0.02005   0.01369  -0.0993   0.0118   1.0000
   9.000   1.3732   0.02148   0.01526  -0.0968   0.0106   1.0000
   9.500   1.4098   0.02314   0.01702  -0.0939   0.0096   1.0000
  10.000   1.4296   0.02723   0.02145  -0.0883   0.0087   1.0000
  10.500   1.4586   0.02941   0.02391  -0.0843   0.0082   1.0000
  11.000   1.4766   0.03225   0.02706  -0.0788   0.0078   1.0000
  11.500   1.4850   0.03539   0.03051  -0.0722   0.0073   1.0000
  12.000   1.4881   0.03902   0.03444  -0.0661   0.0070   1.0000
  12.500   1.4898   0.04268   0.03835  -0.0612   0.0066   1.0000
  13.000   1.4844   0.04755   0.04347  -0.0572   0.0063   1.0000
  13.500   1.4577   0.05585   0.05217  -0.0544   0.0061   1.0000
  14.000   1.4161   0.06756   0.06435  -0.0550   0.0060   1.0000
  14.500   1.3742   0.08128   0.07847  -0.0595   0.0060   1.0000
  15.000   1.3350   0.09680   0.09434  -0.0671   0.0060   1.0000
