  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.659 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5040   0.00622   0.00160  -0.1214   0.8497   0.4848
   0.500   0.5521   0.00510   0.00159  -0.1193   0.8191   1.0000
   1.000   0.6073   0.00532   0.00161  -0.1189   0.7841   1.0000
   1.500   0.6608   0.00565   0.00167  -0.1181   0.7287   1.0000
   2.000   0.7149   0.00600   0.00179  -0.1175   0.6802   1.0000
   2.500   0.7693   0.00634   0.00198  -0.1171   0.6393   1.0000
   3.000   0.8234   0.00672   0.00221  -0.1166   0.5957   1.0000
   3.500   0.8761   0.00723   0.00250  -0.1160   0.5355   1.0000
   4.000   0.9278   0.00785   0.00285  -0.1152   0.4629   1.0000
   4.500   0.9755   0.00904   0.00343  -0.1139   0.3234   1.0000
   5.000   1.0191   0.01084   0.00439  -0.1123   0.1622   1.0000
   5.500   1.0667   0.01202   0.00519  -0.1111   0.0863   1.0000
   6.000   1.1127   0.01338   0.00627  -0.1095   0.0348   1.0000
   6.500   1.1601   0.01449   0.00740  -0.1079   0.0232   1.0000
   7.000   1.2032   0.01609   0.00913  -0.1056   0.0182   1.0000
   7.500   1.2485   0.01724   0.01041  -0.1037   0.0160   1.0000
   8.000   1.2901   0.01873   0.01199  -0.1014   0.0139   1.0000
   8.500   1.3204   0.02167   0.01520  -0.0970   0.0126   1.0000
   9.000   1.3597   0.02329   0.01700  -0.0943   0.0117   1.0000
   9.500   1.3968   0.02493   0.01879  -0.0915   0.0105   1.0000
  10.000   1.4282   0.02707   0.02109  -0.0879   0.0096   1.0000
  10.500   1.4401   0.03294   0.02744  -0.0817   0.0088   1.0000
  11.000   1.4564   0.03556   0.03040  -0.0760   0.0085   1.0000
  11.500   1.4585   0.03941   0.03467  -0.0689   0.0081   1.0000
  12.000   1.4483   0.04469   0.04041  -0.0619   0.0079   1.0000
  12.500   1.4288   0.05116   0.04733  -0.0564   0.0076   1.0000
  13.000   1.4021   0.05922   0.05582  -0.0536   0.0074   1.0000
  13.500   1.3663   0.06996   0.06698  -0.0543   0.0073   1.0000
  14.000   1.3146   0.08560   0.08307  -0.0602   0.0074   1.0000
  14.500   1.2569   0.10612   0.10399  -0.0718   0.0077   1.0000
  15.000   1.1902   0.13481   0.13302  -0.0901   0.0082   1.0000
