  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.517 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5049   0.00647   0.00195  -0.1223   0.8734   0.5952
   1.000   0.6080   0.00577   0.00185  -0.1194   0.8119   1.0000
   1.500   0.6620   0.00603   0.00189  -0.1186   0.7672   1.0000
   2.000   0.7151   0.00639   0.00199  -0.1177   0.7138   1.0000
   2.500   0.7691   0.00674   0.00218  -0.1171   0.6714   1.0000
   3.000   0.8228   0.00712   0.00241  -0.1165   0.6290   1.0000
   3.500   0.8755   0.00759   0.00270  -0.1157   0.5761   1.0000
   4.000   0.9269   0.00818   0.00305  -0.1148   0.5073   1.0000
   4.500   0.9761   0.00905   0.00354  -0.1136   0.4067   1.0000
   5.000   1.0174   0.01105   0.00453  -0.1116   0.2079   1.0000
   5.500   1.0630   0.01249   0.00546  -0.1101   0.1107   1.0000
   6.000   1.1075   0.01404   0.00664  -0.1083   0.0430   1.0000
   6.500   1.1512   0.01564   0.00823  -0.1061   0.0259   1.0000
   7.000   1.1970   0.01682   0.00955  -0.1043   0.0215   1.0000
   7.500   1.2321   0.01929   0.01220  -0.1006   0.0183   1.0000
   8.000   1.2747   0.02066   0.01372  -0.0983   0.0164   1.0000
   8.500   1.3125   0.02260   0.01583  -0.0953   0.0148   1.0000
   9.000   1.3451   0.02539   0.01880  -0.0917   0.0135   1.0000
   9.500   1.3757   0.02912   0.02289  -0.0878   0.0123   1.0000
  10.000   1.4066   0.03196   0.02606  -0.0841   0.0113   1.0000
  10.500   1.4293   0.03558   0.03009  -0.0795   0.0106   1.0000
  11.000   1.4397   0.03923   0.03410  -0.0733   0.0100   1.0000
  11.500   1.4371   0.04319   0.03840  -0.0661   0.0097   1.0000
  12.000   1.4233   0.04873   0.04434  -0.0595   0.0094   1.0000
  12.500   1.3967   0.05618   0.05223  -0.0545   0.0093   1.0000
  13.000   1.3616   0.06567   0.06219  -0.0526   0.0093   1.0000
  13.500   1.3199   0.07793   0.07491  -0.0551   0.0094   1.0000
  14.000   1.1868   0.11503   0.11296  -0.0762   0.0107   1.0000
