  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.787 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5030   0.00604   0.00140  -0.1208   0.8317   0.4364
   0.500   0.5582   0.00563   0.00151  -0.1207   0.7998   0.6633
   1.000   0.6066   0.00507   0.00148  -0.1186   0.7591   1.0000
   1.500   0.6603   0.00544   0.00156  -0.1179   0.7009   1.0000
   2.000   0.7150   0.00577   0.00169  -0.1175   0.6568   1.0000
   2.500   0.7696   0.00611   0.00188  -0.1172   0.6160   1.0000
   3.000   0.8239   0.00648   0.00209  -0.1168   0.5717   1.0000
   3.500   0.8768   0.00701   0.00238  -0.1162   0.5067   1.0000
   4.000   0.9285   0.00769   0.00274  -0.1155   0.4258   1.0000
   4.500   0.9740   0.00926   0.00347  -0.1141   0.2491   1.0000
   5.000   1.0212   0.01058   0.00425  -0.1128   0.1403   1.0000
   5.500   1.0693   0.01171   0.00502  -0.1117   0.0708   1.0000
   6.000   1.1169   0.01285   0.00595  -0.1104   0.0316   1.0000
   6.500   1.1648   0.01391   0.00700  -0.1089   0.0207   1.0000
   7.000   1.2111   0.01509   0.00832  -0.1072   0.0168   1.0000
   7.500   1.2570   0.01620   0.00950  -0.1055   0.0143   1.0000
   8.000   1.2947   0.01825   0.01175  -0.1023   0.0126   1.0000
   8.500   1.3360   0.01969   0.01336  -0.0998   0.0116   1.0000
   9.000   1.3768   0.02104   0.01482  -0.0975   0.0104   1.0000
   9.500   1.4106   0.02306   0.01697  -0.0941   0.0093   1.0000
  10.000   1.4344   0.02648   0.02073  -0.0891   0.0086   1.0000
  10.500   1.4631   0.02874   0.02324  -0.0850   0.0081   1.0000
  11.000   1.4821   0.03144   0.02623  -0.0796   0.0076   1.0000
  11.500   1.4922   0.03431   0.02938  -0.0732   0.0071   1.0000
  12.000   1.4985   0.03753   0.03286  -0.0673   0.0068   1.0000
  12.500   1.5015   0.04108   0.03663  -0.0624   0.0064   1.0000
  13.000   1.4848   0.04741   0.04333  -0.0574   0.0061   1.0000
  13.500   1.4395   0.05831   0.05479  -0.0543   0.0060   1.0000
