  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.162 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.4835   0.01150   0.00550  -0.1083   0.7853   1.0000
   0.500   0.5358   0.01160   0.00533  -0.1071   0.7596   1.0000
   1.000   0.5897   0.01175   0.00520  -0.1063   0.7354   1.0000
   1.500   0.6417   0.01202   0.00528  -0.1052   0.7101   1.0000
   2.000   0.6952   0.01233   0.00537  -0.1045   0.6873   1.0000
   2.500   0.7478   0.01272   0.00561  -0.1037   0.6653   1.0000
   3.000   0.8002   0.01315   0.00593  -0.1029   0.6441   1.0000
   3.500   0.8531   0.01360   0.00629  -0.1022   0.6246   1.0000
   4.000   0.9061   0.01409   0.00669  -0.1015   0.6060   1.0000
   4.500   0.9590   0.01461   0.00715  -0.1009   0.5879   1.0000
   5.000   1.0099   0.01516   0.00772  -0.1000   0.5690   1.0000
   5.500   1.0602   0.01570   0.00832  -0.0989   0.5494   1.0000
   6.000   1.1100   0.01622   0.00887  -0.0977   0.5286   1.0000
   6.500   1.1595   0.01669   0.00930  -0.0963   0.5057   1.0000
   7.000   1.2037   0.01711   0.00983  -0.0941   0.4788   1.0000
   7.500   1.2470   0.01759   0.01038  -0.0917   0.4513   1.0000
   8.000   1.2877   0.01809   0.01095  -0.0889   0.4216   1.0000
   8.500   1.3238   0.01865   0.01164  -0.0854   0.3863   1.0000
   9.000   1.3536   0.01946   0.01246  -0.0810   0.3429   1.0000
   9.500   1.3715   0.02083   0.01369  -0.0749   0.2865   1.0000
  10.000   1.3730   0.02315   0.01569  -0.0670   0.2166   1.0000
  10.500   1.3635   0.02682   0.01892  -0.0591   0.1535   1.0000
  11.000   1.3566   0.03099   0.02290  -0.0529   0.1164   1.0000
  11.500   1.3524   0.03547   0.02731  -0.0481   0.0968   1.0000
  12.000   1.3527   0.03998   0.03186  -0.0444   0.0837   1.0000
  12.500   1.3554   0.04456   0.03646  -0.0413   0.0743   1.0000
  13.000   1.3629   0.04886   0.04082  -0.0387   0.0669   1.0000
  13.500   1.3744   0.05300   0.04514  -0.0364   0.0607   1.0000
  14.000   1.3930   0.05665   0.04876  -0.0338   0.0556   1.0000
  14.500   1.4036   0.06113   0.05356  -0.0320   0.0516   1.0000
  15.000   1.4282   0.06475   0.05714  -0.0298   0.0476   1.0000
