  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.830 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5028   0.00598   0.00136  -0.1207   0.8260   0.4241
   0.500   0.5582   0.00567   0.00145  -0.1206   0.7936   0.6145
   1.000   0.6064   0.00501   0.00144  -0.1185   0.7506   1.0000
   1.500   0.6603   0.00538   0.00153  -0.1179   0.6925   1.0000
   2.000   0.7151   0.00570   0.00166  -0.1175   0.6496   1.0000
   2.500   0.7698   0.00603   0.00185  -0.1173   0.6090   1.0000
   3.000   0.8241   0.00642   0.00206  -0.1169   0.5641   1.0000
   3.500   0.8770   0.00695   0.00235  -0.1163   0.4989   1.0000
   4.000   0.9287   0.00766   0.00271  -0.1156   0.4134   1.0000
   4.500   0.9738   0.00929   0.00348  -0.1141   0.2315   1.0000
   5.000   1.0218   0.01051   0.00422  -0.1130   0.1347   1.0000
   5.500   1.0702   0.01161   0.00497  -0.1119   0.0673   1.0000
   6.000   1.1180   0.01272   0.00588  -0.1106   0.0305   1.0000
   6.500   1.1656   0.01382   0.00697  -0.1091   0.0195   1.0000
   7.000   1.2131   0.01484   0.00812  -0.1076   0.0164   1.0000
   7.500   1.2580   0.01609   0.00945  -0.1057   0.0137   1.0000
   8.000   1.2985   0.01778   0.01133  -0.1030   0.0123   1.0000
   8.500   1.3402   0.01919   0.01290  -0.1006   0.0112   1.0000
   9.000   1.3817   0.02046   0.01425  -0.0984   0.0101   1.0000
   9.500   1.4045   0.02404   0.01810  -0.0931   0.0089   1.0000
  10.000   1.4409   0.02558   0.01985  -0.0901   0.0084   1.0000
  10.500   1.4696   0.02782   0.02233  -0.0860   0.0078   1.0000
  11.000   1.4904   0.03027   0.02503  -0.0808   0.0073   1.0000
  11.500   1.5031   0.03279   0.02777  -0.0747   0.0069   1.0000
  12.000   1.5118   0.03570   0.03090  -0.0690   0.0066   1.0000
  12.500   1.5055   0.04049   0.03600  -0.0629   0.0062   1.0000
  13.000   1.4584   0.05077   0.04694  -0.0562   0.0059   1.0000
  13.500   1.4519   0.05655   0.05304  -0.0546   0.0058   1.0000
  14.000   1.4292   0.06561   0.06247  -0.0551   0.0057   1.0000
  14.500   1.3961   0.07770   0.07493  -0.0588   0.0056   1.0000
  15.000   1.3518   0.09384   0.09144  -0.0664   0.0057   1.0000
