  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.354 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.1975   0.01678   0.01105  -0.0931   0.9931   0.0273
  -4.500  -0.1239   0.01420   0.00797  -0.0972   0.9892   0.0331
  -4.000  -0.0479   0.01292   0.00653  -0.1017   0.9852   0.0437
  -3.500   0.0255   0.01194   0.00549  -0.1056   0.9798   0.0606
  -3.000   0.1001   0.01117   0.00472  -0.1096   0.9738   0.0917
  -2.500   0.1763   0.01050   0.00419  -0.1142   0.9689   0.1374
  -2.000   0.2492   0.00993   0.00376  -0.1179   0.9610   0.1885
  -1.500   0.3209   0.00933   0.00338  -0.1212   0.9528   0.2562
  -1.000   0.3894   0.00870   0.00307  -0.1238   0.9427   0.3583
  -0.500   0.4482   0.00808   0.00290  -0.1241   0.9252   0.5035
   0.000   0.4976   0.00676   0.00268  -0.1217   0.9043   1.0000
   0.500   0.5536   0.00674   0.00252  -0.1212   0.8791   1.0000
   1.000   0.6090   0.00681   0.00244  -0.1205   0.8503   1.0000
   1.500   0.6638   0.00697   0.00245  -0.1198   0.8181   1.0000
   2.000   0.7165   0.00721   0.00247  -0.1185   0.7689   1.0000
   2.500   0.7694   0.00754   0.00262  -0.1174   0.7213   1.0000
   3.000   0.8227   0.00792   0.00286  -0.1166   0.6792   1.0000
   3.500   0.8753   0.00836   0.00317  -0.1157   0.6334   1.0000
   4.000   0.9261   0.00890   0.00351  -0.1145   0.5712   1.0000
   4.500   0.9754   0.00960   0.00397  -0.1131   0.4938   1.0000
   5.000   1.0195   0.01091   0.00465  -0.1110   0.3479   1.0000
   5.500   1.0577   0.01319   0.00592  -0.1085   0.1633   1.0000
   6.000   1.0985   0.01520   0.00733  -0.1063   0.0598   1.0000
   6.500   1.1390   0.01721   0.00929  -0.1035   0.0349   1.0000
   7.000   1.1795   0.01903   0.01123  -0.1008   0.0270   1.0000
   7.500   1.2168   0.02128   0.01367  -0.0974   0.0240   1.0000
   8.000   1.2549   0.02349   0.01607  -0.0943   0.0214   1.0000
   8.500   1.2884   0.02764   0.02039  -0.0909   0.0186   1.0000
   9.000   1.3269   0.03098   0.02414  -0.0880   0.0177   1.0000
   9.500   1.3602   0.03515   0.02882  -0.0844   0.0167   1.0000
  10.000   1.3862   0.03866   0.03273  -0.0803   0.0151   1.0000
  10.500   1.4007   0.04340   0.03793  -0.0750   0.0143   1.0000
  11.000   1.3933   0.04932   0.04444  -0.0673   0.0141   1.0000
  11.500   1.3406   0.05926   0.05522  -0.0566   0.0148   1.0000
  12.000   1.2762   0.07180   0.06845  -0.0523   0.0158   1.0000
  12.500   1.2237   0.08514   0.08221  -0.0554   0.0162   1.0000
  13.000   1.1719   0.10213   0.09954  -0.0650   0.0166   1.0000
  13.500   1.1150   0.12700   0.12467  -0.0823   0.0173   1.0000
