  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.290 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.4946   0.00776   0.00333  -0.1222   0.9179   1.0000
   0.500   0.5527   0.00765   0.00309  -0.1220   0.8956   1.0000
   1.000   0.6091   0.00762   0.00293  -0.1214   0.8695   1.0000
   1.500   0.6641   0.00769   0.00291  -0.1206   0.8390   1.0000
   2.000   0.7177   0.00785   0.00290  -0.1194   0.7988   1.0000
   2.500   0.7699   0.00812   0.00298  -0.1179   0.7483   1.0000
   3.000   0.8229   0.00848   0.00320  -0.1169   0.7060   1.0000
   3.500   0.8754   0.00890   0.00351  -0.1159   0.6618   1.0000
   4.000   0.9263   0.00941   0.00386  -0.1145   0.6053   1.0000
   4.500   0.9753   0.01006   0.00431  -0.1129   0.5330   1.0000
   5.000   1.0206   0.01108   0.00490  -0.1108   0.4180   1.0000
   5.500   1.0561   0.01346   0.00615  -0.1078   0.2036   1.0000
   6.000   1.0943   0.01577   0.00770  -0.1053   0.0750   1.0000
   6.500   1.1339   0.01790   0.00971  -0.1023   0.0414   1.0000
   7.000   1.1719   0.02006   0.01198  -0.0991   0.0320   1.0000
   7.500   1.2072   0.02260   0.01463  -0.0956   0.0271   1.0000
   8.000   1.2440   0.02595   0.01823  -0.0922   0.0249   1.0000
   8.500   1.2847   0.02852   0.02106  -0.0896   0.0221   1.0000
   9.000   1.3228   0.03195   0.02480  -0.0869   0.0203   1.0000
   9.500   1.3555   0.03756   0.03085  -0.0836   0.0192   1.0000
  10.500   1.3637   0.05126   0.04609  -0.0705   0.0177   1.0000
  11.000   1.3367   0.05831   0.05372  -0.0615   0.0178   1.0000
  11.500   1.2956   0.06685   0.06274  -0.0546   0.0181   1.0000
