  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.101 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.4404   0.01768   0.01059  -0.1066   0.8203   1.0000
   0.500   0.5051   0.01738   0.01002  -0.1073   0.8013   1.0000
   1.000   0.5669   0.01721   0.00961  -0.1075   0.7818   1.0000
   1.500   0.6186   0.01748   0.00973  -0.1062   0.7580   1.0000
   2.000   0.6760   0.01761   0.00968  -0.1058   0.7377   1.0000
   2.500   0.7335   0.01780   0.00973  -0.1055   0.7185   1.0000
   3.000   0.7843   0.01836   0.01023  -0.1043   0.6972   1.0000
   3.500   0.8363   0.01890   0.01072  -0.1034   0.6770   1.0000
   4.000   0.8895   0.01944   0.01123  -0.1026   0.6578   1.0000
   4.500   0.9431   0.01999   0.01177  -0.1019   0.6391   1.0000
   5.000   0.9972   0.02055   0.01231  -0.1012   0.6206   1.0000
   5.500   1.0444   0.02138   0.01327  -0.0996   0.5996   1.0000
   6.000   1.0936   0.02208   0.01406  -0.0982   0.5782   1.0000
   6.500   1.1471   0.02250   0.01449  -0.0971   0.5565   1.0000
   7.000   1.1920   0.02307   0.01521  -0.0948   0.5300   1.0000
   7.500   1.2393   0.02331   0.01548  -0.0926   0.5012   1.0000
   8.000   1.2833   0.02356   0.01578  -0.0898   0.4700   1.0000
   8.500   1.3210   0.02388   0.01624  -0.0862   0.4357   1.0000
   9.000   1.3521   0.02425   0.01673  -0.0815   0.3970   1.0000
   9.500   1.3716   0.02495   0.01752  -0.0752   0.3497   1.0000
  10.000   1.3733   0.02649   0.01895  -0.0667   0.2898   1.0000
  10.500   1.3580   0.02973   0.02177  -0.0574   0.2219   1.0000
  11.000   1.3401   0.03440   0.02600  -0.0499   0.1699   1.0000
  11.500   1.3323   0.03923   0.03054  -0.0444   0.1377   1.0000
  12.000   1.3364   0.04362   0.03485  -0.0405   0.1158   1.0000
  12.500   1.3557   0.04748   0.03847  -0.0373   0.0995   1.0000
  13.000   1.3834   0.05118   0.04218  -0.0348   0.0872   1.0000
  13.500   1.3999   0.05540   0.04675  -0.0322   0.0792   1.0000
  14.000   1.4242   0.06017   0.05179  -0.0300   0.0726   1.0000
  14.500   1.4381   0.06521   0.05710  -0.0279   0.0678   1.0000
  15.000   1.4426   0.07210   0.06437  -0.0260   0.0647   1.0000
