  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.929 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5023   0.00588   0.00126  -0.1204   0.8139   0.4000
   0.500   0.5580   0.00570   0.00134  -0.1203   0.7807   0.5406
   1.500   0.6601   0.00527   0.00148  -0.1179   0.6758   1.0000
   2.000   0.7152   0.00557   0.00161  -0.1176   0.6345   1.0000
   2.500   0.7702   0.00590   0.00179  -0.1174   0.5943   1.0000
   3.000   0.8245   0.00629   0.00200  -0.1170   0.5479   1.0000
   3.500   0.8776   0.00683   0.00229  -0.1165   0.4805   1.0000
   4.000   0.9289   0.00762   0.00267  -0.1158   0.3841   1.0000
   4.500   0.9739   0.00930   0.00348  -0.1143   0.2019   1.0000
   5.000   1.0232   0.01035   0.00413  -0.1134   0.1226   1.0000
   5.500   1.0717   0.01143   0.00487  -0.1123   0.0585   1.0000
   6.000   1.1201   0.01247   0.00575  -0.1110   0.0273   1.0000
   6.500   1.1683   0.01350   0.00681  -0.1096   0.0182   1.0000
   7.000   1.2171   0.01434   0.00773  -0.1084   0.0155   1.0000
   7.500   1.2601   0.01588   0.00941  -0.1061   0.0127   1.0000
   8.000   1.3056   0.01694   0.01058  -0.1043   0.0117   1.0000
   8.500   1.3488   0.01818   0.01194  -0.1023   0.0105   1.0000
   9.000   1.3865   0.01993   0.01380  -0.0994   0.0093   1.0000
   9.500   1.4183   0.02228   0.01639  -0.0955   0.0086   1.0000
  10.000   1.4539   0.02396   0.01826  -0.0923   0.0079   1.0000
  10.500   1.4847   0.02591   0.02041  -0.0885   0.0073   1.0000
  11.000   1.5104   0.02787   0.02254  -0.0841   0.0068   1.0000
  11.500   1.5235   0.03028   0.02514  -0.0778   0.0064   1.0000
  12.000   1.5014   0.03701   0.03241  -0.0681   0.0059   1.0000
  12.500   1.5111   0.03985   0.03551  -0.0635   0.0057   1.0000
  13.000   1.5136   0.04384   0.03979  -0.0594   0.0055   1.0000
  13.500   1.5033   0.04982   0.04612  -0.0561   0.0053   1.0000
  14.000   1.4821   0.05799   0.05465  -0.0548   0.0052   1.0000
  14.500   1.4527   0.06851   0.06555  -0.0563   0.0051   1.0000
  15.000   1.4139   0.08222   0.07964  -0.0612   0.0050   1.0000
