  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.931 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -10.000  -0.6820   0.02015   0.01754  -0.0986   0.9973   0.0059
  -9.500  -0.6205   0.01677   0.01375  -0.1029   0.9961   0.0062
  -9.000  -0.5573   0.01452   0.01119  -0.1062   0.9952   0.0064
  -8.500  -0.4929   0.01308   0.00955  -0.1091   0.9943   0.0070
  -8.000  -0.4311   0.01174   0.00800  -0.1111   0.9919   0.0075
  -7.500  -0.3671   0.01091   0.00705  -0.1132   0.9897   0.0079
  -7.000  -0.3018   0.00923   0.00507  -0.1160   0.9878   0.0088
  -6.500  -0.2375   0.00847   0.00421  -0.1181   0.9849   0.0098
  -6.000  -0.1781   0.00792   0.00357  -0.1189   0.9791   0.0109
  -5.500  -0.1199   0.00731   0.00289  -0.1193   0.9717   0.0139
  -5.000  -0.0641   0.00700   0.00255  -0.1192   0.9616   0.0165
  -4.500  -0.0081   0.00660   0.00212  -0.1191   0.9500   0.0219
  -4.000   0.0480   0.00628   0.00178  -0.1190   0.9361   0.0294
  -3.500   0.1043   0.00603   0.00151  -0.1189   0.9195   0.0407
  -3.000   0.1606   0.00580   0.00129  -0.1189   0.9005   0.0623
  -2.500   0.2173   0.00563   0.00113  -0.1189   0.8779   0.0867
  -2.000   0.2739   0.00553   0.00101  -0.1190   0.8524   0.1128
  -1.500   0.3305   0.00546   0.00093  -0.1190   0.8238   0.1454
  -1.000   0.3871   0.00543   0.00089  -0.1191   0.7932   0.1810
  -0.500   0.4436   0.00542   0.00088  -0.1192   0.7607   0.2262
   0.000   0.5000   0.00541   0.00091  -0.1193   0.7248   0.2899
   0.500   0.5552   0.00558   0.00099  -0.1192   0.6606   0.3570
   1.000   0.6110   0.00566   0.00110  -0.1193   0.6124   0.4416
   1.500   0.6673   0.00550   0.00128  -0.1196   0.5761   0.6368
   2.000   0.7178   0.00495   0.00139  -0.1184   0.5407   1.0000
   2.500   0.7733   0.00527   0.00155  -0.1184   0.4979   1.0000
   3.000   0.8274   0.00578   0.00177  -0.1181   0.4286   1.0000
   3.500   0.8785   0.00673   0.00218  -0.1175   0.3032   1.0000
   4.000   0.9282   0.00788   0.00274  -0.1166   0.1731   1.0000
   4.500   0.9804   0.00859   0.00318  -0.1161   0.1141   1.0000
   5.000   1.0315   0.00941   0.00371  -0.1154   0.0591   1.0000
   5.500   1.0830   0.01012   0.00426  -0.1147   0.0312   1.0000
   6.000   1.1345   0.01077   0.00484  -0.1140   0.0182   1.0000
   6.500   1.1853   0.01146   0.00552  -0.1131   0.0126   1.0000
   7.000   1.2363   0.01206   0.00614  -0.1123   0.0109   1.0000
   7.500   1.2842   0.01305   0.00721  -0.1109   0.0088   1.0000
   8.000   1.3340   0.01366   0.00787  -0.1100   0.0082   1.0000
   8.500   1.3818   0.01445   0.00871  -0.1087   0.0075   1.0000
   9.000   1.4278   0.01539   0.00970  -0.1071   0.0067   1.0000
   9.500   1.4660   0.01718   0.01169  -0.1042   0.0059   1.0000
  10.000   1.5111   0.01797   0.01255  -0.1026   0.0056   1.0000
  10.500   1.5537   0.01895   0.01360  -0.1006   0.0052   1.0000
  11.000   1.5946   0.01996   0.01468  -0.0983   0.0047   1.0000
  11.500   1.6326   0.02110   0.01591  -0.0957   0.0044   1.0000
  12.000   1.6578   0.02315   0.01813  -0.0910   0.0039   1.0000
  12.500   1.6669   0.02575   0.02101  -0.0836   0.0036   1.0000
  13.000   1.6870   0.02738   0.02277  -0.0785   0.0035   1.0000
  13.500   1.7043   0.02939   0.02493  -0.0735   0.0034   1.0000
  14.000   1.7157   0.03204   0.02778  -0.0685   0.0032   1.0000
  14.500   1.7230   0.03530   0.03123  -0.0640   0.0031   1.0000
  15.000   1.7259   0.03930   0.03544  -0.0602   0.0030   1.0000
  15.500   1.7228   0.04438   0.04073  -0.0572   0.0029   1.0000
  16.000   1.7148   0.05063   0.04721  -0.0557   0.0028   1.0000
  16.500   1.7001   0.05843   0.05525  -0.0556   0.0027   1.0000
  17.000   1.6753   0.06862   0.06571  -0.0576   0.0027   1.0000
  17.500   1.6402   0.08159   0.07896  -0.0620   0.0027   1.0000
  18.000   1.5870   0.09906   0.09675  -0.0695   0.0027   1.0000
  18.500   1.5115   0.12290   0.12097  -0.0817   0.0027   1.0000
  19.000   1.4075   0.15629   0.15477  -0.1005   0.0029   1.0000
