  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.261 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.4897   0.00842   0.00378  -0.1219   0.9231   1.0000
   0.500   0.5515   0.00821   0.00345  -0.1224   0.9035   1.0000
   1.000   0.6084   0.00813   0.00327  -0.1218   0.8782   1.0000
   1.500   0.6641   0.00815   0.00320  -0.1211   0.8493   1.0000
   2.000   0.7183   0.00827   0.00318  -0.1200   0.8132   1.0000
   2.500   0.7702   0.00848   0.00321  -0.1183   0.7626   1.0000
   3.000   0.8231   0.00882   0.00341  -0.1172   0.7199   1.0000
   3.500   0.8756   0.00923   0.00373  -0.1160   0.6763   1.0000
   4.000   0.9266   0.00970   0.00408  -0.1147   0.6227   1.0000
   4.500   0.9754   0.01033   0.00452  -0.1129   0.5515   1.0000
   5.000   1.0210   0.01127   0.00508  -0.1108   0.4475   1.0000
   5.500   1.0559   0.01355   0.00625  -0.1075   0.2298   1.0000
   6.000   1.0922   0.01607   0.00791  -0.1047   0.0856   1.0000
   6.500   1.1294   0.01850   0.01013  -0.1014   0.0447   1.0000
   7.000   1.1650   0.02100   0.01272  -0.0978   0.0347   1.0000
   7.500   1.2044   0.02304   0.01494  -0.0948   0.0295   1.0000
   8.000   1.2396   0.02758   0.01963  -0.0914   0.0261   1.0000
   8.500   1.2817   0.03026   0.02269  -0.0889   0.0241   1.0000
   9.000   1.3205   0.03424   0.02714  -0.0860   0.0222   1.0000
   9.500   1.3502   0.03996   0.03352  -0.0819   0.0214   1.0000
  10.000   1.3636   0.04660   0.04089  -0.0762   0.0210   1.0000
  10.500   1.3733   0.05134   0.04589  -0.0714   0.0194   1.0000
  11.000   1.3531   0.05820   0.05337  -0.0628   0.0195   1.0000
  11.500   1.2575   0.07319   0.06952  -0.0526   0.0229   1.0000
  12.000   1.2066   0.08502   0.08174  -0.0536   0.0238   1.0000
  12.500   1.1561   0.10016   0.09719  -0.0613   0.0243   1.0000
