  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.063 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.2864   0.02902   0.02048  -0.0918   0.8606   1.0000
   0.500   0.3472   0.02996   0.02105  -0.0935   0.8372   1.0000
   1.000   0.4173   0.03066   0.02147  -0.0963   0.8175   1.0000
   1.500   0.4882   0.03121   0.02182  -0.0989   0.7993   1.0000
   2.000   0.5273   0.03283   0.02331  -0.0972   0.7758   1.0000
   2.500   0.5830   0.03388   0.02427  -0.0976   0.7565   1.0000
   3.500   0.6978   0.03571   0.02605  -0.0981   0.7207   1.0000
   4.000   0.7539   0.03658   0.02696  -0.0979   0.7032   1.0000
   4.500   0.8109   0.03731   0.02777  -0.0976   0.6858   1.0000
   6.000   0.9311   0.04268   0.03352  -0.0916   0.6232   1.0000
   6.500   0.9994   0.04212   0.03317  -0.0910   0.6051   1.0000
   7.500   1.0985   0.04308   0.03459  -0.0863   0.5579   1.0000
   8.000   1.1515   0.04264   0.03442  -0.0835   0.5302   1.0000
   8.500   1.2403   0.03869   0.03066  -0.0826   0.4972   1.0000
   9.000   1.3159   0.03551   0.02749  -0.0810   0.4561   1.0000
   9.500   1.3558   0.03439   0.02641  -0.0760   0.4084   1.0000
  10.000   1.3661   0.03456   0.02666  -0.0677   0.3534   1.0000
  10.500   1.3578   0.03603   0.02782  -0.0577   0.2912   1.0000
  11.000   1.3426   0.03968   0.03095  -0.0489   0.2326   1.0000
  11.500   1.3399   0.04418   0.03506  -0.0430   0.1879   1.0000
  12.000   1.3595   0.04847   0.03899  -0.0393   0.1549   1.0000
  12.500   1.3833   0.05329   0.04392  -0.0364   0.1334   1.0000
  13.000   1.4081   0.05855   0.04941  -0.0339   0.1187   1.0000
  13.500   1.4241   0.06478   0.05597  -0.0313   0.1094   1.0000
  14.000   1.4118   0.07167   0.06338  -0.0280   0.1039   1.0000
  14.500   1.4118   0.07958   0.07157  -0.0261   0.0992   1.0000
  15.000   1.3601   0.08995   0.08256  -0.0250   0.0990   1.0000
