  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.115 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000  -0.0000   0.01579   0.00947   0.0000   0.9736   0.9736
   0.500   0.1547   0.01537   0.00911  -0.0195   0.9557   0.9872
   1.000   0.2798   0.01442   0.00827  -0.0329   0.9141   1.0000
   1.500   0.3297   0.01375   0.00753  -0.0311   0.8501   1.0000
   2.000   0.3686   0.01341   0.00703  -0.0269   0.7839   1.0000
   2.500   0.4096   0.01333   0.00673  -0.0233   0.7158   1.0000
   3.000   0.4520   0.01348   0.00662  -0.0202   0.6458   1.0000
   3.500   0.4942   0.01381   0.00666  -0.0172   0.5748   1.0000
   4.000   0.5357   0.01428   0.00686  -0.0142   0.5009   1.0000
   4.500   0.5758   0.01494   0.00719  -0.0111   0.4252   1.0000
   5.000   0.6144   0.01579   0.00772  -0.0080   0.3460   1.0000
   5.500   0.6513   0.01696   0.00851  -0.0047   0.2685   1.0000
   6.000   0.6874   0.01847   0.00964  -0.0014   0.2052   1.0000
   6.500   0.7242   0.02022   0.01112   0.0018   0.1625   1.0000
   7.000   0.7630   0.02214   0.01289   0.0047   0.1343   1.0000
   7.500   0.8038   0.02417   0.01493   0.0072   0.1144   1.0000
   8.000   0.8458   0.02657   0.01738   0.0095   0.1004   1.0000
   8.500   0.8873   0.02947   0.02048   0.0116   0.0899   1.0000
   9.000   0.9266   0.03286   0.02408   0.0138   0.0820   1.0000
   9.500   0.9608   0.03646   0.02816   0.0166   0.0761   1.0000
  10.000   0.9870   0.04130   0.03344   0.0195   0.0715   1.0000
  10.500   0.9914   0.04755   0.04061   0.0243   0.0693   1.0000
  11.000   0.9744   0.05508   0.04891   0.0292   0.0684   1.0000
  11.500   0.9263   0.06356   0.05795   0.0336   0.0689   1.0000
  12.000   0.8615   0.07634   0.07111   0.0293   0.0707   1.0000
  12.500   0.8148   0.09230   0.08718   0.0205   0.0725   1.0000
  13.000   0.4839   0.13761   0.13271  -0.0013   0.1331   1.0000
  13.500   0.5044   0.14320   0.13834  -0.0009   0.1245   1.0000
  14.000   0.4827   0.14780   0.14294  -0.0035   0.1209   1.0000
  14.500   0.4808   0.15169   0.14685  -0.0051   0.1124   1.0000
  15.000   0.4920   0.15817   0.15333  -0.0059   0.1082   1.0000
