  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.731 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0627   0.00715   0.00261  -0.1197   0.9669   0.0180
  -4.500  -0.0068   0.00682   0.00225  -0.1195   0.9562   0.0222
  -4.000   0.0491   0.00646   0.00187  -0.1193   0.9430   0.0300
  -3.500   0.1052   0.00618   0.00158  -0.1192   0.9276   0.0426
  -3.000   0.1616   0.00592   0.00136  -0.1192   0.9094   0.0643
  -2.500   0.2179   0.00575   0.00118  -0.1192   0.8881   0.0902
  -2.000   0.2745   0.00562   0.00105  -0.1192   0.8637   0.1172
  -1.500   0.3310   0.00555   0.00097  -0.1192   0.8360   0.1505
  -1.000   0.3874   0.00550   0.00092  -0.1192   0.8061   0.1890
   0.000   0.5003   0.00545   0.00094  -0.1194   0.7405   0.3043
   0.500   0.5555   0.00558   0.00102  -0.1193   0.6814   0.3764
   1.000   0.6110   0.00567   0.00114  -0.1193   0.6277   0.4731
   1.500   0.6666   0.00528   0.00135  -0.1196   0.5901   0.7745
   2.000   0.7173   0.00502   0.00142  -0.1183   0.5546   1.0000
   2.500   0.7728   0.00535   0.00158  -0.1182   0.5126   1.0000
   3.000   0.8270   0.00584   0.00180  -0.1179   0.4467   1.0000
   3.500   0.8790   0.00663   0.00215  -0.1174   0.3413   1.0000
   4.000   0.9275   0.00794   0.00276  -0.1164   0.1893   1.0000
   5.000   1.0304   0.00953   0.00376  -0.1151   0.0679   1.0000
   5.500   1.0814   0.01030   0.00435  -0.1144   0.0335   1.0000
   6.000   1.1323   0.01103   0.00498  -0.1135   0.0186   1.0000
   6.500   1.1827   0.01179   0.00574  -0.1126   0.0128   1.0000
   7.000   1.2338   0.01236   0.00635  -0.1118   0.0114   1.0000
   7.500   1.2825   0.01320   0.00722  -0.1106   0.0096   1.0000
   8.000   1.3298   0.01415   0.00828  -0.1091   0.0085   1.0000
   8.500   1.3774   0.01496   0.00915  -0.1078   0.0078   1.0000
   9.000   1.4234   0.01587   0.01013  -0.1063   0.0071   1.0000
   9.500   1.4650   0.01721   0.01157  -0.1040   0.0063   1.0000
  10.000   1.5021   0.01891   0.01347  -0.1009   0.0058   1.0000
  10.500   1.5438   0.01993   0.01458  -0.0988   0.0054   1.0000
  11.000   1.5829   0.02106   0.01580  -0.0963   0.0050   1.0000
  11.500   1.6198   0.02223   0.01707  -0.0935   0.0046   1.0000
  12.000   1.6503   0.02368   0.01862  -0.0897   0.0042   1.0000
  12.500   1.6544   0.02655   0.02176  -0.0816   0.0038   1.0000
  13.000   1.6558   0.02974   0.02524  -0.0741   0.0036   1.0000
  13.500   1.6718   0.03201   0.02766  -0.0696   0.0035   1.0000
  14.000   1.6810   0.03506   0.03092  -0.0650   0.0034   1.0000
  14.500   1.6844   0.03896   0.03504  -0.0610   0.0033   1.0000
  15.000   1.6819   0.04391   0.04023  -0.0578   0.0032   1.0000
  15.500   1.6717   0.05038   0.04696  -0.0560   0.0031   1.0000
  16.000   1.6545   0.05851   0.05536  -0.0559   0.0030   1.0000
  16.500   1.6292   0.06884   0.06598  -0.0580   0.0030   1.0000
  17.000   1.5919   0.08239   0.07983  -0.0627   0.0030   1.0000
