  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.560 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5047   0.00640   0.00182  -0.1220   0.8655   0.5481
   0.500   0.5526   0.00542   0.00176  -0.1197   0.8359   1.0000
   1.000   0.6078   0.00561   0.00176  -0.1192   0.8035   1.0000
   1.500   0.6616   0.00589   0.00181  -0.1184   0.7549   1.0000
   2.000   0.7149   0.00626   0.00192  -0.1176   0.7028   1.0000
   2.500   0.7691   0.00661   0.00211  -0.1170   0.6609   1.0000
   3.000   0.8229   0.00699   0.00234  -0.1165   0.6181   1.0000
   3.500   0.8756   0.00746   0.00263  -0.1158   0.5629   1.0000
   4.000   0.9272   0.00806   0.00298  -0.1149   0.4932   1.0000
   4.500   0.9761   0.00900   0.00348  -0.1138   0.3846   1.0000
   5.000   1.0177   0.01101   0.00449  -0.1118   0.1904   1.0000
   5.500   1.0643   0.01232   0.00537  -0.1104   0.1025   1.0000
   6.000   1.1093   0.01381   0.00650  -0.1087   0.0404   1.0000
   6.500   1.1545   0.01521   0.00791  -0.1068   0.0252   1.0000
   7.000   1.1996   0.01650   0.00930  -0.1048   0.0203   1.0000
   7.500   1.2383   0.01850   0.01150  -0.1017   0.0177   1.0000
   8.000   1.2804   0.01992   0.01305  -0.0994   0.0155   1.0000
   8.500   1.3178   0.02185   0.01513  -0.0964   0.0140   1.0000
   9.000   1.3442   0.02605   0.01963  -0.0917   0.0127   1.0000
   9.500   1.3820   0.02761   0.02142  -0.0889   0.0117   1.0000
  10.000   1.4131   0.03024   0.02432  -0.0852   0.0107   1.0000
  10.500   1.4379   0.03306   0.02744  -0.0808   0.0100   1.0000
  11.000   1.4506   0.03644   0.03108  -0.0750   0.0094   1.0000
  11.500   1.4388   0.04298   0.03815  -0.0668   0.0090   1.0000
  12.000   1.4058   0.05125   0.04704  -0.0586   0.0089   1.0000
  13.500   1.1924   0.07119   0.06808  -0.0393   0.0091   1.0000
  14.000   1.1455   0.08413   0.08135  -0.0423   0.0092   1.0000
  14.500   1.0909   0.09883   0.09641  -0.0481   0.0094   1.0000
  15.000   0.8398   0.15581   0.15404  -0.0779   0.0141   1.0000
