  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.387 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -5.000  -0.0634   0.00765   0.00294  -0.1198   0.9743   0.0196
  -4.500  -0.0047   0.00724   0.00248  -0.1203   0.9662   0.0241
  -4.000   0.0519   0.00688   0.00211  -0.1203   0.9554   0.0310
  -3.500   0.1077   0.00649   0.00175  -0.1201   0.9421   0.0487
  -3.000   0.1636   0.00622   0.00150  -0.1199   0.9258   0.0703
  -2.500   0.2197   0.00601   0.00131  -0.1198   0.9068   0.0978
  -2.000   0.2759   0.00586   0.00117  -0.1197   0.8851   0.1274
  -1.500   0.3321   0.00575   0.00107  -0.1196   0.8597   0.1620
  -1.000   0.3883   0.00568   0.00101  -0.1196   0.8314   0.2050
  -0.500   0.4446   0.00562   0.00100  -0.1196   0.8006   0.2618
   0.000   0.5009   0.00558   0.00103  -0.1197   0.7676   0.3337
   0.500   0.5564   0.00560   0.00110  -0.1196   0.7229   0.4189
   1.000   0.6111   0.00561   0.00124  -0.1195   0.6614   0.5724
   1.500   0.6607   0.00491   0.00135  -0.1181   0.6200   1.0000
   2.000   0.7164   0.00519   0.00147  -0.1180   0.5826   1.0000
   2.500   0.7718   0.00551   0.00164  -0.1179   0.5421   1.0000
   3.000   0.8261   0.00596   0.00185  -0.1176   0.4832   1.0000
   3.500   0.8791   0.00659   0.00215  -0.1172   0.4033   1.0000
   4.000   0.9270   0.00795   0.00275  -0.1161   0.2380   1.0000
   4.500   0.9772   0.00895   0.00333  -0.1153   0.1454   1.0000
   5.000   1.0280   0.00979   0.00387  -0.1146   0.0862   1.0000
   5.500   1.0778   0.01071   0.00453  -0.1136   0.0396   1.0000
   6.000   1.1285   0.01145   0.00519  -0.1128   0.0228   1.0000
   6.500   1.1787   0.01221   0.00593  -0.1118   0.0155   1.0000
   7.000   1.2276   0.01310   0.00690  -0.1105   0.0124   1.0000
   7.500   1.2768   0.01385   0.00770  -0.1094   0.0109   1.0000
   8.000   1.3219   0.01507   0.00900  -0.1076   0.0092   1.0000
   8.500   1.3667   0.01619   0.01025  -0.1058   0.0085   1.0000
   9.000   1.4112   0.01723   0.01140  -0.1039   0.0078   1.0000
   9.500   1.4542   0.01833   0.01258  -0.1019   0.0071   1.0000
  10.000   1.4927   0.01980   0.01416  -0.0992   0.0064   1.0000
  10.500   1.5178   0.02252   0.01716  -0.0943   0.0058   1.0000
  11.000   1.5536   0.02380   0.01858  -0.0913   0.0055   1.0000
  11.500   1.5839   0.02527   0.02019  -0.0875   0.0051   1.0000
  12.000   1.6054   0.02691   0.02200  -0.0822   0.0048   1.0000
  12.500   1.6241   0.02874   0.02397  -0.0770   0.0045   1.0000
  13.000   1.6385   0.03107   0.02646  -0.0718   0.0042   1.0000
  13.500   1.6389   0.03484   0.03047  -0.0660   0.0039   1.0000
  14.000   1.6022   0.04288   0.03901  -0.0592   0.0037   1.0000
  14.500   1.5796   0.05063   0.04713  -0.0564   0.0036   1.0000
  15.000   1.5682   0.05794   0.05471  -0.0561   0.0036   1.0000
  15.500   1.5451   0.06787   0.06494  -0.0579   0.0035   1.0000
  16.000   1.5132   0.08055   0.07793  -0.0623   0.0035   1.0000
  16.500   1.4681   0.09708   0.09478  -0.0698   0.0035   1.0000
  17.000   1.4024   0.12000   0.11806  -0.0819   0.0036   1.0000
