  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.702 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.500   0.5521   0.00518   0.00163  -0.1194   0.8126   0.8870
   1.500   0.6606   0.00557   0.00163  -0.1180   0.7187   1.0000
   2.000   0.7149   0.00592   0.00176  -0.1175   0.6722   1.0000
   2.500   0.7693   0.00626   0.00194  -0.1171   0.6312   1.0000
   3.000   0.8235   0.00664   0.00216  -0.1167   0.5874   1.0000
   3.500   0.8763   0.00715   0.00245  -0.1161   0.5254   1.0000
   4.000   0.9281   0.00778   0.00280  -0.1153   0.4505   1.0000
   4.500   0.9749   0.00912   0.00344  -0.1140   0.2957   1.0000
   5.000   1.0199   0.01075   0.00434  -0.1125   0.1537   1.0000
   5.500   1.0677   0.01191   0.00513  -0.1113   0.0809   1.0000
   6.000   1.1143   0.01317   0.00615  -0.1098   0.0339   1.0000
   6.500   1.1619   0.01426   0.00724  -0.1083   0.0224   1.0000
   7.000   1.2063   0.01570   0.00881  -0.1062   0.0178   1.0000
   7.500   1.2520   0.01682   0.01003  -0.1044   0.0154   1.0000
   8.000   1.2893   0.01886   0.01222  -0.1013   0.0132   1.0000
   8.500   1.3264   0.02088   0.01446  -0.0981   0.0123   1.0000
   9.000   1.3656   0.02247   0.01621  -0.0954   0.0112   1.0000
   9.500   1.4032   0.02399   0.01786  -0.0926   0.0101   1.0000
  10.000   1.4287   0.02709   0.02116  -0.0881   0.0091   1.0000
  10.500   1.4488   0.03106   0.02555  -0.0829   0.0086   1.0000
  11.000   1.4656   0.03398   0.02881  -0.0772   0.0082   1.0000
  11.500   1.4700   0.03767   0.03288  -0.0703   0.0078   1.0000
  12.000   1.4653   0.04231   0.03792  -0.0636   0.0074   1.0000
  12.500   1.4571   0.04728   0.04324  -0.0583   0.0071   1.0000
  13.000   1.4460   0.05295   0.04922  -0.0550   0.0068   1.0000
  13.500   1.4292   0.06016   0.05676  -0.0537   0.0066   1.0000
  14.000   1.4013   0.07021   0.06716  -0.0552   0.0065   1.0000
  14.500   1.3643   0.08344   0.08075  -0.0600   0.0065   1.0000
  15.000   1.2849   0.10849   0.10635  -0.0734   0.0068   1.0000
