r, v_axial, v_tangential, inflowangle, alpha, Faxial, Ftan, Gammas, v_rot_norm, v_rot_a, v_rot_t, u, v, w, Cl, Cd,  misc
1.155172413793103536e-01,-8.482887652419996982e-01,4.231507931917357190e+00,1.978470717596184369e-01,3.391427287855847794e+00,6.130760174327611230e-04,1.864885379952072346e-03,5.897911182535752611e-03,4.112958657975603671e+00,0.000000000000000000e+00,4.112958657975603671e+00,1.185492739417534219e-01,3.634963394180762419e-02,-8.482887652419996982e-01,3.737037009748891969e-02,6.596070285630782626e-02,2.136280803036678844e+04,4.263199708744715988e-01,7.313912009512485435e-02,1.472722948870392301e+01,8.791418342178286593e+01
1.465517241379310498e-01,-1.008039709152481755e+00,5.296199643998765083e+00,1.880829859296572204e-01,3.414958565324917927e+00,1.266658601176706006e-02,6.150648881703803597e-03,6.632088369386768267e-02,5.217932625789944545e+00,0.000000000000000000e+00,5.217932625789944545e+00,7.826701820882087102e-02,4.636446378855344636e-02,-1.008039709152481755e+00,2.498930974568964181e-01,6.753840910566452638e-02,3.592390618075204839e+04,4.448808897407226404e+00,9.845422116527942358e-02,1.419131985731272394e+01,9.394816620924174799e+00
1.775862068965517182e-01,-1.341668652316083232e+00,6.315022335701524270e+00,2.093439401112287823e-01,1.680148773310548904e+00,3.882390978693555511e-02,1.311195785522501628e-02,1.658306565237797625e-01,6.322906593604285419e+00,0.000000000000000000e+00,6.322906593604285419e+00,-7.884257902760871684e-03,4.211039228391903755e-02,-1.341668652316083232e+00,4.216308680818628973e-01,4.928249748411741432e-02,5.323777923541717610e+04,1.076370645042560525e+01,1.218430439952437605e-01,1.367467300832342403e+01,6.468664479920708743e+01
2.086206896551724144e-01,-1.691980159906131487e+00,7.328065523554341709e+00,2.269139110088686517e-01,1.760795281207077068e-01,7.750947044675292330e-02,2.269936080968379746e-02,2.819970086108307128e-01,7.427880561418626293e+00,0.000000000000000000e+00,7.427880561418626293e+00,-9.981503786428419511e-02,1.141813152170665681e-02,-1.691980159906131487e+00,5.232916949920356497e-01,3.037390639381062907e-02,7.294376381037662213e+04,1.812946509148964935e+01,1.433055885850178235e-01,1.317728894173602860e+01,8.843338658827452070e-01
2.396551724137931105e-01,-1.935195327228982798e+00,8.367006250465395922e+00,2.272921465531229368e-01,-3.237130564123908982e-01,1.250553668067466706e-01,3.425497448946865364e-02,3.968234610943614515e-01,8.532854529232967167e+00,0.000000000000000000e+00,8.532854529232967167e+00,-1.658482787675706338e-01,-4.182794100225072781e-02,-1.935195327228982798e+00,5.675120121118134575e-01,2.275141551384134153e-02,9.464764050898331334e+04,2.563619850760840180e+01,1.628418549346016542e-01,1.269916765755053589e+01,1.561448832612313486e+00
2.706896551724138344e-01,-2.123222939151238720e+00,9.421720275012859247e+00,2.216514185116114921e-01,-4.593816480362811205e-01,1.810365197673940163e-01,4.713031736821195194e-02,5.092152926379779343e-01,9.637828497047310705e+00,0.000000000000000000e+00,9.637828497047310705e+00,-2.161082220344519023e-01,-1.063282020919103371e-01,-2.123222939151238720e+00,5.843635057372276176e-01,1.930931382936131729e-02,1.179521499805471976e+05,3.338591089266050460e+01,1.804518430439952525e-01,1.224030915576694412e+01,3.037979314481814299e+02
3.017241379310344751e-01,-2.292872702344598501e+00,1.048409874207810688e+01,2.153100105044588319e-01,-5.356414524376571507e-01,2.457851700671929429e-01,6.127841138596151760e-02,6.205980482987931701e-01,1.074280246486164891e+01,0.000000000000000000e+00,1.074280246486164891e+01,-2.587037227835414788e-01,-1.775380763659579197e-01,-2.292872702344598501e+00,5.896680836232688350e-01,1.712033004865616895e-02,1.424591317560489697e+05,4.159744203638523175e+01,1.961355529131985631e-01,1.180071343638525505e+01,3.218265555943447964e+01
3.327586206896551713e-01,-2.449426257154931896e+00,1.155221094709370355e+01,2.089365652311930832e-01,-5.908028743017119666e-01,3.192071050348326278e-01,7.656304105050881770e-02,7.309232123768030220e-01,1.184777643267599068e+01,0.000000000000000000e+00,1.184777643267599068e+01,-2.955654855822867910e-01,-2.545998818912070250e-01,-2.449426257154931896e+00,5.897792390443914456e-01,1.561521277782897121e-02,1.677528019821991911e+05,5.037606794891527073e+01,2.098929845422116414e-01,1.138038049940546870e+01,3.359805870076158953e+02
3.637931034482758674e-01,-2.595632615279536815e+00,1.262453614635797017e+01,2.027764574877614356e-01,-6.389248538351051110e-01,4.010964810022805693e-01,9.284910213964431280e-02,8.399720624723152618e-01,1.295275040049033244e+01,0.000000000000000000e+00,1.295275040049033244e+01,-3.282142541323627150e-01,-3.380539491413346309e-01,-2.595632615279536815e+00,5.878626121816272754e-01,1.452604190587520466e-02,1.934089249687122065e+05,5.981277851706643389e+01,2.217241379310344596e-01,1.097931034482758506e+01,3.344997846186782340e+02
3.948275862068965636e-01,-2.734308717934487376e+00,1.369988905695146109e+01,1.969976380194257415e-01,-6.896302599074157769e-01,4.912622604413410810e-01,1.098402684004707308e-01,9.475713069205954353e-01,1.405772436830467242e+01,0.000000000000000000e+00,1.405772436830467242e+01,-3.578353113532116714e-01,-4.282491453006775362e-01,-2.734308717934487376e+00,5.856656432175534333e-01,1.345644566255246172e-02,2.190027978389019263e+05,7.000905669957276700e+01,2.316290130796670454e-01,1.059750297265160413e+01,8.700000000000000000e+01
