  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.043 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1406   0.02484   0.01347  -0.0837   1.0000   0.4193
  -1.500   0.1842   0.02159   0.01220  -0.0796   1.0000   0.7952
  -1.000   0.2306   0.02240   0.01185  -0.0806   1.0000   1.0000
  -0.500   0.2762   0.02365   0.01261  -0.0809   1.0000   1.0000
   0.000   0.3189   0.02516   0.01383  -0.0812   1.0000   1.0000
   0.500   0.3592   0.02695   0.01545  -0.0815   1.0000   1.0000
   1.000   0.3972   0.02904   0.01747  -0.0820   1.0000   1.0000
   1.500   0.4333   0.03143   0.01985  -0.0825   1.0000   1.0000
   2.000   0.4824   0.03417   0.02266  -0.0860   0.9926   1.0000
   2.500   0.5698   0.03707   0.02580  -0.0961   0.9620   1.0000
   3.000   0.6450   0.03978   0.02885  -0.1032   0.9296   1.0000
   3.500   0.7541   0.04063   0.03027  -0.1124   0.8714   1.0000
   4.000   0.8510   0.04024   0.03063  -0.1168   0.8163   1.0000
   4.500   0.9560   0.03774   0.02916  -0.1188   0.7590   1.0000
   5.000   1.0667   0.03047   0.02294  -0.1123   0.6594   1.0000
   5.500   1.1056   0.02805   0.01994  -0.0980   0.4525   1.0000
   6.000   1.1047   0.03296   0.02251  -0.0867   0.2330   1.0000
   6.500   1.1553   0.04111   0.02994  -0.0840   0.1306   1.0000
   7.000   1.2072   0.04790   0.03713  -0.0821   0.1075   1.0000
   7.500   1.2380   0.05611   0.04651  -0.0780   0.1002   1.0000
   8.000   1.2512   0.06490   0.05640  -0.0732   0.0973   1.0000
   8.500   1.2391   0.07510   0.06757  -0.0678   0.1001   1.0000
   9.000   1.2140   0.08531   0.07837  -0.0634   0.1032   1.0000
   9.500   1.1910   0.09556   0.08894  -0.0604   0.1065   1.0000
  10.000   1.0821   0.11151   0.10512  -0.0681   0.1138   1.0000
  10.500   1.0708   0.12585   0.11948  -0.0729   0.1201   1.0000
  11.000   0.7468   0.15049   0.14409  -0.0856   0.3169   1.0000
  11.500   0.7503   0.15802   0.15166  -0.0860   0.3048   1.0000
  12.000   0.7418   0.16285   0.15648  -0.0864   0.2888   1.0000
  12.500   0.7460   0.16869   0.16233  -0.0865   0.2659   1.0000
  13.500   0.7506   0.18076   0.17447  -0.0884   0.2371   1.0000
  14.000   0.7513   0.18636   0.18007  -0.0897   0.2238   1.0000
  14.500   0.7541   0.19217   0.18588  -0.0911   0.2103   1.0000
  15.000   0.7571   0.19818   0.19189  -0.0927   0.1994   1.0000
