  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.089 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0657   0.02010   0.01085  -0.0857   1.0000   0.2158
  -1.500   0.1182   0.01957   0.01048  -0.0862   1.0000   0.2812
  -1.000   0.1703   0.01933   0.01057  -0.0868   1.0000   0.3705
  -0.500   0.2288   0.01869   0.01086  -0.0883   1.0000   0.5844
   0.000   0.2791   0.01863   0.01119  -0.0886   0.9929   1.0000
   0.500   0.3726   0.01943   0.01161  -0.0974   0.9730   1.0000
   1.000   0.4583   0.02001   0.01202  -0.1043   0.9507   1.0000
   1.500   0.5464   0.02032   0.01228  -0.1112   0.9302   1.0000
   2.000   0.6227   0.02053   0.01256  -0.1154   0.9057   1.0000
   2.500   0.7071   0.02034   0.01251  -0.1205   0.8853   1.0000
   3.000   0.7822   0.01996   0.01235  -0.1230   0.8611   1.0000
   3.500   0.8533   0.01860   0.01119  -0.1224   0.8250   1.0000
   4.000   0.9174   0.01775   0.01058  -0.1209   0.7891   1.0000
   4.500   0.9721   0.01741   0.01041  -0.1181   0.7448   1.0000
   5.000   1.0203   0.01720   0.01036  -0.1138   0.6821   1.0000
   5.500   1.0618   0.01725   0.01030  -0.1082   0.5838   1.0000
   6.000   1.0871   0.01883   0.01094  -0.1008   0.3549   1.0000
   6.500   1.0948   0.02451   0.01460  -0.0930   0.1336   1.0000
   7.000   1.1287   0.02844   0.01823  -0.0889   0.0901   1.0000
   7.500   1.1748   0.03272   0.02238  -0.0870   0.0712   1.0000
   8.000   1.2281   0.03823   0.02851  -0.0852   0.0641   1.0000
   8.500   1.2693   0.04518   0.03581  -0.0833   0.0577   1.0000
   9.000   1.2944   0.05257   0.04429  -0.0784   0.0570   1.0000
   9.500   1.3116   0.06168   0.05428  -0.0736   0.0586   1.0000
  10.000   1.2723   0.07252   0.06663  -0.0636   0.0663   1.0000
  10.500   1.1322   0.07190   0.06664  -0.0433   0.0658   1.0000
  11.000   1.0735   0.08185   0.07694  -0.0397   0.0671   1.0000
  11.500   1.0138   0.09382   0.08916  -0.0409   0.0683   1.0000
  12.000   0.8592   0.12973   0.12524  -0.0641   0.0997   1.0000
  12.500   0.7911   0.14941   0.14485  -0.0762   0.1562   1.0000
  13.000   0.8178   0.15792   0.15341  -0.0742   0.1497   1.0000
  13.500   0.7767   0.16248   0.15792  -0.0796   0.1412   1.0000
  14.000   0.7737   0.16889   0.16432  -0.0813   0.1324   1.0000
  14.500   0.8085   0.17847   0.17397  -0.0788   0.1225   1.0000
  15.000   0.7699   0.18104   0.17648  -0.0853   0.1161   1.0000
