  
       XFOIL         Version 6.99
  
 Calculated polar for: AG04                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -1.500   0.0156   0.00640   0.00156  -0.0378   0.9831   0.4002
  -1.000   0.0838   0.00544   0.00142  -0.0404   0.9537   0.6552
  -0.500   0.1436   0.00459   0.00130  -0.0399   0.9057   1.0000
   0.000   0.1938   0.00476   0.00116  -0.0379   0.8422   1.0000
   0.500   0.2454   0.00504   0.00109  -0.0364   0.7739   1.0000
   1.000   0.2984   0.00536   0.00108  -0.0354   0.7053   1.0000
   1.500   0.3521   0.00572   0.00113  -0.0347   0.6369   1.0000
   2.000   0.4060   0.00612   0.00123  -0.0341   0.5661   1.0000
   2.500   0.4601   0.00656   0.00139  -0.0337   0.4931   1.0000
   3.000   0.5142   0.00706   0.00163  -0.0333   0.4196   1.0000
   3.500   0.5681   0.00761   0.00192  -0.0330   0.3503   1.0000
   4.000   0.6220   0.00820   0.00230  -0.0327   0.2874   1.0000
   4.500   0.6757   0.00882   0.00273  -0.0325   0.2302   1.0000
   5.000   0.7291   0.00951   0.00327  -0.0322   0.1777   1.0000
   5.500   0.7819   0.01028   0.00388  -0.0318   0.1283   1.0000
   6.000   0.8342   0.01120   0.00466  -0.0315   0.0828   1.0000
   6.500   0.8854   0.01234   0.00569  -0.0309   0.0478   1.0000
   7.000   0.9352   0.01383   0.00719  -0.0301   0.0271   1.0000
   7.500   0.9844   0.01537   0.00890  -0.0292   0.0175   1.0000
   8.000   1.0280   0.01812   0.01191  -0.0277   0.0117   1.0000
   8.500   1.0739   0.02017   0.01426  -0.0263   0.0098   1.0000
   9.000   1.1169   0.02245   0.01676  -0.0250   0.0081   1.0000
   9.500   1.1447   0.02807   0.02300  -0.0223   0.0070   1.0000
  10.000   1.1735   0.03253   0.02806  -0.0200   0.0066   1.0000
  10.500   1.1849   0.03882   0.03503  -0.0172   0.0062   1.0000
  11.000   1.1692   0.04626   0.04307  -0.0141   0.0060   1.0000
  11.500   1.1348   0.05678   0.05406  -0.0186   0.0060   1.0000
  12.000   1.0975   0.07422   0.07189  -0.0333   0.0062   1.0000
  12.500   1.0516   0.09577   0.09366  -0.0481   0.0066   1.0000
