  
       XFOIL         Version 6.99
  
 Calculated polar for: AG45c -03f                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1279   0.00982   0.00366  -0.0322   0.8471   0.0172
  -1.500  -0.0768   0.00909   0.00238  -0.0305   0.7602   0.0289
  -1.000  -0.0224   0.00824   0.00182  -0.0302   0.7295   0.1540
   0.000   0.0793   0.00602   0.00163  -0.0284   0.6848   0.8152
   0.500   0.1397   0.00569   0.00144  -0.0283   0.6600   1.0000
   1.000   0.1958   0.00576   0.00130  -0.0281   0.6313   1.0000
   1.500   0.2517   0.00589   0.00122  -0.0278   0.5986   1.0000
   2.000   0.3074   0.00608   0.00119  -0.0276   0.5640   1.0000
   2.500   0.3632   0.00629   0.00123  -0.0274   0.5277   1.0000
   3.000   0.4189   0.00655   0.00132  -0.0272   0.4919   1.0000
   3.500   0.4746   0.00683   0.00146  -0.0271   0.4551   1.0000
   4.000   0.5302   0.00714   0.00163  -0.0270   0.4170   1.0000
   4.500   0.5856   0.00750   0.00188  -0.0269   0.3761   1.0000
   5.000   0.6407   0.00792   0.00217  -0.0268   0.3320   1.0000
   5.500   0.6954   0.00844   0.00255  -0.0267   0.2856   1.0000
   6.000   0.7497   0.00903   0.00300  -0.0266   0.2376   1.0000
   6.500   0.8035   0.00973   0.00357  -0.0266   0.1905   1.0000
   7.000   0.8568   0.01053   0.00423  -0.0265   0.1480   1.0000
   7.500   0.9097   0.01136   0.00500  -0.0263   0.1117   1.0000
   8.000   0.9619   0.01232   0.00588  -0.0261   0.0796   1.0000
   9.000   1.0628   0.01485   0.00839  -0.0254   0.0321   1.0000
   9.500   1.1110   0.01651   0.01017  -0.0248   0.0215   1.0000
  10.000   1.1557   0.01876   0.01264  -0.0238   0.0160   1.0000
  10.500   1.1984   0.02105   0.01515  -0.0229   0.0128   1.0000
  11.000   1.2357   0.02410   0.01855  -0.0215   0.0107   1.0000
  11.500   1.2717   0.02693   0.02167  -0.0202   0.0093   1.0000
  12.000   1.2979   0.03072   0.02576  -0.0186   0.0083   1.0000
  13.000   1.2767   0.04538   0.04150  -0.0163   0.0075   1.0000
  13.500   1.2616   0.05494   0.05146  -0.0222   0.0074   1.0000
  14.000   1.2358   0.06728   0.06416  -0.0300   0.0073   1.0000
  14.500   1.1986   0.08243   0.07963  -0.0392   0.0074   1.0000
  15.000   1.1508   0.10045   0.09790  -0.0493   0.0076   1.0000
