  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.283 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3690   0.00996   0.00380  -0.1227   0.9447   0.3140
  -1.500   0.4354   0.00934   0.00354  -0.1247   0.9316   0.4415
  -1.000   0.4871   0.00776   0.00333  -0.1229   0.9142   1.0000
  -0.500   0.5456   0.00763   0.00305  -0.1228   0.8907   1.0000
   0.000   0.6010   0.00760   0.00286  -0.1219   0.8590   1.0000
   0.500   0.6559   0.00769   0.00279  -0.1211   0.8248   1.0000
   1.000   0.7100   0.00789   0.00286  -0.1203   0.7875   1.0000
   1.500   0.7638   0.00817   0.00302  -0.1195   0.7478   1.0000
   2.000   0.8172   0.00853   0.00326  -0.1187   0.7064   1.0000
   2.500   0.8697   0.00893   0.00356  -0.1178   0.6584   1.0000
   3.000   0.9198   0.00949   0.00390  -0.1165   0.5925   1.0000
   3.500   0.9688   0.01025   0.00442  -0.1151   0.5222   1.0000
   4.000   1.0115   0.01156   0.00512  -0.1128   0.3809   1.0000
   4.500   1.0501   0.01372   0.00635  -0.1105   0.1964   1.0000
   5.000   1.0877   0.01619   0.00799  -0.1079   0.0502   1.0000
   5.500   1.1277   0.01838   0.01012  -0.1051   0.0254   1.0000
   6.000   1.1640   0.02087   0.01283  -0.1016   0.0220   1.0000
   6.500   1.2011   0.02333   0.01549  -0.0983   0.0188   1.0000
   7.000   1.2380   0.02665   0.01909  -0.0950   0.0174   1.0000
   7.500   1.2784   0.03115   0.02400  -0.0921   0.0171   1.0000
   8.000   1.3125   0.03627   0.02961  -0.0889   0.0160   1.0000
   8.500   1.3274   0.04661   0.04123  -0.0817   0.0193   1.0000
