  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.266 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2097   0.01189   0.00516  -0.1108   0.9673   0.1909
  -1.000   0.3621   0.01049   0.00441  -0.1197   0.9496   0.3792
  -0.500   0.4329   0.00940   0.00414  -0.1228   0.9391   0.6122
   0.000   0.4905   0.00831   0.00371  -0.1219   0.9222   1.0000
   0.500   0.5521   0.00811   0.00338  -0.1224   0.9027   1.0000
   1.000   0.6086   0.00804   0.00321  -0.1218   0.8770   1.0000
   1.500   0.6642   0.00807   0.00315  -0.1210   0.8480   1.0000
   2.000   0.7181   0.00820   0.00314  -0.1199   0.8107   1.0000
   2.500   0.7702   0.00842   0.00316  -0.1182   0.7606   1.0000
   3.000   0.8231   0.00877   0.00337  -0.1171   0.7180   1.0000
   3.500   0.8755   0.00918   0.00369  -0.1160   0.6743   1.0000
   4.000   0.9265   0.00966   0.00404  -0.1146   0.6200   1.0000
   4.500   0.9753   0.01029   0.00448  -0.1129   0.5486   1.0000
   5.000   1.0209   0.01124   0.00505  -0.1108   0.4432   1.0000
   5.500   1.0559   0.01354   0.00623  -0.1075   0.2252   1.0000
   6.000   1.0924   0.01604   0.00788  -0.1048   0.0839   1.0000
   6.500   1.1301   0.01840   0.01006  -0.1015   0.0442   1.0000
   7.000   1.1662   0.02083   0.01259  -0.0980   0.0343   1.0000
   7.500   1.2052   0.02290   0.01482  -0.0950   0.0291   1.0000
   8.000   1.2401   0.02744   0.01952  -0.0915   0.0259   1.0000
   8.500   1.2822   0.02998   0.02243  -0.0890   0.0238   1.0000
   9.000   1.3210   0.03388   0.02678  -0.0861   0.0219   1.0000
   9.500   1.3519   0.03930   0.03279  -0.0823   0.0210   1.0000
  10.000   1.3703   0.04509   0.03916  -0.0773   0.0202   1.0000
  10.500   1.3720   0.05182   0.04636  -0.0716   0.0190   1.0000
  11.000   1.3532   0.05860   0.05373  -0.0633   0.0191   1.0000
  11.500   1.2591   0.07291   0.06925  -0.0526   0.0227   1.0000
  12.000   1.2070   0.08494   0.08169  -0.0537   0.0236   1.0000
  12.500   1.1560   0.10020   0.09726  -0.0615   0.0240   1.0000
