  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.117 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0721   0.01823   0.00958  -0.0863   1.0000   0.1906
  -1.500   0.1240   0.01801   0.00958  -0.0869   1.0000   0.2503
  -1.000   0.2007   0.01768   0.00964  -0.0923   0.9934   0.3513
  -0.500   0.2872   0.01634   0.00969  -0.0988   0.9840   0.6895
   0.000   0.3644   0.01602   0.00936  -0.1033   0.9630   1.0000
   0.500   0.4503   0.01613   0.00925  -0.1097   0.9456   1.0000
   1.000   0.5336   0.01604   0.00907  -0.1152   0.9276   1.0000
   1.500   0.6112   0.01583   0.00885  -0.1192   0.9071   1.0000
   2.000   0.6892   0.01539   0.00848  -0.1227   0.8887   1.0000
   2.500   0.7546   0.01513   0.00834  -0.1235   0.8638   1.0000
   3.000   0.8189   0.01434   0.00761  -0.1227   0.8313   1.0000
   3.500   0.8733   0.01404   0.00738  -0.1203   0.7900   1.0000
   4.000   0.9260   0.01412   0.00753  -0.1181   0.7483   1.0000
   4.500   0.9763   0.01431   0.00779  -0.1154   0.6974   1.0000
   5.000   1.0224   0.01459   0.00800  -0.1118   0.6236   1.0000
   5.500   1.0632   0.01530   0.00844  -0.1075   0.5121   1.0000
   6.000   1.0841   0.01823   0.00984  -0.1011   0.2367   1.0000
   6.500   1.1028   0.02277   0.01317  -0.0952   0.0971   1.0000
   7.000   1.1353   0.02629   0.01651  -0.0910   0.0692   1.0000
   7.500   1.1791   0.03027   0.02056  -0.0886   0.0568   1.0000
   8.000   1.2273   0.03423   0.02488  -0.0867   0.0495   1.0000
   8.500   1.2715   0.04116   0.03230  -0.0848   0.0456   1.0000
   9.000   1.3007   0.04861   0.04070  -0.0805   0.0454   1.0000
   9.500   1.3129   0.05703   0.05007  -0.0749   0.0455   1.0000
  10.000   1.3072   0.06522   0.05909  -0.0683   0.0453   1.0000
  10.500   1.2537   0.07564   0.07070  -0.0579   0.0526   1.0000
