  
       XFOIL         Version 6.99
  
 Calculated polar for: AG47c -03f                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1998   0.01089   0.00496  -0.0204   1.0000   0.0165
  -1.500  -0.1452   0.00878   0.00270  -0.0198   1.0000   0.0214
  -1.000  -0.0896   0.00772   0.00169  -0.0194   1.0000   0.0563
  -0.500  -0.0353   0.00653   0.00134  -0.0196   1.0000   0.2820
   0.000   0.0231   0.00441   0.00126  -0.0201   0.9175   0.8948
   0.500   0.0817   0.00479   0.00105  -0.0195   0.7763   1.0000
   1.000   0.1353   0.00513   0.00101  -0.0187   0.7316   1.0000
   1.500   0.1899   0.00541   0.00105  -0.0182   0.7002   1.0000
   2.000   0.2452   0.00553   0.00107  -0.0178   0.6653   1.0000
   2.500   0.3004   0.00566   0.00106  -0.0174   0.6170   1.0000
   3.000   0.3549   0.00596   0.00109  -0.0169   0.5455   1.0000
   3.500   0.4091   0.00645   0.00125  -0.0166   0.4491   1.0000
   4.000   0.4630   0.00716   0.00151  -0.0164   0.3343   1.0000
   4.500   0.5166   0.00803   0.00191  -0.0163   0.2155   1.0000
   5.000   0.5704   0.00889   0.00245  -0.0162   0.1334   1.0000
   5.500   0.6243   0.00969   0.00307  -0.0161   0.0912   1.0000
   6.000   0.6782   0.01046   0.00382  -0.0159   0.0664   1.0000
   6.500   0.7316   0.01133   0.00472  -0.0156   0.0491   1.0000
   7.000   0.7846   0.01232   0.00581  -0.0153   0.0362   1.0000
   7.500   0.8360   0.01382   0.00745  -0.0147   0.0273   1.0000
   8.000   0.8876   0.01514   0.00892  -0.0142   0.0220   1.0000
   8.500   0.9349   0.01801   0.01217  -0.0133   0.0184   1.0000
   9.000   0.9829   0.02048   0.01501  -0.0124   0.0161   1.0000
   9.500   1.0282   0.02310   0.01791  -0.0119   0.0134   1.0000
  10.000   1.0596   0.03023   0.02599  -0.0107   0.0121   1.0000
  10.500   1.0856   0.03697   0.03356  -0.0101   0.0111   1.0000
  11.000   1.1088   0.04213   0.03920  -0.0103   0.0097   1.0000
  11.500   1.1138   0.04902   0.04656  -0.0122   0.0090   1.0000
  12.000   0.8943   0.11978   0.11772  -0.0595   0.0162   1.0000
  12.500   0.7391   0.11879   0.11678  -0.0431   0.0175   1.0000
  13.000   0.7208   0.13047   0.12843  -0.0468   0.0180   1.0000
