  
       XFOIL         Version 6.99
  
 Calculated polar for: AG53                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0516   0.00811   0.00322  -0.0397   0.9827   0.6178
  -1.500   0.0170   0.00726   0.00316  -0.0411   0.9684   0.8610
  -1.000   0.1160   0.00697   0.00283  -0.0492   0.9573   1.0000
  -0.500   0.1888   0.00680   0.00247  -0.0524   0.9293   1.0000
   0.000   0.2478   0.00671   0.00221  -0.0524   0.8908   1.0000
   0.500   0.3000   0.00678   0.00206  -0.0510   0.8472   1.0000
   1.000   0.3508   0.00695   0.00200  -0.0493   0.8015   1.0000
   1.500   0.4014   0.00718   0.00203  -0.0478   0.7529   1.0000
   2.000   0.4521   0.00747   0.00209  -0.0463   0.7025   1.0000
   2.500   0.5029   0.00781   0.00224  -0.0450   0.6491   1.0000
   3.000   0.5536   0.00821   0.00244  -0.0437   0.5931   1.0000
   3.500   0.6042   0.00867   0.00273  -0.0425   0.5339   1.0000
   4.000   0.6544   0.00921   0.00308  -0.0413   0.4703   1.0000
   4.500   0.7042   0.00986   0.00353  -0.0402   0.4003   1.0000
   5.000   0.7534   0.01064   0.00408  -0.0391   0.3281   1.0000
   5.500   0.8021   0.01155   0.00478  -0.0381   0.2539   1.0000
   6.000   0.8499   0.01266   0.00563  -0.0371   0.1804   1.0000
   6.500   0.8965   0.01401   0.00673  -0.0359   0.1160   1.0000
   7.000   0.9413   0.01566   0.00822  -0.0345   0.0719   1.0000
   7.500   0.9837   0.01766   0.01021  -0.0327   0.0464   1.0000
   8.000   1.0254   0.01977   0.01249  -0.0306   0.0328   1.0000
   8.500   1.0609   0.02304   0.01596  -0.0279   0.0246   1.0000
   9.000   1.1022   0.02498   0.01816  -0.0260   0.0193   1.0000
   9.500   1.1285   0.03073   0.02440  -0.0225   0.0166   1.0000
  10.000   1.1553   0.03530   0.02960  -0.0192   0.0151   1.0000
  10.500   1.1776   0.03853   0.03320  -0.0163   0.0129   1.0000
  11.000   1.1802   0.04358   0.03867  -0.0122   0.0121   1.0000
  11.500   1.1587   0.05034   0.04596  -0.0081   0.0118   1.0000
  12.000   1.1282   0.05923   0.05534  -0.0089   0.0118   1.0000
  12.500   1.0924   0.07151   0.06809  -0.0156   0.0119   1.0000
  13.500   0.8860   0.14900   0.14617  -0.0602   0.0224   1.0000
  14.000   0.7024   0.14014   0.13748  -0.0391   0.0226   1.0000
  14.500   0.6840   0.14913   0.14645  -0.0421   0.0242   1.0000
