  
       XFOIL         Version 6.99
  
 Calculated polar for: AG27 Bubble Dancer DLG by Mark Drela | The AG2x 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0351   0.00998   0.00330  -0.0576   0.9986   0.0706
  -1.500   0.1183   0.00845   0.00282  -0.0641   0.9872   0.3556
  -1.000   0.1930   0.00689   0.00266  -0.0679   0.9724   0.7718
  -0.500   0.2667   0.00646   0.00229  -0.0706   0.9466   1.0000
   0.000   0.3268   0.00644   0.00206  -0.0705   0.9104   1.0000
   0.500   0.3783   0.00652   0.00192  -0.0685   0.8664   1.0000
   1.000   0.4292   0.00670   0.00185  -0.0665   0.8174   1.0000
   1.500   0.4810   0.00695   0.00186  -0.0649   0.7634   1.0000
   2.000   0.5332   0.00729   0.00192  -0.0636   0.7054   1.0000
   2.500   0.5859   0.00769   0.00207  -0.0624   0.6428   1.0000
   3.000   0.6384   0.00817   0.00231  -0.0615   0.5749   1.0000
   3.500   0.6906   0.00876   0.00261  -0.0606   0.4985   1.0000
   4.000   0.7424   0.00948   0.00305  -0.0598   0.4151   1.0000
   4.500   0.7937   0.01036   0.00360  -0.0591   0.3274   1.0000
   5.000   0.8444   0.01141   0.00434  -0.0584   0.2422   1.0000
   5.500   0.8946   0.01258   0.00524  -0.0578   0.1768   1.0000
   6.000   0.9448   0.01375   0.00632  -0.0571   0.1330   1.0000
   6.500   0.9945   0.01499   0.00751  -0.0563   0.1010   1.0000
   7.000   1.0433   0.01632   0.00888  -0.0553   0.0752   1.0000
   7.500   1.0911   0.01778   0.01046  -0.0543   0.0523   1.0000
   8.000   1.1355   0.01990   0.01269  -0.0528   0.0334   1.0000
   8.500   1.1773   0.02243   0.01542  -0.0509   0.0218   1.0000
   9.000   1.2104   0.02692   0.02029  -0.0480   0.0171   1.0000
   9.500   1.2452   0.03070   0.02458  -0.0454   0.0143   1.0000
  10.000   1.2637   0.03682   0.03121  -0.0423   0.0119   1.0000
  10.500   1.2659   0.04428   0.03950  -0.0381   0.0115   1.0000
  11.000   1.2483   0.05125   0.04710  -0.0336   0.0113   1.0000
  11.500   1.2148   0.06027   0.05662  -0.0338   0.0113   1.0000
  12.000   1.1772   0.07341   0.07018  -0.0414   0.0114   1.0000
