  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.220 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1791   0.01334   0.00621  -0.1054   0.9741   0.1904
  -1.500   0.2561   0.01270   0.00582  -0.1102   0.9641   0.2636
  -1.000   0.3396   0.01188   0.00548  -0.1162   0.9572   0.3880
  -0.500   0.4106   0.01050   0.00524  -0.1193   0.9460   0.7104
   0.000   0.4786   0.00967   0.00466  -0.1208   0.9317   1.0000
   0.500   0.5468   0.00936   0.00423  -0.1227   0.9156   1.0000
   1.000   0.6056   0.00920   0.00399  -0.1225   0.8918   1.0000
   1.500   0.6631   0.00911   0.00385  -0.1220   0.8654   1.0000
   2.000   0.7186   0.00913   0.00379  -0.1211   0.8345   1.0000
   2.500   0.7710   0.00921   0.00370  -0.1191   0.7881   1.0000
   3.000   0.8234   0.00948   0.00386  -0.1177   0.7436   1.0000
   3.500   0.8759   0.00986   0.00417  -0.1165   0.7008   1.0000
   4.000   0.9270   0.01030   0.00452  -0.1150   0.6509   1.0000
   4.500   0.9756   0.01088   0.00493  -0.1130   0.5826   1.0000
   5.000   1.0215   0.01170   0.00546  -0.1107   0.4901   1.0000
   5.500   1.0570   0.01363   0.00642  -0.1071   0.2869   1.0000
   6.000   1.0890   0.01656   0.00828  -0.1038   0.1081   1.0000
   6.500   1.1245   0.01919   0.01058  -0.1003   0.0516   1.0000
   7.000   1.1602   0.02171   0.01318  -0.0966   0.0402   1.0000
   7.500   1.1953   0.02474   0.01634  -0.0930   0.0336   1.0000
   8.000   1.2367   0.02777   0.01960  -0.0903   0.0302   1.0000
   8.500   1.2788   0.03164   0.02369  -0.0880   0.0275   1.0000
   9.000   1.3144   0.03782   0.03052  -0.0850   0.0253   1.0000
   9.500   1.3382   0.04422   0.03771  -0.0802   0.0249   1.0000
  10.000   1.3407   0.05315   0.04746  -0.0737   0.0254   1.0000
  10.500   1.3396   0.06192   0.05677  -0.0679   0.0265   1.0000
  11.000   1.3163   0.06788   0.06326  -0.0597   0.0267   1.0000
