  
       XFOIL         Version 6.99
  
 Calculated polar for: AG25 Bubble Dancer DLG by Mark Drela | The AG2x 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1007   0.00663   0.00179  -0.0727   0.9395   0.3804
  -1.500   0.1535   0.00615   0.00163  -0.0716   0.9108   0.5140
  -1.000   0.2049   0.00572   0.00153  -0.0702   0.8781   0.6580
  -0.500   0.2521   0.00525   0.00148  -0.0675   0.8431   0.8360
   0.000   0.3053   0.00506   0.00131  -0.0659   0.8045   1.0000
   0.500   0.3603   0.00526   0.00126  -0.0654   0.7625   1.0000
   1.000   0.4154   0.00550   0.00126  -0.0650   0.7166   1.0000
   1.500   0.4703   0.00579   0.00131  -0.0646   0.6665   1.0000
   2.000   0.5251   0.00613   0.00141  -0.0642   0.6123   1.0000
   2.500   0.5797   0.00653   0.00159  -0.0639   0.5551   1.0000
   3.000   0.6341   0.00699   0.00181  -0.0636   0.4959   1.0000
   3.500   0.6882   0.00749   0.00212  -0.0633   0.4365   1.0000
   4.000   0.7420   0.00806   0.00247  -0.0631   0.3770   1.0000
   5.000   0.8485   0.00938   0.00341  -0.0625   0.2615   1.0000
   5.500   0.9009   0.01016   0.00401  -0.0621   0.2059   1.0000
   6.000   0.9524   0.01107   0.00474  -0.0617   0.1504   1.0000
   6.500   1.0028   0.01213   0.00559  -0.0611   0.0990   1.0000
   7.000   1.0519   0.01339   0.00664  -0.0604   0.0548   1.0000
   7.500   1.0993   0.01493   0.00809  -0.0594   0.0239   1.0000
   8.000   1.1424   0.01729   0.01064  -0.0575   0.0126   1.0000
   8.500   1.1871   0.01902   0.01253  -0.0561   0.0093   1.0000
   9.000   1.2203   0.02251   0.01638  -0.0532   0.0077   1.0000
   9.500   1.2563   0.02531   0.01953  -0.0507   0.0069   1.0000
  10.000   1.2864   0.02876   0.02334  -0.0477   0.0062   1.0000
  10.500   1.3084   0.03286   0.02785  -0.0442   0.0057   1.0000
  11.000   1.3146   0.03800   0.03349  -0.0395   0.0055   1.0000
  11.500   1.2972   0.04428   0.04028  -0.0341   0.0056   1.0000
  12.000   1.2657   0.05342   0.04996  -0.0331   0.0057   1.0000
  12.500   1.2241   0.06662   0.06368  -0.0385   0.0059   1.0000
  13.000   1.1805   0.08351   0.08098  -0.0493   0.0061   1.0000
  13.500   1.1368   0.10289   0.10067  -0.0618   0.0062   1.0000
  14.000   1.0876   0.12561   0.12362  -0.0751   0.0064   1.0000
  14.500   1.0121   0.16031   0.15839  -0.0921   0.0073   1.0000
