  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.260 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -1.000   0.3594   0.01065   0.00453  -0.1193   0.9502   0.3801
  -0.500   0.4317   0.00950   0.00425  -0.1227   0.9405   0.6251
   0.000   0.4895   0.00845   0.00381  -0.1219   0.9234   1.0000
   0.500   0.5513   0.00825   0.00347  -0.1224   0.9038   1.0000
   1.000   0.6084   0.00816   0.00329  -0.1219   0.8786   1.0000
   1.500   0.6641   0.00818   0.00322  -0.1211   0.8498   1.0000
   2.000   0.7183   0.00829   0.00320  -0.1200   0.8140   1.0000
   2.500   0.7702   0.00850   0.00322  -0.1183   0.7633   1.0000
   3.000   0.8231   0.00884   0.00343  -0.1172   0.7206   1.0000
   3.500   0.8756   0.00924   0.00374  -0.1161   0.6770   1.0000
   4.000   0.9266   0.00972   0.00409  -0.1147   0.6236   1.0000
   4.500   0.9754   0.01035   0.00453  -0.1129   0.5525   1.0000
   5.000   1.0210   0.01128   0.00509  -0.1108   0.4489   1.0000
   5.500   1.0559   0.01356   0.00625  -0.1075   0.2314   1.0000
   6.000   1.0921   0.01609   0.00792  -0.1047   0.0862   1.0000
   6.500   1.1291   0.01854   0.01016  -0.1013   0.0449   1.0000
   7.000   1.1645   0.02106   0.01277  -0.0977   0.0348   1.0000
   7.500   1.2041   0.02309   0.01499  -0.0948   0.0296   1.0000
   8.000   1.2395   0.02738   0.01941  -0.0914   0.0263   1.0000
   8.500   1.2816   0.03036   0.02278  -0.0888   0.0242   1.0000
   9.000   1.3203   0.03436   0.02726  -0.0859   0.0223   1.0000
   9.500   1.3496   0.04017   0.03374  -0.0818   0.0216   1.0000
  10.000   1.3613   0.04712   0.04147  -0.0758   0.0212   1.0000
  10.500   1.3728   0.05139   0.04596  -0.0712   0.0195   1.0000
  11.000   1.3463   0.05890   0.05420  -0.0618   0.0200   1.0000
  11.500   1.2571   0.07328   0.06959  -0.0526   0.0230   1.0000
  12.000   1.2065   0.08505   0.08176  -0.0536   0.0238   1.0000
  12.500   1.1561   0.10014   0.09716  -0.0612   0.0244   1.0000
