  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.106 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1676   0.01876   0.01001  -0.0882   1.0000   0.2544
  -1.500   0.2558   0.01798   0.01013  -0.0957   0.9900   0.4670
  -1.000   0.3337   0.01688   0.01002  -0.1001   0.9743   1.0000
  -0.500   0.4194   0.01716   0.01001  -0.1067   0.9549   1.0000
   0.000   0.5036   0.01724   0.00996  -0.1126   0.9358   1.0000
   0.500   0.5824   0.01717   0.00988  -0.1172   0.9144   1.0000
   1.000   0.6677   0.01668   0.00946  -0.1223   0.8960   1.0000
   1.500   0.7414   0.01584   0.00874  -0.1239   0.8681   1.0000
   2.000   0.8055   0.01533   0.00836  -0.1238   0.8375   1.0000
   2.500   0.8625   0.01512   0.00829  -0.1224   0.8015   1.0000
   3.000   0.9175   0.01506   0.00837  -0.1206   0.7619   1.0000
   3.500   0.9695   0.01519   0.00862  -0.1183   0.7155   1.0000
   4.000   1.0173   0.01532   0.00880  -0.1150   0.6496   1.0000
   4.500   1.0596   0.01583   0.00916  -0.1108   0.5514   1.0000
   5.000   1.0873   0.01772   0.01004  -0.1049   0.3256   1.0000
   5.500   1.1031   0.02240   0.01303  -0.0988   0.0983   1.0000
   6.000   1.1278   0.02659   0.01687  -0.0933   0.0571   1.0000
   6.500   1.1672   0.03093   0.02132  -0.0900   0.0477   1.0000
   7.000   1.2169   0.03724   0.02768  -0.0890   0.0413   1.0000
   7.500   1.2592   0.04355   0.03487  -0.0861   0.0406   1.0000
   8.000   1.2836   0.05012   0.04244  -0.0812   0.0395   1.0000
   8.500   1.2921   0.05899   0.05217  -0.0757   0.0403   1.0000
   9.000   1.2692   0.06862   0.06310  -0.0667   0.0460   1.0000
   9.500   1.2281   0.07828   0.07332  -0.0595   0.0497   1.0000
  10.000   1.0751   0.07577   0.07124  -0.0415   0.0457   1.0000
  10.500   1.0024   0.08876   0.08460  -0.0429   0.0474   1.0000
  11.000   0.9342   0.10386   0.09985  -0.0490   0.0504   1.0000
  11.500   0.8894   0.11646   0.11257  -0.0540   0.0545   1.0000
  12.000   0.7821   0.15164   0.14765  -0.0763   0.1147   1.0000
  12.500   0.7775   0.15865   0.15466  -0.0784   0.1100   1.0000
  13.000   0.8117   0.16785   0.16390  -0.0752   0.1058   1.0000
  13.500   0.7666   0.17232   0.16830  -0.0835   0.1001   1.0000
  14.000   0.8038   0.18174   0.17777  -0.0802   0.0925   1.0000
  14.500   0.7687   0.18542   0.18139  -0.0876   0.0892   1.0000
  15.000   0.7923   0.19301   0.18903  -0.0865   0.0804   1.0000
