  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.249 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3599   0.01080   0.00445  -0.1216   0.9521   0.3324
  -1.500   0.4282   0.01007   0.00416  -0.1242   0.9392   0.4690
  -1.000   0.4841   0.00854   0.00385  -0.1231   0.9241   1.0000
  -0.500   0.5431   0.00839   0.00356  -0.1231   0.9020   1.0000
   0.000   0.6004   0.00824   0.00329  -0.1226   0.8737   1.0000
   0.500   0.6558   0.00824   0.00316  -0.1217   0.8407   1.0000
   1.000   0.7101   0.00838   0.00318  -0.1208   0.8046   1.0000
   1.500   0.7639   0.00863   0.00330  -0.1199   0.7657   1.0000
   2.000   0.8173   0.00896   0.00354  -0.1190   0.7248   1.0000
   2.500   0.8698   0.00936   0.00384  -0.1180   0.6798   1.0000
   3.000   0.9204   0.00983   0.00418  -0.1167   0.6184   1.0000
   3.500   0.9692   0.01055   0.00465  -0.1151   0.5496   1.0000
   4.000   1.0122   0.01170   0.00526  -0.1127   0.4148   1.0000
   4.500   1.0488   0.01394   0.00651  -0.1099   0.2187   1.0000
   5.000   1.0878   0.01615   0.00799  -0.1077   0.0808   1.0000
   5.500   1.1235   0.01894   0.01051  -0.1041   0.0291   1.0000
   6.000   1.1562   0.02190   0.01359  -0.1002   0.0237   1.0000
   6.500   1.1945   0.02440   0.01632  -0.0970   0.0213   1.0000
   7.000   1.2338   0.02790   0.02014  -0.0940   0.0196   1.0000
   7.500   1.2760   0.03288   0.02562  -0.0912   0.0193   1.0000
   8.000   1.3091   0.03929   0.03280  -0.0872   0.0195   1.0000
   8.500   1.3231   0.04734   0.04173  -0.0811   0.0204   1.0000
