  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.066 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1570   0.02148   0.01143  -0.0865   1.0000   0.3250
  -1.500   0.2153   0.02034   0.01135  -0.0877   1.0000   0.5604
  -1.000   0.2456   0.01990   0.01146  -0.0838   1.0000   1.0000
  -0.500   0.2903   0.02129   0.01244  -0.0842   1.0000   1.0000
   0.000   0.3433   0.02291   0.01382  -0.0867   0.9957   1.0000
   0.500   0.4368   0.02428   0.01503  -0.0963   0.9712   1.0000
   1.000   0.5234   0.02542   0.01615  -0.1040   0.9450   1.0000
   1.500   0.6050   0.02639   0.01723  -0.1103   0.9191   1.0000
   2.000   0.6858   0.02699   0.01805  -0.1156   0.8913   1.0000
   2.500   0.7785   0.02616   0.01758  -0.1206   0.8568   1.0000
   3.000   0.8687   0.02456   0.01640  -0.1234   0.8250   1.0000
   3.500   0.9355   0.02353   0.01582  -0.1221   0.7854   1.0000
   4.000   0.9996   0.02247   0.01525  -0.1197   0.7411   1.0000
   4.500   1.0528   0.02120   0.01427  -0.1141   0.6685   1.0000
   5.000   1.0903   0.02080   0.01372  -0.1062   0.5398   1.0000
   5.500   1.1004   0.02351   0.01484  -0.0967   0.2788   1.0000
   6.000   1.1103   0.03012   0.01984  -0.0892   0.1101   1.0000
   6.500   1.1566   0.03532   0.02462  -0.0866   0.0790   1.0000
   7.000   1.2116   0.04151   0.03113  -0.0856   0.0674   1.0000
   7.500   1.2503   0.04885   0.03963  -0.0820   0.0639   1.0000
   8.000   1.2693   0.05707   0.04897  -0.0768   0.0629   1.0000
   8.500   1.2741   0.06670   0.05943  -0.0716   0.0649   1.0000
   9.000   1.2578   0.07604   0.06968  -0.0652   0.0688   1.0000
   9.500   1.1929   0.08586   0.08026  -0.0584   0.0727   1.0000
  10.000   1.1370   0.09746   0.09218  -0.0592   0.0750   1.0000
