  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.197 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1587   0.01424   0.00688  -0.1018   0.9795   0.1890
  -1.500   0.2415   0.01359   0.00648  -0.1079   0.9711   0.2653
  -1.000   0.3184   0.01284   0.00620  -0.1126   0.9594   0.3845
  -0.500   0.3904   0.01134   0.00599  -0.1158   0.9487   0.7497
   0.000   0.4647   0.01065   0.00538  -0.1188   0.9349   1.0000
   0.500   0.5366   0.01032   0.00493  -0.1215   0.9193   1.0000
   1.000   0.6039   0.00999   0.00452  -0.1230   0.9014   1.0000
   1.500   0.6619   0.00985   0.00435  -0.1226   0.8755   1.0000
   2.000   0.7185   0.00981   0.00426  -0.1219   0.8468   1.0000
   2.500   0.7713   0.00979   0.00414  -0.1199   0.8041   1.0000
   3.000   0.8236   0.00999   0.00421  -0.1182   0.7589   1.0000
   3.500   0.8761   0.01034   0.00450  -0.1168   0.7167   1.0000
   4.000   0.9273   0.01075   0.00485  -0.1153   0.6681   1.0000
   4.500   0.9758   0.01129   0.00524  -0.1132   0.6030   1.0000
   5.000   1.0218   0.01204   0.00576  -0.1107   0.5155   1.0000
   5.500   1.0586   0.01368   0.00659  -0.1071   0.3319   1.0000
   6.000   1.0873   0.01687   0.00852  -0.1032   0.1249   1.0000
   6.500   1.1195   0.01989   0.01106  -0.0992   0.0569   1.0000
   7.000   1.1542   0.02262   0.01388  -0.0954   0.0441   1.0000
   7.500   1.1907   0.02559   0.01692  -0.0921   0.0362   1.0000
   8.000   1.2339   0.02920   0.02083  -0.0896   0.0329   1.0000
   8.500   1.2783   0.03349   0.02556  -0.0872   0.0305   1.0000
   9.000   1.3148   0.03773   0.03010  -0.0848   0.0272   1.0000
   9.500   1.3409   0.04530   0.03841  -0.0806   0.0267   1.0000
  10.000   1.3336   0.05515   0.04974  -0.0713   0.0298   1.0000
  10.500   1.3005   0.06672   0.06208  -0.0627   0.0337   1.0000
  11.000   1.1624   0.06411   0.05998  -0.0418   0.0324   1.0000
  11.500   1.1058   0.07423   0.07047  -0.0384   0.0330   1.0000
  12.000   1.0453   0.08614   0.08270  -0.0396   0.0332   1.0000
  12.500   0.9803   0.10016   0.09699  -0.0455   0.0333   1.0000
  13.000   0.9072   0.11632   0.11330  -0.0547   0.0340   1.0000
  13.500   1.0285   0.16965   0.16643  -0.1025   0.0552   1.0000
  14.000   1.0296   0.18040   0.17716  -0.1086   0.0508   1.0000
  14.500   1.0435   0.18708   0.18385  -0.1097   0.0479   1.0000
  15.000   1.0515   0.19714   0.19390  -0.1116   0.0459   1.0000
