  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.140 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2518   0.01590   0.00825  -0.1034   0.9779   0.3136
  -1.500   0.3331   0.01507   0.00821  -0.1092   0.9665   0.5306
  -0.500   0.4826   0.01375   0.00747  -0.1161   0.9344   1.0000
   0.000   0.5604   0.01346   0.00711  -0.1202   0.9173   1.0000
   0.500   0.6343   0.01301   0.00667  -0.1231   0.8983   1.0000
   1.000   0.7002   0.01245   0.00611  -0.1236   0.8707   1.0000
   1.500   0.7603   0.01213   0.00581  -0.1230   0.8397   1.0000
   2.000   0.8149   0.01214   0.00587  -0.1217   0.8031   1.0000
   2.500   0.8690   0.01227   0.00600  -0.1203   0.7639   1.0000
   3.000   0.9213   0.01256   0.00633  -0.1187   0.7206   1.0000
   3.500   0.9709   0.01291   0.00665  -0.1165   0.6641   1.0000
   4.000   1.0181   0.01341   0.00710  -0.1139   0.5920   1.0000
   4.500   1.0564   0.01449   0.00766  -0.1098   0.4411   1.0000
   5.000   1.0834   0.01732   0.00916  -0.1052   0.2237   1.0000
   5.500   1.1062   0.02156   0.01228  -0.1000   0.0578   1.0000
   6.000   1.1358   0.02509   0.01583  -0.0954   0.0423   1.0000
   6.500   1.1739   0.02831   0.01920  -0.0922   0.0354   1.0000
   7.000   1.2212   0.03398   0.02492  -0.0907   0.0323   1.0000
   7.500   1.2625   0.03855   0.03029  -0.0877   0.0301   1.0000
   8.000   1.2929   0.04587   0.03848  -0.0836   0.0305   1.0000
   8.500   1.3126   0.05588   0.04914  -0.0795   0.0324   1.0000
   9.000   1.2831   0.06691   0.06163  -0.0691   0.0398   1.0000
   9.500   1.1493   0.06357   0.05895  -0.0471   0.0383   1.0000
  10.000   1.0967   0.07275   0.06851  -0.0421   0.0391   1.0000
  10.500   1.0373   0.08336   0.07945  -0.0414   0.0391   1.0000
  11.000   0.9711   0.09613   0.09253  -0.0457   0.0387   1.0000
  11.500   0.8972   0.11145   0.10802  -0.0543   0.0386   1.0000
  12.500   0.7826   0.15579   0.15233  -0.0774   0.0849   1.0000
  13.000   0.8076   0.16214   0.15870  -0.0742   0.0794   1.0000
  13.500   0.7726   0.16990   0.16640  -0.0826   0.0749   1.0000
  14.000   0.7792   0.17590   0.17242  -0.0837   0.0692   1.0000
  14.500   0.7998   0.18480   0.18133  -0.0823   0.0665   1.0000
  15.000   0.7733   0.19016   0.18664  -0.0897   0.0637   1.0000
  -2.000   0.2518   0.01590   0.00825  -0.1034   0.9779   0.3136
  -1.500   0.3331   0.01507   0.00821  -0.1092   0.9665   0.5306
  -0.500   0.4826   0.01375   0.00747  -0.1161   0.9344   1.0000
   0.000   0.5604   0.01346   0.00711  -0.1202   0.9173   1.0000
   0.500   0.6343   0.01301   0.00667  -0.1231   0.8983   1.0000
   1.000   0.7002   0.01245   0.00611  -0.1236   0.8707   1.0000
   1.500   0.7603   0.01213   0.00581  -0.1230   0.8397   1.0000
   2.000   0.8149   0.01214   0.00587  -0.1217   0.8031   1.0000
   2.500   0.8690   0.01227   0.00600  -0.1203   0.7639   1.0000
   3.000   0.9213   0.01256   0.00633  -0.1187   0.7206   1.0000
   3.500   0.9709   0.01291   0.00665  -0.1165   0.6641   1.0000
   4.000   1.0181   0.01341   0.00710  -0.1139   0.5920   1.0000
   4.500   1.0564   0.01449   0.00766  -0.1098   0.4411   1.0000
   5.000   1.0834   0.01732   0.00916  -0.1052   0.2237   1.0000
   5.500   1.1062   0.02156   0.01228  -0.1000   0.0578   1.0000
