  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.231 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1888   0.01294   0.00591  -0.1072   0.9725   0.1912
  -1.500   0.2643   0.01229   0.00552  -0.1116   0.9622   0.2636
  -1.000   0.3438   0.01152   0.00520  -0.1167   0.9538   0.3838
  -0.500   0.4188   0.01015   0.00491  -0.1207   0.9449   0.6881
   0.000   0.4841   0.00926   0.00436  -0.1215   0.9304   1.0000
   0.500   0.5471   0.00903   0.00401  -0.1223   0.9110   1.0000
   1.000   0.6075   0.00884   0.00373  -0.1225   0.8888   1.0000
   1.500   0.6639   0.00879   0.00362  -0.1218   0.8614   1.0000
   2.000   0.7188   0.00885   0.00358  -0.1208   0.8291   1.0000
   2.500   0.7706   0.00897   0.00355  -0.1188   0.7798   1.0000
   3.000   0.8233   0.00927   0.00372  -0.1175   0.7363   1.0000
   3.500   0.8758   0.00966   0.00403  -0.1163   0.6933   1.0000
   4.000   0.9269   0.01012   0.00438  -0.1149   0.6431   1.0000
   4.500   0.9754   0.01072   0.00479  -0.1129   0.5737   1.0000
   5.000   1.0214   0.01156   0.00534  -0.1107   0.4781   1.0000
   5.500   1.0565   0.01361   0.00637  -0.1072   0.2683   1.0000
   6.000   1.0900   0.01641   0.00817  -0.1040   0.1007   1.0000
   6.500   1.1261   0.01896   0.01040  -0.1007   0.0494   1.0000
   7.000   1.1626   0.02135   0.01289  -0.0971   0.0384   1.0000
   7.500   1.1979   0.02422   0.01593  -0.0935   0.0324   1.0000
   8.000   1.2379   0.02712   0.01900  -0.0907   0.0290   1.0000
   8.500   1.2800   0.03333   0.02551  -0.0887   0.0261   1.0000
   9.000   1.3162   0.03661   0.02940  -0.0852   0.0244   1.0000
   9.500   1.3411   0.04308   0.03666  -0.0804   0.0240   1.0000
  10.000   1.3451   0.05145   0.04587  -0.0738   0.0245   1.0000
  10.500   1.3292   0.05954   0.05466  -0.0660   0.0247   1.0000
  11.000   1.2933   0.06673   0.06235  -0.0574   0.0249   1.0000
  11.500   1.2492   0.07608   0.07210  -0.0527   0.0254   1.0000
