  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.226 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3441   0.01157   0.00504  -0.1189   0.9535   0.3346
  -1.500   0.4161   0.01078   0.00476  -0.1224   0.9419   0.4860
  -1.000   0.4755   0.00928   0.00439  -0.1220   0.9276   1.0000
  -0.500   0.5412   0.00902   0.00399  -0.1235   0.9106   1.0000
   0.000   0.5994   0.00882   0.00368  -0.1231   0.8841   1.0000
   0.500   0.6558   0.00873   0.00348  -0.1222   0.8530   1.0000
   1.000   0.7099   0.00882   0.00347  -0.1212   0.8166   1.0000
   1.500   0.7640   0.00902   0.00357  -0.1202   0.7787   1.0000
   2.000   0.8174   0.00933   0.00379  -0.1193   0.7385   1.0000
   2.500   0.8700   0.00971   0.00409  -0.1182   0.6947   1.0000
   3.000   0.9208   0.01015   0.00444  -0.1169   0.6378   1.0000
   3.500   0.9696   0.01079   0.00486  -0.1152   0.5683   1.0000
   4.000   1.0141   0.01177   0.00546  -0.1129   0.4469   1.0000
   4.500   1.0486   0.01405   0.00660  -0.1096   0.2389   1.0000
   5.000   1.0882   0.01612   0.00811  -0.1074   0.1186   1.0000
   5.500   1.1186   0.01961   0.01100  -0.1032   0.0321   1.0000
   6.000   1.1572   0.02176   0.01333  -0.1001   0.0260   1.0000
   6.500   1.1888   0.02545   0.01715  -0.0959   0.0232   1.0000
   7.000   1.2303   0.02879   0.02080  -0.0932   0.0212   1.0000
   7.500   1.2732   0.03391   0.02649  -0.0906   0.0208   1.0000
   8.000   1.3054   0.04081   0.03417  -0.0866   0.0215   1.0000
   8.500   1.3199   0.04807   0.04226  -0.0808   0.0215   1.0000
