  
       XFOIL         Version 6.99
  
 Calculated polar for: AH21 7% version (Andrew Hollom)                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1823   0.01923   0.01105  -0.0249   1.0000   1.0000
  -1.500  -0.1431   0.01922   0.01019  -0.0234   1.0000   1.0000
  -1.000  -0.1012   0.01943   0.00979  -0.0221   1.0000   1.0000
  -0.500  -0.0587   0.01980   0.00967  -0.0210   1.0000   1.0000
   0.000  -0.0163   0.02030   0.00980  -0.0199   1.0000   1.0000
   0.500   0.0256   0.02092   0.01015  -0.0189   1.0000   1.0000
   1.000   0.0668   0.02168   0.01071  -0.0179   1.0000   1.0000
   1.500   0.1070   0.02259   0.01149  -0.0169   1.0000   1.0000
   2.000   0.1458   0.02367   0.01251  -0.0161   1.0000   1.0000
   2.500   0.1831   0.02495   0.01380  -0.0154   1.0000   1.0000
   3.000   0.2183   0.02648   0.01539  -0.0148   1.0000   1.0000
   3.500   0.2513   0.02830   0.01735  -0.0145   1.0000   1.0000
   4.000   0.3630   0.03194   0.02135  -0.0288   0.9561   1.0000
   4.500   0.4956   0.03331   0.02334  -0.0431   0.8884   1.0000
   5.000   0.6294   0.03077   0.02167  -0.0514   0.8078   1.0000
   6.000   0.8381   0.02558   0.01486  -0.0466   0.3175   1.0000
   6.500   0.9024   0.03018   0.01866  -0.0475   0.2180   1.0000
   7.000   0.9617   0.03478   0.02336  -0.0476   0.1769   1.0000
   7.500   1.0075   0.04004   0.02931  -0.0454   0.1567   1.0000
   8.000   1.0411   0.04573   0.03573  -0.0420   0.1430   1.0000
   8.500   1.0589   0.05291   0.04391  -0.0368   0.1392   1.0000
   9.000   1.0781   0.06045   0.05185  -0.0331   0.1328   1.0000
   9.500   1.0699   0.06914   0.06135  -0.0274   0.1339   1.0000
  10.000   0.9952   0.07911   0.07214  -0.0197   0.1432   1.0000
  10.500   0.8926   0.09581   0.08898  -0.0239   0.1665   1.0000
  11.000   0.7836   0.13228   0.12507  -0.0573   0.3350   1.0000
  11.500   0.7665   0.13897   0.13170  -0.0594   0.3151   1.0000
  12.000   0.7750   0.14694   0.13973  -0.0607   0.2963   1.0000
  12.500   0.7927   0.15571   0.14854  -0.0613   0.2754   1.0000
  13.000   0.7907   0.16225   0.15505  -0.0638   0.2555   1.0000
  13.500   0.8000   0.16985   0.16266  -0.0659   0.2397   1.0000
  14.000   0.8123   0.17745   0.17029  -0.0679   0.2232   1.0000
  14.500   0.8342   0.18645   0.17938  -0.0690   0.2058   1.0000
  15.000   0.8352   0.19221   0.18510  -0.0729   0.1938   1.0000
