  
       XFOIL         Version 6.99
  
 Calculated polar for: AG52                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0009   0.00643   0.00190  -0.0490   0.9456   0.5150
  -1.500   0.0556   0.00575   0.00170  -0.0487   0.9204   0.6781
  -1.000   0.1057   0.00528   0.00160  -0.0466   0.8886   0.8199
  -0.500   0.1603   0.00512   0.00156  -0.0450   0.8539   0.9425
   0.000   0.2407   0.00520   0.00144  -0.0499   0.8165   0.9942
   0.500   0.3000   0.00535   0.00135  -0.0505   0.7733   1.0000
   1.000   0.3509   0.00555   0.00134  -0.0493   0.7277   1.0000
   1.500   0.4016   0.00580   0.00137  -0.0481   0.6794   1.0000
   2.000   0.4523   0.00610   0.00145  -0.0469   0.6286   1.0000
   2.500   0.5031   0.00644   0.00160  -0.0458   0.5759   1.0000
   3.000   0.5541   0.00683   0.00179  -0.0447   0.5206   1.0000
   3.500   0.6050   0.00728   0.00205  -0.0438   0.4603   1.0000
   4.000   0.6556   0.00783   0.00236  -0.0428   0.3941   1.0000
   4.500   0.7059   0.00848   0.00277  -0.0420   0.3261   1.0000
   5.000   0.7560   0.00921   0.00325  -0.0411   0.2576   1.0000
   5.500   0.8056   0.01005   0.00385  -0.0402   0.1913   1.0000
   6.000   0.8545   0.01100   0.00456  -0.0393   0.1320   1.0000
   6.500   0.9027   0.01206   0.00543  -0.0384   0.0830   1.0000
   7.000   0.9507   0.01316   0.00644  -0.0373   0.0524   1.0000
   7.500   0.9968   0.01453   0.00779  -0.0359   0.0334   1.0000
   8.000   1.0422   0.01597   0.00934  -0.0344   0.0232   1.0000
   8.500   1.0834   0.01792   0.01145  -0.0324   0.0162   1.0000
   9.000   1.1274   0.01937   0.01309  -0.0308   0.0131   1.0000
   9.500   1.1579   0.02263   0.01662  -0.0276   0.0105   1.0000
  10.000   1.1979   0.02425   0.01849  -0.0258   0.0088   1.0000
  10.500   1.2288   0.02679   0.02124  -0.0231   0.0077   1.0000
  11.000   1.2304   0.03303   0.02805  -0.0176   0.0068   1.0000
  11.500   1.2372   0.03666   0.03210  -0.0128   0.0065   1.0000
  12.000   1.2270   0.04214   0.03804  -0.0090   0.0063   1.0000
  12.500   1.2057   0.04997   0.04632  -0.0088   0.0061   1.0000
  13.000   1.1757   0.06098   0.05777  -0.0133   0.0061   1.0000
  13.500   1.1393   0.07543   0.07260  -0.0221   0.0062   1.0000
  14.000   1.0977   0.09287   0.09036  -0.0330   0.0063   1.0000
  14.500   1.0493   0.11331   0.11104  -0.0449   0.0066   1.0000
