  
       XFOIL         Version 6.99
  
 Calculated polar for: AG38                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0552   0.00748   0.00347  -0.0335   0.9972   1.0000
  -1.500   0.1481   0.00740   0.00311  -0.0414   0.9834   1.0000
  -1.000   0.2349   0.00717   0.00273  -0.0477   0.9616   1.0000
  -0.500   0.3054   0.00693   0.00239  -0.0501   0.9233   1.0000
   0.000   0.3611   0.00679   0.00202  -0.0488   0.8434   1.0000
   0.500   0.4114   0.00719   0.00197  -0.0467   0.7554   1.0000
   1.000   0.4629   0.00766   0.00208  -0.0454   0.6687   1.0000
   1.500   0.5148   0.00823   0.00225  -0.0445   0.6016   1.0000
   2.000   0.5680   0.00877   0.00258  -0.0440   0.5527   1.0000
   2.500   0.6216   0.00923   0.00291  -0.0436   0.5035   1.0000
   3.000   0.6748   0.00968   0.00324  -0.0432   0.4416   1.0000
   3.500   0.7267   0.01035   0.00361  -0.0427   0.3565   1.0000
   4.000   0.7775   0.01129   0.00423  -0.0422   0.2705   1.0000
   4.500   0.8281   0.01235   0.00498  -0.0419   0.1917   1.0000
   5.000   0.8771   0.01370   0.00601  -0.0413   0.1177   1.0000
   5.500   0.9247   0.01536   0.00747  -0.0404   0.0734   1.0000
   6.000   0.9716   0.01700   0.00915  -0.0394   0.0549   1.0000
   6.500   1.0168   0.01894   0.01123  -0.0379   0.0456   1.0000
   7.000   1.0594   0.02146   0.01390  -0.0363   0.0391   1.0000
   7.500   1.1034   0.02376   0.01647  -0.0347   0.0347   1.0000
   8.000   1.1413   0.02793   0.02094  -0.0328   0.0308   1.0000
   8.500   1.1795   0.03138   0.02496  -0.0306   0.0284   1.0000
   9.000   1.2116   0.03514   0.02920  -0.0282   0.0259   1.0000
   9.500   1.2333   0.04009   0.03450  -0.0255   0.0238   1.0000
  10.500   1.1876   0.05727   0.05310  -0.0144   0.0230   1.0000
