  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.031 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.0102   0.03079   0.01924  -0.0763   1.0000   0.3833
  -1.500   0.0683   0.02824   0.01643  -0.0767   1.0000   0.4839
  -1.000   0.1220   0.02560   0.01419  -0.0754   1.0000   0.6498
   0.000   0.2243   0.02485   0.01228  -0.0774   1.0000   1.0000
   0.500   0.2695   0.02607   0.01299  -0.0776   1.0000   1.0000
   1.000   0.3122   0.02753   0.01413  -0.0776   1.0000   1.0000
   1.500   0.3527   0.02924   0.01564  -0.0778   1.0000   1.0000
   2.000   0.3914   0.03122   0.01751  -0.0780   1.0000   1.0000
   2.500   0.4282   0.03347   0.01975  -0.0784   1.0000   1.0000
   3.000   0.4633   0.03599   0.02233  -0.0789   1.0000   1.0000
   3.500   0.4967   0.03881   0.02529  -0.0796   1.0000   1.0000
   4.000   0.5284   0.04193   0.02859  -0.0804   1.0000   1.0000
   4.500   0.5583   0.04539   0.03228  -0.0813   1.0000   1.0000
   5.000   0.6253   0.04997   0.03736  -0.0899   0.9744   1.0000
   5.500   0.7417   0.05428   0.04254  -0.1043   0.8964   1.0000
   6.000   0.8678   0.05537   0.04479  -0.1130   0.7938   1.0000
   6.500   1.0953   0.03430   0.02524  -0.0953   0.4935   1.0000
   7.000   1.1152   0.03863   0.02735  -0.0830   0.2814   1.0000
   7.500   1.1701   0.04619   0.03455  -0.0808   0.2037   1.0000
   8.000   1.2131   0.05414   0.04323  -0.0782   0.1755   1.0000
   8.500   1.2377   0.06275   0.05271  -0.0745   0.1619   1.0000
   9.000   1.2342   0.07250   0.06356  -0.0698   0.1591   1.0000
   9.500   1.2173   0.08338   0.07513  -0.0663   0.1616   1.0000
