  
       XFOIL         Version 6.99
  
 Calculated polar for: AG35                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2230   0.00704   0.00252  -0.0528   0.8444   1.0000
  -1.500   0.2724   0.00712   0.00230  -0.0508   0.8009   1.0000
  -1.000   0.3229   0.00733   0.00217  -0.0491   0.7516   1.0000
  -0.500   0.3747   0.00757   0.00212  -0.0480   0.6962   1.0000
   0.000   0.4273   0.00783   0.00210  -0.0471   0.6405   1.0000
   0.500   0.4799   0.00827   0.00221  -0.0464   0.6028   1.0000
   1.000   0.5335   0.00872   0.00248  -0.0460   0.5729   1.0000
   1.500   0.5873   0.00914   0.00279  -0.0457   0.5460   1.0000
   2.000   0.6412   0.00953   0.00310  -0.0454   0.5189   1.0000
   2.500   0.6950   0.00987   0.00342  -0.0451   0.4887   1.0000
   3.000   0.7487   0.01014   0.00374  -0.0449   0.4512   1.0000
   3.500   0.8014   0.01054   0.00407  -0.0445   0.4052   1.0000
   4.000   0.8527   0.01116   0.00455  -0.0440   0.3478   1.0000
   5.000   0.9515   0.01303   0.00606  -0.0430   0.2332   1.0000
   5.500   0.9999   0.01410   0.00700  -0.0424   0.1853   1.0000
   6.000   1.0473   0.01526   0.00806  -0.0418   0.1383   1.0000
   6.500   1.0923   0.01668   0.00933  -0.0410   0.0952   1.0000
   7.000   1.1333   0.01860   0.01109  -0.0396   0.0573   1.0000
   7.500   1.1689   0.02108   0.01362  -0.0373   0.0356   1.0000
   8.000   1.2004   0.02376   0.01645  -0.0347   0.0271   1.0000
   8.500   1.2306   0.02634   0.01923  -0.0319   0.0231   1.0000
   9.000   1.2504   0.03012   0.02325  -0.0282   0.0204   1.0000
   9.500   1.2712   0.03306   0.02648  -0.0246   0.0184   1.0000
  10.000   1.2835   0.03668   0.03036  -0.0207   0.0173   1.0000
  10.500   1.2897   0.04142   0.03537  -0.0174   0.0164   1.0000
  11.000   1.2827   0.04847   0.04286  -0.0145   0.0159   1.0000
  12.000   1.2348   0.06650   0.06188  -0.0151   0.0158   1.0000
  12.500   1.2057   0.07744   0.07324  -0.0197   0.0158   1.0000
  13.000   1.1752   0.08981   0.08597  -0.0265   0.0159   1.0000
  13.500   1.1431   0.10390   0.10040  -0.0351   0.0161   1.0000
  14.000   1.0882   0.12655   0.12350  -0.0500   0.0168   1.0000
  14.500   0.7116   0.16168   0.15893  -0.0482   0.0265   1.0000
  15.000   0.7117   0.16837   0.16566  -0.0499   0.0287   1.0000
