  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (original)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.203 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3242   0.01249   0.00574  -0.1155   0.9556   0.3328
  -1.500   0.4002   0.01165   0.00549  -0.1199   0.9453   0.5025
  -1.000   0.4646   0.01018   0.00505  -0.1206   0.9324   1.0000
  -0.500   0.5331   0.00989   0.00462  -0.1227   0.9157   1.0000
   0.000   0.5980   0.00957   0.00420  -0.1237   0.8955   1.0000
   0.500   0.6546   0.00938   0.00394  -0.1228   0.8647   1.0000
   1.000   0.7094   0.00938   0.00385  -0.1217   0.8297   1.0000
   1.500   0.7639   0.00952   0.00391  -0.1207   0.7932   1.0000
   2.000   0.8174   0.00979   0.00410  -0.1196   0.7532   1.0000
   2.500   0.8700   0.01015   0.00440  -0.1185   0.7103   1.0000
   3.000   0.9212   0.01056   0.00477  -0.1172   0.6581   1.0000
   3.500   0.9699   0.01113   0.00515  -0.1153   0.5891   1.0000
   4.000   1.0151   0.01205   0.00576  -0.1130   0.4924   1.0000
   4.500   1.0501   0.01401   0.00669  -0.1095   0.2772   1.0000
   5.000   1.0871   0.01632   0.00834  -0.1069   0.1504   1.0000
   5.500   1.1166   0.01993   0.01122  -0.1025   0.0368   1.0000
   6.000   1.1521   0.02250   0.01392  -0.0990   0.0289   1.0000
   6.500   1.1871   0.02549   0.01701  -0.0954   0.0254   1.0000
   7.000   1.2264   0.02992   0.02166  -0.0926   0.0228   1.0000
   7.500   1.2698   0.03507   0.02740  -0.0901   0.0223   1.0000
   8.000   1.3017   0.04242   0.03551  -0.0863   0.0229   1.0000
   8.500   1.3210   0.05145   0.04522  -0.0818   0.0239   1.0000
   9.000   1.3014   0.06175   0.05690  -0.0714   0.0304   1.0000
   9.500   1.1746   0.05878   0.05454  -0.0494   0.0298   1.0000
  10.000   1.1262   0.06789   0.06399  -0.0434   0.0308   1.0000
