  
       XFOIL         Version 6.99
  
 Calculated polar for: AG46c -03f                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1699   0.00990   0.00396  -0.0253   1.0000   0.0167
  -1.500  -0.1152   0.00880   0.00277  -0.0247   1.0000   0.0218
  -1.000  -0.0394   0.00743   0.00172  -0.0289   0.9286   0.1213
  -0.500   0.0092   0.00681   0.00141  -0.0272   0.7923   0.3568
   0.000   0.0516   0.00533   0.00138  -0.0241   0.7488   0.8568
   0.500   0.1144   0.00532   0.00126  -0.0247   0.7203   1.0000
   1.000   0.1695   0.00554   0.00124  -0.0243   0.6959   1.0000
   1.500   0.2252   0.00563   0.00119  -0.0241   0.6681   1.0000
   2.000   0.2809   0.00571   0.00114  -0.0237   0.6326   1.0000
   2.500   0.3361   0.00589   0.00113  -0.0234   0.5868   1.0000
   3.000   0.3911   0.00617   0.00118  -0.0231   0.5313   1.0000
   3.500   0.4460   0.00654   0.00133  -0.0228   0.4696   1.0000
   4.000   0.5006   0.00701   0.00153  -0.0226   0.4021   1.0000
   4.500   0.5551   0.00755   0.00184  -0.0225   0.3324   1.0000
   5.000   0.6093   0.00818   0.00221  -0.0224   0.2620   1.0000
   5.500   0.6632   0.00890   0.00270  -0.0223   0.1966   1.0000
   6.000   0.7169   0.00964   0.00327  -0.0222   0.1461   1.0000
   6.500   0.7704   0.01040   0.00394  -0.0220   0.1100   1.0000
   7.000   0.8236   0.01120   0.00469  -0.0218   0.0813   1.0000
   7.500   0.8762   0.01211   0.00557  -0.0216   0.0576   1.0000
   8.000   0.9275   0.01335   0.00683  -0.0212   0.0383   1.0000
   8.500   0.9783   0.01465   0.00825  -0.0207   0.0266   1.0000
   9.000   1.0260   0.01669   0.01047  -0.0199   0.0190   1.0000
   9.500   1.0750   0.01814   0.01214  -0.0193   0.0150   1.0000
  10.000   1.1141   0.02197   0.01639  -0.0178   0.0124   1.0000
  10.500   1.1578   0.02423   0.01897  -0.0169   0.0105   1.0000
  11.000   1.1964   0.02705   0.02206  -0.0159   0.0090   1.0000
  11.500   1.1998   0.03640   0.03232  -0.0136   0.0082   1.0000
  12.000   1.2128   0.04150   0.03797  -0.0125   0.0079   1.0000
  12.500   1.1917   0.04972   0.04669  -0.0144   0.0078   1.0000
  13.000   1.1588   0.06392   0.06131  -0.0260   0.0078   1.0000
  13.500   1.1114   0.08383   0.08152  -0.0406   0.0081   1.0000
