  
       XFOIL         Version 6.99
  
 Calculated polar for: A18 (smoothed)                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2139   0.01164   0.00498  -0.1115   0.9658   0.1904
  -1.000   0.3663   0.01024   0.00423  -0.1204   0.9488   0.3775
   0.000   0.4921   0.00809   0.00355  -0.1220   0.9204   1.0000
   0.500   0.5531   0.00790   0.00324  -0.1224   0.9009   1.0000
   1.000   0.6092   0.00786   0.00308  -0.1217   0.8746   1.0000
   1.500   0.6645   0.00791   0.00303  -0.1209   0.8453   1.0000
   2.000   0.7180   0.00805   0.00304  -0.1197   0.8061   1.0000
   2.500   0.7700   0.00830   0.00309  -0.1181   0.7555   1.0000
   3.000   0.8230   0.00865   0.00330  -0.1170   0.7132   1.0000
   3.500   0.8755   0.00906   0.00362  -0.1160   0.6691   1.0000
   4.000   0.9264   0.00956   0.00397  -0.1146   0.6144   1.0000
   4.500   0.9753   0.01020   0.00441  -0.1129   0.5427   1.0000
   5.000   1.0208   0.01117   0.00499  -0.1108   0.4334   1.0000
   5.500   1.0559   0.01351   0.00620  -0.1076   0.2164   1.0000
   6.000   1.0932   0.01593   0.00781  -0.1050   0.0803   1.0000
   6.500   1.1317   0.01819   0.00992  -0.1019   0.0431   1.0000
   7.000   1.1686   0.02050   0.01233  -0.0985   0.0334   1.0000
   7.500   1.2067   0.02265   0.01461  -0.0954   0.0283   1.0000
   8.000   1.2415   0.02676   0.01892  -0.0917   0.0256   1.0000
   8.500   1.2831   0.02940   0.02190  -0.0892   0.0231   1.0000
   9.000   1.3219   0.03308   0.02597  -0.0864   0.0212   1.0000
   9.500   1.3540   0.03801   0.03139  -0.0829   0.0202   1.0000
  10.000   1.3733   0.04421   0.03812  -0.0783   0.0193   1.0000
  11.000   1.3442   0.06026   0.05549  -0.0629   0.0187   1.0000
  11.500   1.3182   0.06573   0.06140  -0.0555   0.0190   1.0000
