  
       XFOIL         Version 6.99
  
 Calculated polar for: AG47ct  -02f rot.                               
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.275 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1023   0.00964   0.00257  -0.0214   1.0000   0.0613
  -1.500  -0.0510   0.00720   0.00190  -0.0215   1.0000   0.5060
  -1.000   0.0027   0.00574   0.00170  -0.0197   1.0000   1.0000
  -0.500   0.0558   0.00575   0.00153  -0.0191   1.0000   1.0000
   0.000   0.1088   0.00579   0.00147  -0.0185   1.0000   1.0000
   0.500   0.1879   0.00586   0.00149  -0.0235   0.9552   1.0000
   1.000   0.2522   0.00614   0.00139  -0.0240   0.8150   1.0000
   1.500   0.3016   0.00669   0.00149  -0.0219   0.7302   1.0000
   2.000   0.3539   0.00712   0.00168  -0.0207   0.6663   1.0000
   2.500   0.4064   0.00749   0.00178  -0.0196   0.5791   1.0000
   3.000   0.4582   0.00816   0.00200  -0.0186   0.4559   1.0000
   3.500   0.5099   0.00912   0.00239  -0.0180   0.3120   1.0000
   4.000   0.5620   0.01025   0.00303  -0.0177   0.1953   1.0000
   4.500   0.6145   0.01136   0.00386  -0.0174   0.1291   1.0000
   5.000   0.6670   0.01247   0.00491  -0.0169   0.0923   1.0000
   5.500   0.7191   0.01373   0.00619  -0.0163   0.0683   1.0000
   6.000   0.7695   0.01547   0.00795  -0.0156   0.0505   1.0000
   6.500   0.8200   0.01732   0.01001  -0.0148   0.0398   1.0000
   7.000   0.8696   0.01976   0.01281  -0.0137   0.0323   1.0000
   7.500   0.9122   0.02564   0.01925  -0.0124   0.0277   1.0000
   8.000   0.9581   0.02889   0.02325  -0.0112   0.0245   1.0000
   8.500   0.9871   0.03765   0.03316  -0.0099   0.0232   1.0000
   9.000   0.9787   0.05386   0.05064  -0.0115   0.0240   1.0000
   9.500   0.9403   0.07098   0.06832  -0.0221   0.0258   1.0000
